:Data_list: 20021022_ace_mag_1m.txt
:Created: 2002 Oct 23 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 10 22  0000   52569       0    0    -2.6    -2.0     6.3     7.1    62.9   217.3
2002 10 22  0001   52569      60    0    -2.8    -1.9     6.3     7.1    61.6   214.4
2002 10 22  0002   52569     120    0    -3.4    -2.5     6.0     7.3    55.1   216.1
2002 10 22  0003   52569     180    0    -4.1    -2.6     5.7     7.5    49.7   212.8
2002 10 22  0004   52569     240    0    -3.2    -2.8     5.9     7.3    54.3   220.2
2002 10 22  0005   52569     300    0    -2.5    -2.8     6.1     7.1    58.6   228.5
2002 10 22  0006   52569     360    0    -2.6    -3.1     5.9     7.2    55.7   229.8
2002 10 22  0007   52569     420    0    -2.5    -3.2     5.9     7.2    55.9   231.8
2002 10 22  0008   52569     480    0    -2.5    -3.2     6.0     7.2    55.5   232.3
2002 10 22  0009   52569     540    0    -2.4    -3.1     6.1     7.2    57.2   231.8
2002 10 22  0010   52569     600    0    -2.8    -3.6     5.5     7.2    50.5   231.4
2002 10 22  0011   52569     660    0    -4.3    -4.2     4.5     7.5    36.6   223.8
2002 10 22  0012   52569     720    0    -4.0    -5.0     3.8     7.5    30.7   231.1
2002 10 22  0013   52569     780    0    -3.8    -4.9     3.8     7.3    31.8   232.4
2002 10 22  0014   52569     840    0    -4.2    -4.4     4.2     7.4    34.3   226.1
2002 10 22  0015   52569     900    0    -4.2    -4.1     4.6     7.4    38.2   224.5
2002 10 22  0016   52569     960    0    -4.2    -4.0     4.6     7.4    38.3   222.9
2002 10 22  0017   52569    1020    0    -4.5    -4.0     4.4     7.4    35.8   221.6
2002 10 22  0018   52569    1080    0    -4.4    -4.0     4.5     7.4    36.9   222.3
2002 10 22  0019   52569    1140    0    -4.0    -3.9     4.9     7.4    41.1   224.8
2002 10 22  0020   52569    1200    0    -3.7    -4.0     4.8     7.3    41.2   227.2
2002 10 22  0021   52569    1260    0    -2.6    -5.1     4.4     7.2    37.8   243.1
2002 10 22  0022   52569    1320    0    -2.8    -4.9     4.5     7.2    38.4   240.0
2002 10 22  0023   52569    1380    0    -3.0    -4.9     4.5     7.3    38.1   238.8
2002 10 22  0024   52569    1440    0    -2.6    -5.4     4.0     7.2    33.8   244.3
2002 10 22  0025   52569    1500    0    -2.6    -5.3     4.1     7.2    34.7   244.0
2002 10 22  0026   52569    1560    0    -2.5    -5.4     4.0     7.2    33.5   244.8
