:Data_list: 20010915_ace_mag_1m.txt
:Created: 2001 Sep 16 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2001 09 15  0000   52167       0    0    -0.6     3.6     3.2     4.9    40.7    99.6
2001 09 15  0001   52167      60    0    -0.4     3.6     2.8     4.6    37.8    97.0
2001 09 15  0002   52167     120    0    -0.3     4.1     2.6     4.9    32.5    93.6
2001 09 15  0003   52167     180    0    -0.9     3.8     3.1     5.0    38.1   103.2
2001 09 15  0004   52167     240    0    -0.8     3.7     3.4     5.1    41.6   102.2
2001 09 15  0005   52167     300    0    -0.2     3.8     3.1     4.9    39.6    93.4
2001 09 15  0006   52167     360    0     0.3     3.9     2.5     4.6    33.1    85.9
2001 09 15  0007   52167     420    0     0.6     3.3     1.8     3.8    27.6    79.2
2001 09 15  0008   52167     480    0     0.6     3.6     2.0     4.1    28.3    79.8
2001 09 15  0009   52167     540    0     0.6     4.0     2.0     4.5    25.7    81.7
2001 09 15  0010   52167     600    0     0.8     3.8     2.0     4.4    28.0    77.8
2001 09 15  0011   52167     660    0     1.0     3.9     1.9     4.5    26.0    75.1
2001 09 15  0012   52167     720    0     1.3     3.5     1.8     4.2    25.8    69.0
2001 09 15  0013   52167     780    0     1.4     3.2     1.9     4.0    28.0    66.2
2001 09 15  0014   52167     840    0     1.3     3.3     1.7     3.9    25.4    68.4
2001 09 15  0015   52167     900    0     0.8     3.6     1.3     3.9    19.2    76.8
2001 09 15  0016   52167     960    0     0.9     3.5     1.2     3.8    18.2    75.7
2001 09 15  0017   52167    1020    0    -0.4     3.9     2.0     4.4    27.2    95.2
2001 09 15  0018   52167    1080    0    -0.2     4.2     1.9     4.6    24.6    92.3
2001 09 15  0019   52167    1140    0     0.1     4.2     1.5     4.4    19.9    89.2
2001 09 15  0020   52167    1200    0     0.5     3.7     1.2     3.9    17.5    82.7
2001 09 15  0021   52167    1260    0     0.2     3.9     2.0     4.4    26.9    87.2
2001 09 15  0022   52167    1320    0     0.3     4.1     2.0     4.5    26.1    86.4
2001 09 15  0023   52167    1380    0    -1.1     4.5     1.5     4.9    17.6   104.0
2001 09 15  0024   52167    1440    0    -0.5     4.5     1.1     4.6    14.1    96.7
2001 09 15  0025   52167    1500    0     0.5     4.2     1.3     4.4    17.4    82.7
2001 09 15  0026   52167    1560    0     1.4     3.5     1.6     4.1    22.8    69.0
2001 09 15  0027   52167    1620    0     2.1     2.7     1.7     3.8    26.4    52.6
2001 09 15  0028   52167    1680    0     2.1     1.9     1.6     3.3    29.7    42.5
2001 09 15  0029   52167    1740    0     1.9     2.9     2.3     4.1    34.3    56.5
2001 09 15  0030   52167    1800    0     2.0     2.4     2.0     3.7    32.3    50.2
2001 09 15  0031   52167    1860    0     2.8     1.2     1.6     3.4    28.2    23.5
2001 09 15  0032   52167    1920    0     2.6     1.3     1.4     3.2    25.9    26.9
2001 09 15  0033   52167    1980    0     2.5     0.8     2.0     3.3    37.2    17.7
2001 09 15  0034   52167    2040    0     2.6     1.1     1.6     3.2    29.3    21.8
2001 09 15  0035   52167    2100    0     2.2     1.6     1.1     2.9    22.4    36.1
2001 09 15  0036   52167    2160    0     2.0     2.4     0.6     3.2    10.1    49.5
2001 09 15  0037   52167    2220    0     2.6     0.9     1.2     3.0    24.0    20.2
2001 09 15  0038   52167    2280    0     2.6    -1.5     1.3     3.3    23.5   330.4
2001 09 15  0039   52167    2340    0     2.4    -1.2     1.7     3.2    31.7   332.9
2001 09 15  0040   52167    2400    0     2.1    -1.6     1.7     3.1    33.7   323.5
2001 09 15  0041   52167    2460    0     1.5    -3.7     1.1     4.1    15.2   292.9
2001 09 15  0042   52167    2520    0     2.5     1.3     2.9     4.1    46.2    27.0
2001 09 15  0043   52167    2580    0     2.9    -0.8     2.7     4.1    42.2   344.2
2001 09 15  0044   52167    2640    0     3.1     0.1     2.5     4.0    38.5     2.2
