:Data_list: 20040516_ace_mag_1m.txt
:Created: 2004 May 17 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2004 05 16  0000   53141       0    0    -3.3    -3.6     0.6     4.9     7.2   227.9
2004 05 16  0001   53141      60    0    -3.4    -3.6     0.7     5.0     8.3   226.1
2004 05 16  0002   53141     120    0    -3.5    -3.5     0.7     5.0     8.5   224.6
2004 05 16  0003   53141     180    0    -3.2    -3.6     0.9     4.9    10.7   228.0
2004 05 16  0004   53141     240    0    -3.2    -3.7     0.8     4.9     9.2   229.3
2004 05 16  0005   53141     300    0    -2.7    -4.0     0.4     4.9     4.5   235.7
2004 05 16  0006   53141     360    0    -2.1    -4.3     0.1     4.8     0.8   244.0
2004 05 16  0007   53141     420    0    -1.5    -4.6    -0.2     4.8    -2.7   251.4
2004 05 16  0008   53141     480    0    -1.4    -4.7    -0.4     4.9    -4.2   253.9
2004 05 16  0009   53141     540    0    -1.2    -4.8    -0.6     5.0    -6.6   255.6
2004 05 16  0010   53141     600    0    -1.4    -4.9    -0.5     5.1    -5.8   254.4
2004 05 16  0011   53141     660    0    -1.5    -4.8    -0.7     5.1    -8.3   253.2
2004 05 16  0012   53141     720    0    -1.3    -4.8    -0.4     5.0    -4.7   254.6
2004 05 16  0013   53141     780    0    -1.1    -4.7    -0.4     4.9    -5.2   256.7
2004 05 16  0014   53141     840    0    -1.0    -4.8    -0.6     4.9    -7.2   258.6
2004 05 16  0015   53141     900    0    -1.5    -4.8    -0.4     5.1    -5.0   252.9
2004 05 16  0016   53141     960    0    -1.3    -4.9    -0.5     5.1    -5.5   255.2
2004 05 16  0017   53141    1020    0    -1.1    -4.8    -0.6     5.0    -6.5   257.6
2004 05 16  0018   53141    1080    0    -1.0    -4.8    -0.7     5.0    -7.7   257.9
2004 05 16  0019   53141    1140    0    -1.1    -4.9    -0.7     5.1    -8.2   257.1
2004 05 16  0020   53141    1200    0    -1.1    -4.9    -0.8     5.1    -8.8   257.0
2004 05 16  0021   53141    1260    0    -1.1    -4.8    -0.7     5.0    -8.5   256.7
2004 05 16  0022   53141    1320    0    -1.1    -4.8    -0.7     5.0    -8.3   257.0
2004 05 16  0023   53141    1380    0    -1.0    -4.8    -0.7     5.0    -7.6   258.4
2004 05 16  0024   53141    1440    0    -0.9    -4.8    -0.9     4.9   -10.7   259.0
2004 05 16  0025   53141    1500    0    -0.9    -4.9    -0.7     5.0    -8.1   259.6
2004 05 16  0026   53141    1560    0    -1.1    -4.8    -0.5     5.0    -6.1   257.7
2004 05 16  0027   53141    1620    0    -0.7    -4.9    -0.7     5.0    -8.1   261.4
2004 05 16  0028   53141    1680    0    -0.8    -4.8    -0.8     5.0    -9.6   260.5
2004 05 16  0029   53141    1740    0    -1.6    -4.7    -0.3     5.0    -3.8   251.7
2004 05 16  0030   53141    1800    0    -0.6    -4.7    -1.3     4.9   -14.9   263.1
2004 05 16  0031   53141    1860    0    -0.8    -4.8    -0.7     4.9    -8.1   261.1
2004 05 16  0032   53141    1920    0    -1.0    -4.8    -1.1     5.1   -12.8   258.6
2004 05 16  0033   53141    1980    0    -1.0    -4.8    -0.8     5.0    -9.2   258.3
2004 05 16  0034   53141    2040    0    -1.0    -4.8    -0.9     5.0   -10.8   258.1
2004 05 16  0035   53141    2100    0    -0.9    -4.7    -0.8     4.9    -9.6   258.7
2004 05 16  0036   53141    2160    0    -1.0    -4.8    -0.9     5.0   -10.3   258.6
2004 05 16  0037   53141    2220    0    -0.7    -4.8    -1.1     5.0   -13.0   261.6
2004 05 16  0038   53141    2280    0    -0.0    -4.8    -1.0     4.9   -11.8   269.9
2004 05 16  0039   53141    2340    0     0.2    -4.7    -1.4     4.9   -17.0   272.5
2004 05 16  0040   53141    2400    0     0.2    -4.6    -1.5     4.9   -18.0   273.0
2004 05 16  0041   53141    2460    0     0.1    -4.7    -1.1     4.8   -12.9   271.6
2004 05 16  0042   53141    2520    0    -0.1    -4.7    -1.0     4.8   -11.5   268.8
2004 05 16  0043   53141    2580    0    -0.2    -4.9    -0.9     5.0   -10.8   268.2
2004 05 16  0044   53141    2640    0    -0.3    -4.9    -1.0     5.0   -10.9   266.3
2004 05 16  0045   53141    2700    0    -0.4    -5.0    -1.0     5.1   -11.8   265.5
2004 05 16  0046   53141    2760    0    -0.5    -5.0    -0.9     5.1   -10.5   264.1
2004 05 16  0047   53141    2820    0    -0.5    -4.9    -1.2     5.0   -13.8   264.0
