:Data_list: 20080320_ace_mag_1m.txt
:Created: 2008 Mar 21 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 03 20  0000   54545       0    0    -4.2    -1.3    -0.9     4.5   -11.3   196.9
2008 03 20  0001   54545      60    0    -4.2    -1.2    -0.7     4.5    -9.0   196.3
2008 03 20  0002   54545     120    0    -4.3    -1.3    -0.5     4.5    -6.4   196.7
2008 03 20  0003   54545     180    0    -4.3    -1.3    -0.4     4.5    -5.1   196.1
2008 03 20  0004   54545     240    0    -4.2    -1.2    -0.4     4.4    -5.4   196.1
2008 03 20  0005   54545     300    0    -4.0    -1.2    -0.5     4.2    -6.4   196.5
2008 03 20  0006   54545     360    0    -4.2    -0.8    -0.4     4.3    -5.6   191.2
2008 03 20  0007   54545     420    0    -4.2    -0.9    -0.3     4.3    -4.1   192.5
2008 03 20  0008   54545     480    0    -4.3    -1.0    -0.2     4.4    -2.7   192.7
2008 03 20  0009   54545     540    0    -4.4    -1.1    -0.2     4.5    -2.4   193.7
2008 03 20  0010   54545     600    0    -4.5    -1.1    -0.2     4.6    -2.1   194.1
2008 03 20  0011   54545     660    0    -4.5    -1.2    -0.0     4.6    -0.3   195.0
2008 03 20  0012   54545     720    0    -4.4    -1.3     0.2     4.6     2.4   196.6
2008 03 20  0013   54545     780    0    -4.5    -1.1     0.0     4.6     0.1   193.9
2008 03 20  0014   54545     840    0    -4.3    -1.2     0.3     4.5     4.0   195.1
2008 03 20  0015   54545     900    0    -4.3    -1.2     0.5     4.5     5.9   195.9
2008 03 20  0016   54545     960    0    -4.4    -1.2     0.6     4.6     7.0   195.2
2008 03 20  0017   54545    1020    0    -4.5    -0.9     0.4     4.6     4.6   191.7
2008 03 20  0018   54545    1080    0    -4.4    -0.7     0.6     4.5     7.3   188.8
2008 03 20  0019   54545    1140    0    -4.5    -0.3     0.7     4.5     8.7   183.4
2008 03 20  0020   54545    1200    0    -4.4    -0.2     0.8     4.5     9.7   183.2
2008 03 20  0021   54545    1260    0    -4.5    -0.1     0.9     4.6    11.4   181.7
2008 03 20  0022   54545    1320    0    -4.6    -0.1     0.7     4.6     8.4   180.6
2008 03 20  0023   54545    1380    0    -4.4    -1.2    -1.1     4.7   -13.1   194.6
2008 03 20  0024   54545    1440    0    -4.7    -0.8    -0.5     4.8    -6.3   189.7
2008 03 20  0025   54545    1500    0    -4.8    -0.4    -0.3     4.8    -3.2   185.3
2008 03 20  0026   54545    1560    0    -4.8    -0.4    -0.1     4.8    -0.8   185.1
2008 03 20  0027   54545    1620    0    -4.8    -0.3    -0.2     4.8    -1.9   183.8
2008 03 20  0028   54545    1680    0    -4.8    -0.4    -0.1     4.9    -1.2   185.0
2008 03 20  0029   54545    1740    0    -4.9    -0.4    -0.1     4.9    -0.7   184.4
2008 03 20  0030   54545    1800    0    -4.9    -0.2     0.3     4.9     3.2   182.5
2008 03 20  0031   54545    1860    0    -5.0    -0.2     0.5     5.0     5.7   182.1
2008 03 20  0032   54545    1920    0    -4.9    -0.4     0.3     4.9     3.1   184.6
2008 03 20  0033   54545    1980    0    -4.6    -0.6     0.2     4.6     1.9   187.3
2008 03 20  0034   54545    2040    0    -4.7    -0.3     0.2     4.8     2.9   184.2
2008 03 20  0035   54545    2100    0    -4.8    -0.5     0.1     4.8     1.6   186.3
2008 03 20  0036   54545    2160    0    -5.0    -0.7     0.1     5.0     1.2   188.2
2008 03 20  0037   54545    2220    0    -5.0    -1.1    -0.1     5.1    -1.3   192.4
2008 03 20  0038   54545    2280    0    -4.9    -2.0    -0.3     5.3    -3.0   202.3
2008 03 20  0039   54545    2340    0    -5.0    -2.0    -0.5     5.4    -5.6   201.7
2008 03 20  0040   54545    2400    0    -4.9    -1.9    -0.5     5.3    -5.6   201.1
2008 03 20  0041   54545    2460    0    -5.0    -1.9    -0.2     5.3    -2.4   200.7
2008 03 20  0042   54545    2520    0    -5.3    -1.4    -0.3     5.5    -3.2   195.4
2008 03 20  0043   54545    2580    0    -5.5    -0.4    -0.7     5.5    -7.4   184.5
2008 03 20  0044   54545    2640    0    -5.7    -0.2    -0.5     5.7    -5.4   182.4
2008 03 20  0045   54545    2700    0    -5.7    -0.5    -0.4     5.7    -4.2   184.6
2008 03 20  0046   54545    2760    0    -5.6    -0.1    -0.8     5.7    -7.9   181.4
2008 03 20  0047   54545    2820    0    -5.6    -0.2    -0.7     5.7    -7.1   182.4
2008 03 20  0048   54545    2880    0    -5.6     0.2    -0.0     5.6    -0.1   178.2
2008 03 20  0049   54545    2940    0    -5.6    -0.3    -0.3     5.6    -3.4   183.4
2008 03 20  0050   54545    3000    0    -5.6    -0.5    -0.8     5.7    -8.5   185.3
2008 03 20  0051   54545    3060    0    -5.5    -0.5    -1.2     5.7   -12.1   185.6
2008 03 20  0052   54545    3120    0    -5.7    -0.4    -0.9     5.7    -8.7   184.1
2008 03 20  0053   54545    3180    0    -5.7    -0.4    -1.0     5.8   -10.1   184.1
2008 03 20  0054   54545    3240    0    -5.6    -0.7    -1.2     5.8   -12.4   187.0
2008 03 20  0055   54545    3300    0    -5.5    -0.5    -1.1     5.6   -11.5   185.3
2008 03 20  0056   54545    3360    0    -5.5    -0.2    -0.9     5.6    -9.1   182.2
2008 03 20  0057   54545    3420    0    -5.5    -0.2    -0.8     5.6    -8.6   182.0
2008 03 20  0058   54545    3480    0    -5.6     0.4    -0.6     5.6    -5.9   175.7
2008 03 20  0059   54545    3540    0    -5.7     1.6     0.3     5.9     2.7   164.7
2008 03 20  0100   54545    3600    0    -5.4     1.2    -0.1     5.6    -0.9   167.4
2008 03 20  0101   54545    3660    0    -5.4     0.9    -0.2     5.4    -1.7   170.8
2008 03 20  0102   54545    3720    0    -5.6     1.1     0.0     5.7     0.3   169.3
2008 03 20  0103   54545    3780    0    -5.9     0.9     0.1     6.0     0.9   171.6
2008 03 20  0104   54545    3840    0    -5.6     0.6     0.7     5.7     7.2   173.4
2008 03 20  0105   54545    3900    0    -5.5     1.4     0.3     5.7     3.4   165.6
2008 03 20  0106   54545    3960    0    -5.2     2.0     0.5     5.5     5.1   159.0
2008 03 20  0107   54545    4020    0    -5.1     2.0     0.8     5.6     8.0   158.6
2008 03 20  0108   54545    4080    0    -5.0     2.3     0.7     5.6     7.2   155.2
2008 03 20  0109   54545    4140    0    -4.4     2.7     1.6     5.4    17.1   148.9
2008 03 20  0110   54545    4200    0    -3.5     3.3     1.6     5.1    18.8   136.4
2008 03 20  0111   54545    4260    0    -4.0     3.1     0.7     5.1     8.3   141.9
2008 03 20  0112   54545    4320    0    -4.1     3.0     0.4     5.1     4.7   143.8
2008 03 20  0113   54545    4380    0    -4.3     3.4     1.5     5.7    14.9   142.1
2008 03 20  0114   54545    4440    0    -4.6     3.5     0.8     5.8     8.3   143.0
2008 03 20  0115   54545    4500    0    -4.6     3.5     0.8     5.8     8.2   142.1
2008 03 20  0116   54545    4560    0    -4.7     3.6     1.0     6.0     9.7   142.5
2008 03 20  0117   54545    4620    0    -4.8     3.6     1.0     6.0     9.3   142.9
2008 03 20  0118   54545    4680    0    -4.6     3.7     0.9     5.9     8.7   141.1
2008 03 20  0119   54545    4740    0    -4.6     3.5     0.9     5.9     9.1   142.3
2008 03 20  0120   54545    4800    0    -4.5     3.5     0.8     5.7     8.5   141.8
2008 03 20  0121   54545    4860    0    -4.4     3.9     0.8     5.9     8.0   138.6
2008 03 20  0122   54545    4920    0    -4.6     3.6     0.5     5.8     5.1   141.7
2008 03 20  0123   54545    4980    0    -4.4     3.5     0.6     5.7     5.9   141.4
2008 03 20  0124   54545    5040    0    -4.3     3.9     0.7     5.8     6.7   138.0
2008 03 20  0125   54545    5100    0    -4.5     3.9     0.6     6.0     5.9   139.4
2008 03 20  0126   54545    5160    0    -4.5     3.9     0.7     6.0     6.9   139.2
2008 03 20  0127   54545    5220    0    -4.3     4.1     0.4     5.9     4.0   136.3
2008 03 20  0128   54545    5280    0    -4.6     3.8     0.5     6.0     4.7   140.4
2008 03 20  0129   54545    5340    0    -4.7     3.7     0.5     6.0     4.9   141.6
2008 03 20  0130   54545    5400    0    -3.5     4.6     0.5     5.8     4.8   127.1
2008 03 20  0131   54545    5460    0    -4.0     4.3     0.3     5.9     3.0   133.1
2008 03 20  0132   54545    5520    0    -5.5     3.0     0.3     6.3     3.1   151.3
2008 03 20  0133   54545    5580    0    -5.5     2.8     0.4     6.2     4.0   153.1
2008 03 20  0134   54545    5640    0    -5.3     3.2     0.4     6.3     4.0   149.0
2008 03 20  0135   54545    5700    0    -5.5     3.0     0.5     6.3     4.5   151.4
2008 03 20  0136   54545    5760    0    -5.6     3.0     0.5     6.3     4.6   151.4
2008 03 20  0137   54545    5820    0    -5.4     3.0     0.5     6.2     4.3   150.7
2008 03 20  0138   54545    5880    0    -5.2     3.0     0.9     6.1     8.8   149.8
2008 03 20  0139   54545    5940    0    -5.3     2.9     1.2     6.2    11.3   151.2
2008 03 20  0140   54545    6000    0    -5.3     3.3     0.6     6.3     5.1   148.5
2008 03 20  0141   54545    6060    0    -5.1     3.5     0.6     6.2     5.5   145.0
2008 03 20  0142   54545    6120    0    -5.2     1.9     1.7     5.8    17.3   159.4
2008 03 20  0143   54545    6180    0    -4.7     1.2     2.7     5.5    29.7   166.1
2008 03 20  0144   54545    6240    0    -5.5     2.1     1.4     6.0    13.3   159.2
2008 03 20  0145   54545    6300    0    -5.5     2.3     1.3     6.0    12.2   157.6
2008 03 20  0146   54545    6360    0    -5.1     2.3     1.8     5.9    17.9   155.6
2008 03 20  0147   54545    6420    0    -4.9     2.1     2.5     5.9    24.7   156.5
2008 03 20  0148   54545    6480    0    -5.0     2.8     1.8     6.0    17.5   150.7
2008 03 20  0149   54545    6540    0    -5.0     3.1     1.2     6.0    11.4   148.3
2008 03 20  0150   54545    6600    0    -4.8     3.6     1.1     6.0    10.1   143.3
2008 03 20  0151   54545    6660    0    -4.8     3.7     0.4     6.1     4.0   142.3
2008 03 20  0152   54545    6720    0    -4.5     3.9     1.4     6.1    13.5   139.2
2008 03 20  0153   54545    6780    0    -4.2     4.5     0.5     6.2     4.4   133.3
2008 03 20  0154   54545    6840    0    -4.2     4.6     0.3     6.2     2.5   132.4
2008 03 20  0155   54545    6900    0    -4.2     4.6     0.3     6.3     3.1   132.2
2008 03 20  0156   54545    6960    0    -4.1     4.8    -0.4     6.3    -3.4   130.1
2008 03 20  0157   54545    7020    0    -4.3     4.7     0.2     6.4     1.6   132.6
2008 03 20  0158   54545    7080    0    -4.6     4.6     0.2     6.5     1.6   134.9
2008 03 20  0159   54545    7140    0    -4.3     4.7     0.0     6.4     0.2   132.5
2008 03 20  0200   54545    7200    0    -4.3     4.7    -0.4     6.4    -3.8   131.9
2008 03 20  0201   54545    7260    0    -4.0     4.8    -0.2     6.3    -1.6   130.2
2008 03 20  0202   54545    7320    0    -4.1     4.6    -0.5     6.2    -4.9   131.3
2008 03 20  0203   54545    7380    0    -4.2     4.6    -0.1     6.2    -1.1   132.0
2008 03 20  0204   54545    7440    0    -4.3     4.7     0.1     6.3     0.7   132.3
2008 03 20  0205   54545    7500    0    -3.9     4.9    -0.2     6.3    -1.6   128.8
2008 03 20  0206   54545    7560    0    -4.2     4.5    -1.2     6.3   -11.1   133.0
2008 03 20  0207   54545    7620    0    -4.1     4.2    -2.1     6.2   -20.2   134.1
2008 03 20  0208   54545    7680    0    -4.5     4.0    -1.7     6.3   -15.4   138.5
2008 03 20  0209   54545    7740    0    -3.8     4.1    -2.1     5.9   -20.7   132.6
2008 03 20  0210   54545    7800    0    -4.1     3.9    -1.6     6.0   -15.9   136.4
2008 03 20  0211   54545    7860    0    -4.6     3.6     1.0     5.9     9.7   142.3
2008 03 20  0212   54545    7920    0    -4.9     3.5    -0.7     6.0    -6.9   144.5
2008 03 20  0213   54545    7980    0    -4.9     3.3    -1.5     6.0   -14.2   146.1
2008 03 20  0214   54545    8040    0    -4.7     3.2    -2.1     6.1   -20.3   146.2
