:Data_list: 20080425_ace_mag_1m.txt
:Created: 2008 Apr 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 04 25  0000   54581       0    0     2.7     1.4     1.2     3.3    21.1    27.3
2008 04 25  0001   54581      60    0     2.4     0.2    -0.4     2.5   -10.1     4.2
2008 04 25  0002   54581     120    0     2.5    -0.9    -2.1     3.4   -38.2   340.3
2008 04 25  0003   54581     180    0     2.3    -1.0    -2.4     3.4   -43.7   336.0
2008 04 25  0004   54581     240    0     2.0    -0.7    -2.7     3.4   -51.4   341.0
2008 04 25  0005   54581     300    0     2.1    -0.9    -2.6     3.4   -48.8   336.6
2008 04 25  0006   54581     360    0     2.0    -0.6    -2.8     3.5   -52.9   343.7
2008 04 25  0007   54581     420    0     1.5    -0.6    -3.2     3.6   -63.8   338.0
2008 04 25  0008   54581     480    0     1.8    -0.6    -2.9     3.5   -56.8   341.4
2008 04 25  0009   54581     540    0     2.0    -0.5    -2.8     3.5   -53.5   346.1
2008 04 25  0010   54581     600    0     2.3    -0.7    -2.6     3.6   -46.9   343.2
2008 04 25  0011   54581     660    0     1.9    -0.9    -2.8     3.5   -52.4   335.5
2008 04 25  0012   54581     720    0     2.2    -0.9    -1.8     3.0   -36.2   337.5
2008 04 25  0013   54581     780    0     2.7    -0.7    -1.7     3.3   -30.8   346.0
2008 04 25  0014   54581     840    0     2.5    -0.7    -2.1     3.3   -38.4   345.2
2008 04 25  0015   54581     900    0     2.1    -0.2    -2.7     3.5   -51.7   353.6
2008 04 25  0016   54581     960    0     2.5    -0.7    -2.6     3.6   -45.5   345.2
2008 04 25  0017   54581    1020    0     2.4    -1.4    -1.9     3.3   -33.8   328.8
2008 04 25  0018   54581    1080    0     2.5    -2.1    -1.3     3.5   -21.2   320.5
2008 04 25  0019   54581    1140    0     2.9    -0.5    -2.1     3.6   -35.0   351.1
2008 04 25  0020   54581    1200    0     2.2    -2.4    -1.2     3.5   -19.9   313.7
2008 04 25  0021   54581    1260    0     1.9    -2.8    -0.8     3.5   -13.8   304.0
2008 04 25  0022   54581    1320    0     2.0    -2.3    -1.2     3.3   -21.8   310.4
2008 04 25  0023   54581    1380    0     0.8    -3.4    -0.4     3.6    -7.1   282.8
2008 04 25  0024   54581    1440    0     0.8    -3.0    -1.5     3.4   -25.8   284.8
2008 04 25  0025   54581    1500    0     1.2    -2.4    -2.0     3.3   -35.8   296.1
2008 04 25  0026   54581    1560    0     1.4    -1.7    -2.3     3.2   -45.5   309.6
2008 04 25  0027   54581    1620    0     1.8    -0.8    -2.5     3.2   -52.5   334.7
2008 04 25  0028   54581    1680    0     1.8    -0.4    -2.6     3.2   -54.5   347.1
2008 04 25  0029   54581    1740    0     2.2    -0.5    -2.3     3.2   -44.8   346.2
2008 04 25  0030   54581    1800    0     2.3    -0.9    -2.1     3.2   -40.8   339.3
2008 04 25  0031   54581    1860    0     2.3    -1.8    -0.9     3.1   -17.5   322.1
2008 04 25  0032   54581    1920    0     2.5    -0.0    -1.8     3.0   -35.7   358.9
2008 04 25  0033   54581    1980    0     2.0     0.7    -2.4     3.2   -48.9    20.4
2008 04 25  0034   54581    2040    0     1.6     1.1    -2.8     3.4   -55.8    34.7
2008 04 25  0035   54581    2100    0     1.4     1.4    -2.8     3.4   -54.7    44.7
2008 04 25  0036   54581    2160    0     1.0     2.1    -2.5     3.4   -47.0    64.7
2008 04 25  0037   54581    2220    0     1.7     0.6    -2.7     3.3   -56.3    18.9
2008 04 25  0038   54581    2280    0     1.9     0.8    -2.7     3.4   -52.7    22.6
2008 04 25  0039   54581    2340    0     2.0    -0.4    -2.8     3.5   -53.9   347.7
2008 04 25  0040   54581    2400    0     2.2    -0.8    -2.6     3.6   -48.2   341.5
2008 04 25  0041   54581    2460    0     2.0    -1.6    -2.4     3.5   -43.7   321.9
2008 04 25  0042   54581    2520    0     0.9    -2.3    -2.1     3.2   -40.6   292.5
2008 04 25  0043   54581    2580    0    -0.6    -3.3    -2.1     4.0   -31.7   259.3
2008 04 25  0044   54581    2640    0    -0.1    -3.2    -2.2     3.8   -34.3   268.8
2008 04 25  0045   54581    2700    0     0.0    -3.1    -2.2     3.8   -36.3   270.5
2008 04 25  0046   54581    2760    0     0.6    -2.7    -2.3     3.6   -39.4   283.0
2008 04 25  0047   54581    2820    0     1.6    -1.6    -2.5     3.4   -48.5   314.3
2008 04 25  0048   54581    2880    0     1.5    -1.0    -2.9     3.4   -57.8   328.1
2008 04 25  0049   54581    2940    0     1.5    -1.4    -2.7     3.4   -53.2   315.5
2008 04 25  0050   54581    3000    0     1.3    -1.3    -2.9     3.4   -57.4   314.2
2008 04 25  0051   54581    3060    0     1.9    -0.8    -2.7     3.4   -52.0   336.6
2008 04 25  0052   54581    3120    0     2.2    -0.9    -2.3     3.3   -44.1   338.6
2008 04 25  0053   54581    3180    0     2.4    -0.4    -2.0     3.2   -39.2   351.5
2008 04 25  0054   54581    3240    0     3.0     0.3    -1.0     3.2   -18.9     5.0
2008 04 25  0055   54581    3300    0     3.3     0.1    -0.9     3.4   -15.1     1.5
2008 04 25  0056   54581    3360    0     3.1    -0.6    -1.1     3.3   -19.4   349.6
2008 04 25  0057   54581    3420    0     3.0    -1.1    -1.2     3.4   -21.1   339.6
2008 04 25  0058   54581    3480    0     2.9    -0.4    -1.7     3.4   -30.5   352.4
2008 04 25  0059   54581    3540    0     2.3    -1.5    -1.2     2.9   -23.9   327.0
2008 04 25  0100   54581    3600    0     3.1    -0.5    -1.0     3.3   -17.7   350.6
2008 04 25  0101   54581    3660    0     3.2    -0.3    -1.0     3.4   -17.5   355.0
2008 04 25  0102   54581    3720    0     2.2    -2.0    -1.5     3.4   -26.8   317.4
2008 04 25  0103   54581    3780    0     2.7    -1.2    -1.6     3.3   -28.1   335.4
2008 04 25  0104   54581    3840    0     2.4    -1.3    -1.6     3.2   -30.8   331.4
2008 04 25  0105   54581    3900    0     2.9    -1.1    -1.3     3.4   -22.5   338.7
2008 04 25  0106   54581    3960    0     1.6    -1.9    -1.9     3.1   -37.2   309.8
2008 04 25  0107   54581    4020    0     1.2    -2.4    -2.2     3.4   -40.1   296.1
2008 04 25  0108   54581    4080    0     0.9    -2.4    -2.4     3.5   -43.7   289.4
2008 04 25  0109   54581    4140    0     1.2    -2.4    -2.1     3.4   -38.0   296.6
2008 04 25  0110   54581    4200    0     1.3    -2.7    -1.7     3.4   -29.5   295.2
2008 04 25  0111   54581    4260    0     0.5    -3.3    -1.3     3.6   -21.3   278.4
2008 04 25  0112   54581    4320    0     2.0    -0.2    -1.6     2.6   -39.1   353.1
2008 04 25  0113   54581    4380    0     2.5     0.6    -1.9     3.2   -36.1    13.1
2008 04 25  0114   54581    4440    0     2.8     0.2    -1.5     3.2   -28.5     4.4
2008 04 25  0115   54581    4500    0     2.6    -1.6    -0.5     3.1   -10.1   328.3
2008 04 25  0116   54581    4560    0     1.7    -2.6    -0.6     3.2   -10.8   303.4
2008 04 25  0117   54581    4620    0     1.5    -2.4    -1.2     3.1   -23.4   300.8
2008 04 25  0118   54581    4680    0     1.7    -0.5    -2.5     3.1   -55.8   343.6
2008 04 25  0119   54581    4740    0     1.0    -2.1    -2.5     3.4   -46.8   295.1
2008 04 25  0120   54581    4800    0    -0.3    -3.2    -1.0     3.4   -17.7   265.4
2008 04 25  0121   54581    4860    0    -1.1    -3.5    -0.6     3.7    -9.5   253.2
2008 04 25  0122   54581    4920    0    -0.3    -3.5    -1.3     3.7   -20.2   265.1
2008 04 25  0123   54581    4980    0    -1.1    -3.2    -1.8     3.8   -27.9   251.3
2008 04 25  0124   54581    5040    0    -2.2    -2.6    -2.2     4.0   -32.4   229.8
2008 04 25  0125   54581    5100    0    -1.6    -2.6    -2.4     3.9   -38.4   239.1
2008 04 25  0126   54581    5160    0    -1.2    -2.7    -2.4     3.8   -38.9   246.6
2008 04 25  0127   54581    5220    0    -0.1    -2.2    -2.4     3.3   -47.7   267.7
2008 04 25  0128   54581    5280    0     0.4    -1.4    -2.3     2.7   -56.3   287.2
2008 04 25  0129   54581    5340    0     0.8    -2.7    -1.7     3.2   -30.8   286.0
2008 04 25  0130   54581    5400    0     1.4    -2.2    -1.7     3.1   -32.9   303.2
