:Data_list: 20050227_ace_mag_1m.txt
:Created: 2005 Feb 28 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 02 27  0000   53428       0    0    -6.9     2.1     4.0     8.2    29.0   163.2
2005 02 27  0001   53428      60    0    -7.1     2.8     2.6     8.0    18.7   158.7
2005 02 27  0002   53428     120    0    -6.5     1.1     4.8     8.2    36.1   170.1
2005 02 27  0003   53428     180    0    -6.6     1.3     4.6     8.2    34.5   168.8
2005 02 27  0004   53428     240    0    -6.5     2.2     4.5     8.2    33.1   161.0
2005 02 27  0005   53428     300    0    -6.0     4.6     3.3     8.2    23.3   142.2
2005 02 27  0006   53428     360    0    -6.7     3.3     3.8     8.4    27.2   153.4
2005 02 27  0007   53428     420    0    -6.9     2.6     4.1     8.4    29.1   159.2
2005 02 27  0008   53428     480    0    -6.9     2.7     3.8     8.3    27.5   159.0
2005 02 27  0009   53428     540    0    -6.7     3.3     3.6     8.3    25.6   154.2
2005 02 27  0010   53428     600    0    -7.1     3.2     3.1     8.3    21.5   155.9
2005 02 27  0011   53428     660    0    -7.9     2.2     1.9     8.4    13.1   164.3
2005 02 27  0012   53428     720    0    -8.5     0.8     0.7     8.6     4.6   174.5
2005 02 27  0013   53428     780    0    -8.5     0.0     1.2     8.5     8.2   179.7
2005 02 27  0014   53428     840    0    -8.3    -1.1     1.5     8.5    10.3   187.6
2005 02 27  0015   53428     900    0    -8.1    -0.2     2.4     8.4    16.2   181.2
2005 02 27  0016   53428     960    0    -7.6     0.4     3.2     8.3    22.6   176.8
2005 02 27  0017   53428    1020    0    -7.2     1.6     3.6     8.2    25.8   167.9
2005 02 27  0018   53428    1080    0    -7.3     1.6     3.4     8.2    24.3   167.9
2005 02 27  0019   53428    1140    0    -6.4     3.7     3.4     8.1    24.5   149.8
2005 02 27  0020   53428    1200    0    -6.9     3.0     3.2     8.1    23.0   156.5
2005 02 27  0021   53428    1260    0    -7.1     2.8     3.0     8.2    21.1   158.4
2005 02 27  0022   53428    1320    0    -7.3     2.6     2.5     8.1    18.1   160.6
2005 02 27  0023   53428    1380    0    -7.0     2.1     3.6     8.1    26.6   162.9
2005 02 27  0024   53428    1440    0    -7.0     2.8     3.2     8.2    22.7   158.0
2005 02 27  0025   53428    1500    0    -7.1     2.8     3.1     8.2    22.0   158.7
2005 02 27  0026   53428    1560    0    -6.8     3.1     3.1     8.2    22.7   155.4
2005 02 27  0027   53428    1620    0    -6.9     3.5     2.7     8.2    19.3   152.8
2005 02 27  0028   53428    1680    0    -6.6     3.7     3.1     8.2    22.4   150.9
