:Data_list: 20020731_ace_mag_1m.txt
:Created: 2002 Aug 01 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 07 31  0000   52486       0    0    -0.4    -6.4     2.5     6.9    21.1   266.3
2002 07 31  0001   52486      60    0    -0.4    -6.5     2.4     6.9    20.2   266.6
2002 07 31  0002   52486     120    0    -0.2    -6.2     2.7     6.8    23.6   267.9
2002 07 31  0003   52486     180    0     0.7    -5.2     4.0     6.6    37.6   277.6
2002 07 31  0004   52486     240    0     0.1    -5.6     3.5     6.6    31.9   271.4
2002 07 31  0005   52486     300    0     0.2    -5.5     3.7     6.6    33.8   271.6
2002 07 31  0006   52486     360    0    -0.5    -6.0     1.9     6.3    17.6   265.4
2002 07 31  0007   52486     420    0    -1.0    -6.3     0.9     6.5     8.3   261.2
2002 07 31  0008   52486     480    0    -1.5    -6.2     0.3     6.4     2.8   256.5
2002 07 31  0009   52486     540    0    -1.3    -6.3     0.8     6.5     7.1   258.3
2002 07 31  0010   52486     600    0    -0.6    -6.3     1.3     6.4    11.6   264.7
2002 07 31  0011   52486     660    0     0.2    -5.6     2.8     6.3    26.4   271.8
2002 07 31  0012   52486     720    0    -1.1    -5.8     1.3     6.0    12.6   259.6
2002 07 31  0013   52486     780    0    -1.3    -6.1     0.2     6.2     2.2   257.7
2002 07 31  0014   52486     840    0    -0.3    -5.9     2.1     6.3    19.5   267.3
2002 07 31  0015   52486     900    0    -1.1    -6.4     0.6     6.5     5.3   260.0
2002 07 31  0016   52486     960    0    -0.9    -6.4     0.3     6.4     2.5   261.7
2002 07 31  0017   52486    1020    0    -1.0    -6.4     0.1     6.4     0.9   261.1
2002 07 31  0018   52486    1080    0    -1.2    -6.4     0.0     6.5     0.4   259.4
2002 07 31  0019   52486    1140    0    -1.1    -6.3    -0.2     6.4    -1.6   260.3
