:Data_list: 20060708_ace_sis_5m.txt
:Created: 2006 Jul 09 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2006 07 08  0000    53924       0      0    2.15e+00    0    1.27e+00
2006 07 08  0005    53924     300      0    2.16e+00    0    1.28e+00
2006 07 08  0010    53924     600      0    2.15e+00    0    1.30e+00
2006 07 08  0015    53924     900      0    2.18e+00    0    1.31e+00
2006 07 08  0020    53924    1200      0    2.06e+00    0    1.23e+00
2006 07 08  0025    53924    1500      0    2.15e+00    0    1.28e+00
2006 07 08  0030    53924    1800      0    2.10e+00    0    1.26e+00
2006 07 08  0035    53924    2100      0    2.13e+00    0    1.26e+00
2006 07 08  0040    53924    2400      0    2.07e+00    0    1.23e+00
2006 07 08  0045    53924    2700      0    2.12e+00    0    1.27e+00
2006 07 08  0050    53924    3000      0    2.12e+00    0    1.26e+00
2006 07 08  0055    53924    3300      0    2.12e+00    0    1.27e+00
2006 07 08  0100    53924    3600      0    2.12e+00    0    1.27e+00
2006 07 08  0105    53924    3900      0    2.11e+00    0    1.28e+00
2006 07 08  0110    53924    4200      0    2.07e+00    0    1.22e+00
2006 07 08  0115    53924    4500      0    2.10e+00    0    1.25e+00
2006 07 08  0120    53924    4800      0    2.14e+00    0    1.29e+00
2006 07 08  0125    53924    5100      0    2.09e+00    0    1.24e+00
2006 07 08  0130    53924    5400      0    2.09e+00    0    1.26e+00
2006 07 08  0135    53924    5700      0    2.08e+00    0    1.25e+00
2006 07 08  0140    53924    6000      0    2.09e+00    0    1.27e+00
2006 07 08  0145    53924    6300      0    2.06e+00    0    1.24e+00
2006 07 08  0150    53924    6600      0    2.11e+00    0    1.27e+00
2006 07 08  0155    53924    6900      0    2.06e+00    0    1.25e+00
2006 07 08  0200    53924    7200      0    2.08e+00    0    1.25e+00
2006 07 08  0205    53924    7500      0    2.11e+00    0    1.28e+00
2006 07 08  0210    53924    7800      0    2.10e+00    0    1.28e+00
2006 07 08  0215    53924    8100      0    2.07e+00    0    1.27e+00
2006 07 08  0220    53924    8400      0    2.07e+00    0    1.26e+00
2006 07 08  0225    53924    8700      0    2.07e+00    0    1.25e+00
2006 07 08  0230    53924    9000      0    2.04e+00    0    1.23e+00
2006 07 08  0235    53924    9300      0    2.06e+00    0    1.23e+00
2006 07 08  0240    53924    9600      0    2.09e+00    0    1.28e+00
2006 07 08  0245    53924    9900      0    2.01e+00    0    1.21e+00
2006 07 08  0250    53924   10200      0    2.02e+00    0    1.22e+00
2006 07 08  0255    53924   10500      0    2.08e+00    0    1.26e+00
2006 07 08  0300    53924   10800      0    2.05e+00    0    1.24e+00
2006 07 08  0305    53924   11100      0    2.03e+00    0    1.25e+00
2006 07 08  0310    53924   11400      0    2.00e+00    0    1.21e+00
2006 07 08  0315    53924   11700      0    2.02e+00    0    1.23e+00
2006 07 08  0320    53924   12000      0    2.01e+00    0    1.22e+00
2006 07 08  0325    53924   12300      0    2.03e+00    0    1.25e+00
2006 07 08  0330    53924   12600      0    1.99e+00    0    1.22e+00
2006 07 08  0335    53924   12900      0    1.97e+00    0    1.19e+00
2006 07 08  0340    53924   13200      0    1.99e+00    0    1.20e+00
2006 07 08  0345    53924   13500      0    1.96e+00    0    1.19e+00
2006 07 08  0350    53924   13800      0    2.00e+00    0    1.24e+00
2006 07 08  0355    53924   14100      0    2.00e+00    0    1.23e+00
2006 07 08  0400    53924   14400      0    1.98e+00    0    1.21e+00
2006 07 08  0405    53924   14700      0    2.00e+00    0    1.23e+00
2006 07 08  0410    53924   15000      0    1.99e+00    0    1.24e+00
2006 07 08  0415    53924   15300      0    1.98e+00    0    1.21e+00
2006 07 08  0420    53924   15600      0    1.95e+00    0    1.21e+00
2006 07 08  0425    53924   15900      0    2.00e+00    0    1.25e+00
2006 07 08  0430    53924   16200      0    2.00e+00    0    1.24e+00
2006 07 08  0435    53924   16500      0    1.97e+00    0    1.21e+00
2006 07 08  0440    53924   16800      0    1.98e+00    0    1.22e+00
2006 07 08  0445    53924   17100      0    1.94e+00    0    1.21e+00
2006 07 08  0450    53924   17400      0    2.02e+00    0    1.25e+00
2006 07 08  0455    53924   17700      0    1.96e+00    0    1.19e+00
2006 07 08  0500    53924   18000      0    2.01e+00    0    1.23e+00
2006 07 08  0505    53924   18300      0    1.96e+00    0    1.20e+00
2006 07 08  0510    53924   18600      0    1.99e+00    0    1.24e+00
2006 07 08  0515    53924   18900      0    1.95e+00    0    1.20e+00
2006 07 08  0520    53924   19200      0    1.98e+00    0    1.22e+00
2006 07 08  0525    53924   19500      0    2.02e+00    0    1.25e+00
2006 07 08  0530    53924   19800      0    1.95e+00    0    1.21e+00
2006 07 08  0535    53924   20100      0    1.97e+00    0    1.22e+00
2006 07 08  0540    53924   20400      0    1.98e+00    0    1.24e+00
2006 07 08  0545    53924   20700      0    1.96e+00    0    1.22e+00
2006 07 08  0550    53924   21000      0    1.99e+00    0    1.23e+00
2006 07 08  0555    53924   21300      0    1.99e+00    0    1.23e+00
2006 07 08  0600    53924   21600      0    1.88e+00    0    1.18e+00
2006 07 08  0605    53924   21900      0    1.95e+00    0    1.20e+00
2006 07 08  0610    53924   22200      0    2.00e+00    0    1.24e+00
2006 07 08  0615    53924   22500      0    1.96e+00    0    1.22e+00
2006 07 08  0620    53924   22800      0    1.94e+00    0    1.19e+00
2006 07 08  0625    53924   23100      0    2.02e+00    0    1.26e+00
2006 07 08  0630    53924   23400      0    1.97e+00    0    1.24e+00
2006 07 08  0635    53924   23700      0    1.99e+00    0    1.24e+00
2006 07 08  0640    53924   24000      0    1.97e+00    0    1.23e+00
2006 07 08  0645    53924   24300      0    1.99e+00    0    1.24e+00
2006 07 08  0650    53924   24600      0    1.97e+00    0    1.23e+00
2006 07 08  0655    53924   24900      0    1.94e+00    0    1.21e+00
2006 07 08  0700    53924   25200      0    1.95e+00    0    1.23e+00
2006 07 08  0705    53924   25500      0    1.91e+00    0    1.18e+00
2006 07 08  0710    53924   25800      0    1.98e+00    0    1.23e+00
2006 07 08  0715    53924   26100      0    1.95e+00    0    1.20e+00
2006 07 08  0720    53924   26400      0    1.90e+00    0    1.19e+00
2006 07 08  0725    53924   26700      0    1.95e+00    0    1.22e+00
2006 07 08  0730    53924   27000      0    1.96e+00    0    1.23e+00
2006 07 08  0735    53924   27300      0    1.92e+00    0    1.19e+00
2006 07 08  0740    53924   27600      0    1.90e+00    0    1.18e+00
2006 07 08  0745    53924   27900      0    1.96e+00    0    1.23e+00
2006 07 08  0750    53924   28200      0    1.92e+00    0    1.21e+00
2006 07 08  0755    53924   28500      0    1.94e+00    0    1.20e+00
2006 07 08  0800    53924   28800      0    1.93e+00    0    1.20e+00
2006 07 08  0805    53924   29100      0    1.95e+00    0    1.23e+00
2006 07 08  0810    53924   29400      0    1.93e+00    0    1.20e+00
2006 07 08  0815    53924   29700      0    1.92e+00    0    1.19e+00
2006 07 08  0820    53924   30000      0    1.92e+00    0    1.20e+00
2006 07 08  0825    53924   30300      0    1.96e+00    0    1.25e+00
2006 07 08  0830    53924   30600      0    1.96e+00    0    1.24e+00
2006 07 08  0835    53924   30900      0    1.94e+00    0    1.22e+00
2006 07 08  0840    53924   31200      0    1.89e+00    0    1.19e+00
2006 07 08  0845    53924   31500      0    1.93e+00    0    1.20e+00
2006 07 08  0850    53924   31800      0    1.94e+00    0    1.22e+00
2006 07 08  0855    53924   32100      0    1.95e+00    0    1.24e+00
2006 07 08  0900    53924   32400      0    1.96e+00    0    1.22e+00
2006 07 08  0905    53924   32700      0    1.97e+00    0    1.22e+00
2006 07 08  0910    53924   33000      0    1.97e+00    0    1.24e+00
2006 07 08  0915    53924   33300      0    1.94e+00    0    1.22e+00
2006 07 08  0920    53924   33600      0    1.91e+00    0    1.21e+00
2006 07 08  0925    53924   33900      0    1.94e+00    0    1.20e+00
2006 07 08  0930    53924   34200      0    1.90e+00    0    1.21e+00
2006 07 08  0935    53924   34500      0    1.96e+00    0    1.25e+00
2006 07 08  0940    53924   34800      0    1.92e+00    0    1.22e+00
2006 07 08  0945    53924   35100      0    1.93e+00    0    1.20e+00
2006 07 08  0950    53924   35400      0    1.93e+00    0    1.22e+00
2006 07 08  0955    53924   35700      0    1.90e+00    0    1.21e+00
2006 07 08  1000    53924   36000      0    1.91e+00    0    1.20e+00
2006 07 08  1005    53924   36300      0    1.90e+00    0    1.19e+00
2006 07 08  1010    53924   36600      0    1.93e+00    0    1.22e+00
2006 07 08  1015    53924   36900      0    1.91e+00    0    1.19e+00
2006 07 08  1020    53924   37200      0    1.94e+00    0    1.21e+00
2006 07 08  1025    53924   37500      0    1.90e+00    0    1.21e+00
2006 07 08  1030    53924   37800      0    1.90e+00    0    1.20e+00
2006 07 08  1035    53924   38100      0    1.93e+00    0    1.24e+00
2006 07 08  1040    53924   38400      0    1.91e+00    0    1.23e+00
2006 07 08  1045    53924   38700      0    1.85e+00    0    1.17e+00
2006 07 08  1050    53924   39000      0    1.86e+00    0    1.18e+00
2006 07 08  1055    53924   39300      0    1.91e+00    0    1.22e+00
2006 07 08  1100    53924   39600      0    1.92e+00    0    1.22e+00
2006 07 08  1105    53924   39900      0    1.90e+00    0    1.22e+00
2006 07 08  1110    53924   40200      0    1.91e+00    0    1.21e+00
2006 07 08  1115    53924   40500      0    1.91e+00    0    1.22e+00
2006 07 08  1120    53924   40800      0    1.88e+00    0    1.19e+00
2006 07 08  1125    53924   41100      0    1.92e+00    0    1.22e+00
2006 07 08  1130    53924   41400      0    1.94e+00    0    1.22e+00
2006 07 08  1135    53924   41700      0    1.86e+00    0    1.19e+00
2006 07 08  1140    53924   42000      0    1.92e+00    0    1.22e+00
2006 07 08  1145    53924   42300      0    1.91e+00    0    1.21e+00
2006 07 08  1150    53924   42600      0    1.90e+00    0    1.22e+00
2006 07 08  1155    53924   42900      0    1.88e+00    0    1.20e+00
2006 07 08  1200    53924   43200      0    1.86e+00    0    1.18e+00
2006 07 08  1205    53924   43500      0    1.85e+00    0    1.18e+00
2006 07 08  1210    53924   43800      0    1.88e+00    0    1.18e+00
2006 07 08  1215    53924   44100      0    1.88e+00    0    1.20e+00
2006 07 08  1220    53924   44400      0    1.93e+00    0    1.22e+00
2006 07 08  1225    53924   44700      0    1.90e+00    0    1.22e+00
2006 07 08  1230    53924   45000      0    1.89e+00    0    1.22e+00
2006 07 08  1235    53924   45300      0    1.89e+00    0    1.21e+00
2006 07 08  1240    53924   45600      0    1.93e+00    0    1.24e+00
2006 07 08  1245    53924   45900      0    1.94e+00    0    1.23e+00
2006 07 08  1250    53924   46200      0    1.90e+00    0    1.22e+00
2006 07 08  1255    53924   46500      0    1.90e+00    0    1.20e+00
2006 07 08  1300    53924   46800      0    1.90e+00    0    1.21e+00
2006 07 08  1305    53924   47100      0    1.91e+00    0    1.21e+00
2006 07 08  1310    53924   47400      0    1.90e+00    0    1.22e+00
2006 07 08  1315    53924   47700      0    1.90e+00    0    1.22e+00
2006 07 08  1320    53924   48000      0    1.88e+00    0    1.19e+00
2006 07 08  1325    53924   48300      0    1.90e+00    0    1.22e+00
2006 07 08  1330    53924   48600      0    1.89e+00    0    1.20e+00
2006 07 08  1335    53924   48900      0    1.86e+00    0    1.19e+00
2006 07 08  1340    53924   49200      0    1.90e+00    0    1.21e+00
2006 07 08  1345    53924   49500      0    1.89e+00    0    1.20e+00
2006 07 08  1350    53924   49800      0    1.89e+00    0    1.21e+00
2006 07 08  1355    53924   50100      0    1.91e+00    0    1.23e+00
2006 07 08  1400    53924   50400      0    1.90e+00    0    1.20e+00
2006 07 08  1405    53924   50700      0    1.89e+00    0    1.21e+00
2006 07 08  1410    53924   51000      0    1.83e+00    0    1.17e+00
2006 07 08  1415    53924   51300      0    1.87e+00    0    1.20e+00
2006 07 08  1420    53924   51600      0    1.90e+00    0    1.20e+00
2006 07 08  1425    53924   51900      0    1.86e+00    0    1.19e+00
2006 07 08  1430    53924   52200      0    1.91e+00    0    1.26e+00
2006 07 08  1435    53924   52500      0    1.89e+00    0    1.22e+00
2006 07 08  1440    53924   52800      0    1.87e+00    0    1.19e+00
2006 07 08  1445    53924   53100      0    1.87e+00    0    1.19e+00
2006 07 08  1450    53924   53400      0    1.87e+00    0    1.20e+00
2006 07 08  1455    53924   53700      0    1.89e+00    0    1.22e+00
2006 07 08  1500    53924   54000      0    1.87e+00    0    1.21e+00
2006 07 08  1505    53924   54300      0    1.92e+00    0    1.24e+00
2006 07 08  1510    53924   54600      0    1.90e+00    0    1.23e+00
2006 07 08  1515    53924   54900      0    1.86e+00    0    1.19e+00
2006 07 08  1520    53924   55200      0    1.85e+00    0    1.20e+00
2006 07 08  1525    53924   55500      0    1.89e+00    0    1.21e+00
