:Data_list: 20080214_ace_epam_5m.txt
:Created: 2008 Feb 15 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
#
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux ---------------------------
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S    47-68   115-195   310-580   761-1220 1060-1900   Index
#-------------------------------------------------------------------------------------------------------------------
2008 02 14  0000   54510       0  0  8.30e+02  2.63e+01  0  2.38e+03  4.19e+01  3.28e+00  1.12e+00  3.16e-01   0.03
2008 02 14  0005   54510     300  0  6.98e+02  2.67e+01  0  2.06e+03  3.90e+01  2.88e+00  1.07e+00  3.48e-01   0.18
2008 02 14  0010   54510     600  0  6.20e+02  2.72e+01  0  1.77e+03  3.23e+01  3.25e+00  1.52e+00  3.16e-01   0.33
2008 02 14  0015   54510     900  0  7.43e+02  2.53e+01  0  1.42e+03  2.06e+01  3.21e+00  1.23e+00  2.63e-01   0.52
2008 02 14  0020   54510    1200  0  7.69e+02  2.22e+01  0  1.37e+03  2.07e+01  3.19e+00  1.30e+00  2.85e-01   0.24
2008 02 14  0025   54510    1500  0  8.66e+02  2.74e+01  0  1.33e+03  1.99e+01  2.98e+00  1.31e+00  2.74e-01   0.38
2008 02 14  0030   54510    1800  0  7.77e+02  2.69e+01  0  1.29e+03  1.91e+01  2.98e+00  1.16e+00  3.27e-01   0.49
2008 02 14  0035   54510    2100  0  8.23e+02  2.80e+01  0  1.40e+03  1.97e+01  3.05e+00  9.85e-01  3.21e-01   0.52
2008 02 14  0040   54510    2400  0  6.20e+02  2.92e+01  0  1.38e+03  1.68e+01  2.79e+00  1.14e+00  2.42e-01   0.34
2008 02 14  0045   54510    2700  0  7.47e+02  2.43e+01  0  2.66e+03  5.38e+01  3.31e+00  1.07e+00  3.48e-01   0.38
2008 02 14  0050   54510    3000  0  7.92e+02  2.53e+01  0  1.36e+03  1.80e+01  3.52e+00  9.72e-01  2.51e-01   0.22
2008 02 14  0055   54510    3300  0  6.96e+02  2.86e+01  0  1.49e+03  1.84e+01  3.25e+00  9.35e-01  2.84e-01   0.20
2008 02 14  0100   54510    3600  0  7.14e+02  2.37e+01  0  1.33e+03  2.04e+01  3.49e+00  9.34e-01  2.99e-01   0.29
2008 02 14  0105   54510    3900  0  7.85e+02  2.53e+01  0  1.40e+03  2.37e+01  2.85e+00  1.30e+00  3.09e-01   0.20
2008 02 14  0110   54510    4200  0  6.84e+02  2.82e+01  0  1.42e+03  2.17e+01  3.18e+00  9.56e-01  3.69e-01   0.21
