:Data_list: 20021002_ace_mag_1m.txt
:Created: 2002 Oct 03 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 10 02  0000   52549       0    0    -2.6     3.3   -13.2    13.8   -72.5   127.8
2002 10 02  0001   52549      60    0    -1.1     8.5   -10.7    13.7   -51.4    97.4
2002 10 02  0002   52549     120    0    -1.0     7.6   -11.3    13.6   -56.0    97.2
2002 10 02  0003   52549     180    0    -1.3     7.5   -11.5    13.8   -56.4   100.0
2002 10 02  0004   52549     240    0    -4.3     4.8   -11.8    13.4   -61.3   131.8
2002 10 02  0005   52549     300    0    -8.6    -1.7   -13.4    16.0   -56.8   191.4
2002 10 02  0006   52549     360    0    -7.1     0.1   -14.0    15.7   -63.1   179.3
2002 10 02  0007   52549     420    0    -5.5     0.2   -14.4    15.4   -69.0   178.1
2002 10 02  0008   52549     480    0    -6.0     0.3   -14.5    15.6   -67.5   176.8
2002 10 02  0009   52549     540    0    -6.3    -0.7   -14.5    15.8   -66.3   186.0
2002 10 02  0010   52549     600    0    -7.1    -3.2   -13.7    15.8   -60.4   203.9
2002 10 02  0011   52549     660    0    -5.2     6.8   -10.7    13.7   -51.4   127.3
2002 10 02  0012   52549     720    0    -4.0    11.5    -8.8    15.0   -35.9   109.3
2002 10 02  0013   52549     780    0    -4.5    11.3    -9.1    15.2   -36.7   111.8
2002 10 02  0014   52549     840    0    -4.9    11.0    -9.5    15.3   -38.3   113.8
2002 10 02  0015   52549     900    0    -5.0    10.4   -10.1    15.3   -41.2   115.6
2002 10 02  0016   52549     960    0    -5.0     9.9   -10.4    15.2   -43.2   116.7
2002 10 02  0017   52549    1020    0    -4.7     9.0   -10.6    14.7   -46.3   117.6
2002 10 02  0018   52549    1080    0    -5.1     8.8   -10.9    14.9   -47.1   120.1
2002 10 02  0019   52549    1140    0    -0.1     6.0   -11.7    13.1   -62.8    90.5
2002 10 02  0020   52549    1200    0     1.0     5.4   -11.6    12.8   -64.5    79.5
2002 10 02  0021   52549    1260    0     0.8     6.4   -11.1    12.8   -60.0    82.6
2002 10 02  0022   52549    1320    0     0.8     6.0   -11.0    12.6   -61.0    82.2
2002 10 02  0023   52549    1380    0    -3.8     3.8   -11.3    12.5   -64.7   135.5
2002 10 02  0024   52549    1440    0    -2.3    11.3    -8.2    14.1   -35.3   101.4
2002 10 02  0025   52549    1500    0     0.3    11.1    -7.4    13.4   -33.7    88.2
2002 10 02  0026   52549    1560    0    -0.1    11.0    -8.0    13.6   -35.9    90.4
2002 10 02  0027   52549    1620    0    -5.1     9.8   -10.2    15.0   -42.6   117.7
2002 10 02  0028   52549    1680    0    -4.8    10.4    -9.9    15.1   -40.8   114.7
2002 10 02  0029   52549    1740    0    -4.8    10.3    -9.5    14.8   -39.8   115.0
2002 10 02  0030   52549    1800    0    -4.9     9.9    -9.5    14.6   -40.6   116.4
2002 10 02  0031   52549    1860    0    -5.8     9.9    -9.7    15.1   -40.2   120.3
2002 10 02  0032   52549    1920    0    -7.0     5.8   -10.1    13.6   -48.0   140.4
2002 10 02  0033   52549    1980    0    -7.1     6.4   -12.3    15.6   -51.9   137.9
2002 10 02  0034   52549    2040    0    -7.3     7.4   -11.7    15.7   -48.3   134.7
2002 10 02  0035   52549    2100    0    -9.6     1.2   -13.1    16.3   -53.7   172.8
2002 10 02  0036   52549    2160    0   -10.3    -2.3   -12.6    16.5   -50.0   192.3
2002 10 02  0037   52549    2220    0   -11.4    -4.4   -11.9    17.0   -44.2   201.0
2002 10 02  0038   52549    2280    0   -11.1    -8.6    -9.4    16.9   -34.0   217.8
2002 10 02  0039   52549    2340    0   -10.8    -9.5    -9.1    17.0   -32.3   221.2
2002 10 02  0040   52549    2400    0   -10.2   -14.0    -2.0    17.5    -6.5   234.1
2002 10 02  0041   52549    2460    0   -10.6   -12.5    -5.6    17.3   -18.8   229.8
2002 10 02  0042   52549    2520    0   -12.1   -11.0    -7.1    17.8   -23.6   222.3
2002 10 02  0043   52549    2580    0   -10.9   -11.5    -7.5    17.5   -25.4   226.4
2002 10 02  0044   52549    2640    0   -14.4    -8.1    -6.6    17.8   -21.9   209.2
2002 10 02  0045   52549    2700    0   -14.6    -8.5    -6.6    18.2   -21.4   210.3
2002 10 02  0046   52549    2760    0   -15.9    -7.7    -4.4    18.2   -14.0   205.7
2002 10 02  0047   52549    2820    0   -15.7    -7.9    -6.1    18.6   -19.1   206.7
2002 10 02  0048   52549    2880    0   -15.4    -7.3    -7.4    18.6   -23.5   205.3
2002 10 02  0049   52549    2940    0   -15.2   -10.3    -4.1    18.8   -12.6   214.2
