:Data_list: 20080128_ace_mag_1m.txt
:Created: 2008 Jan 29 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 01 28  0000   54493       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0001   54493      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0002   54493     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0003   54493     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0004   54493     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0005   54493     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0006   54493     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0007   54493     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0008   54493     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0009   54493     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0010   54493     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0011   54493     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0012   54493     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0013   54493     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0014   54493     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0015   54493     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0016   54493     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0017   54493    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0018   54493    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0019   54493    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0020   54493    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0021   54493    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0022   54493    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0023   54493    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0024   54493    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0025   54493    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0026   54493    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0027   54493    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0028   54493    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0029   54493    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0030   54493    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0031   54493    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0032   54493    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0033   54493    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0034   54493    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0035   54493    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0036   54493    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0037   54493    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0038   54493    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0039   54493    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0040   54493    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0041   54493    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0042   54493    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0043   54493    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0044   54493    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0045   54493    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0046   54493    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0047   54493    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0048   54493    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0049   54493    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0050   54493    3000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0051   54493    3060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0052   54493    3120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0053   54493    3180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0054   54493    3240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0055   54493    3300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0056   54493    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0057   54493    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0058   54493    3480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0059   54493    3540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0100   54493    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0101   54493    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2008 01 28  0102   54493    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
