:Data_list: 20050312_ace_swepam_1m.txt
:Created: 2005 Mar 13 0008 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2005 03 12  0000   53441       0    0        2.3      453.0     7.81e+04
2005 03 12  0001   53441      60    0        2.4      451.3     8.61e+04
2005 03 12  0002   53441     120    0        2.4      451.3     8.61e+04
2005 03 12  0003   53441     180    0        2.7      450.4     7.74e+04
2005 03 12  0004   53441     240    0        2.6      452.9     1.01e+05
2005 03 12  0005   53441     300    9    -9999.9    -9999.9    -1.00e+05
2005 03 12  0006   53441     360    0        2.8      451.2     8.99e+04
2005 03 12  0007   53441     420    0        2.6      457.7     9.62e+04
2005 03 12  0008   53441     480    0        2.7      459.5     8.94e+04
2005 03 12  0009   53441     540    0        2.3      460.0     8.83e+04
2005 03 12  0010   53441     600    0        2.5      456.9     7.69e+04
2005 03 12  0011   53441     660    0        2.6      458.3     7.85e+04
2005 03 12  0012   53441     720    0        2.8      457.9     7.89e+04
2005 03 12  0013   53441     780    0        2.4      462.7     8.29e+04
2005 03 12  0014   53441     840    0        3.4      461.7     6.76e+04
2005 03 12  0015   53441     900    0        3.5      462.8     5.99e+04
2005 03 12  0016   53441     960    0        3.0      460.7     6.46e+04
2005 03 12  0017   53441    1020    0        3.7      460.6     6.02e+04
2005 03 12  0018   53441    1080    0        3.7      460.6     6.02e+04
2005 03 12  0019   53441    1140    0        3.4      456.0     5.50e+04
2005 03 12  0020   53441    1200    0        2.9      461.5     6.59e+04
2005 03 12  0021   53441    1260    0        3.2      458.3     6.26e+04
2005 03 12  0022   53441    1320    0        3.3      459.4     5.38e+04
2005 03 12  0023   53441    1380    0        3.4      460.3     4.47e+04
2005 03 12  0024   53441    1440    0        3.6      468.5     6.77e+04
2005 03 12  0025   53441    1500    0        3.6      467.9     5.94e+04
2005 03 12  0026   53441    1560    0        2.5      454.0     6.36e+04
2005 03 12  0027   53441    1620    0        2.9      453.2     6.21e+04
2005 03 12  0028   53441    1680    0        2.4      453.6     5.32e+04
2005 03 12  0029   53441    1740    0        3.2      448.4     5.05e+04
2005 03 12  0030   53441    1800    0        2.7      451.4     5.19e+04
2005 03 12  0031   53441    1860    0        2.8      453.4     4.10e+04
2005 03 12  0032   53441    1920    0        2.7      453.4     4.66e+04
2005 03 12  0033   53441    1980    0        2.8      448.4     5.17e+04
2005 03 12  0034   53441    2040    0        2.8      448.4     5.17e+04
2005 03 12  0035   53441    2100    0        2.9      448.4     6.31e+04
2005 03 12  0036   53441    2160    0        3.4      449.6     5.34e+04
2005 03 12  0037   53441    2220    0        2.8      449.0     6.71e+04
2005 03 12  0038   53441    2280    9    -9999.9    -9999.9    -1.00e+05
2005 03 12  0039   53441    2340    0        2.8      451.9     4.92e+04
2005 03 12  0040   53441    2400    0        2.9      454.6     4.62e+04
2005 03 12  0041   53441    2460    0        3.1      452.1     4.54e+04
2005 03 12  0042   53441    2520    0        2.8      452.2     5.16e+04
2005 03 12  0043   53441    2580    0        3.0      455.4     4.42e+04
2005 03 12  0044   53441    2640    0        2.8      455.8     4.65e+04
2005 03 12  0045   53441    2700    0        3.3      455.1     4.29e+04
2005 03 12  0046   53441    2760    0        2.8      455.9     5.56e+04
2005 03 12  0047   53441    2820    0        3.1      455.0     4.94e+04
2005 03 12  0048   53441    2880    0        2.9      455.9     5.67e+04
2005 03 12  0049   53441    2940    0        3.1      453.5     4.75e+04
2005 03 12  0050   53441    3000    0        3.1      453.5     4.75e+04
2005 03 12  0051   53441    3060    0        3.0      455.1     4.89e+04
2005 03 12  0052   53441    3120    0        3.7      451.5     3.75e+04
2005 03 12  0053   53441    3180    0        3.0      450.5     4.93e+04
2005 03 12  0054   53441    3240    0        3.2      453.3     3.96e+04
2005 03 12  0055   53441    3300    0        3.0      448.8     4.65e+04
2005 03 12  0056   53441    3360    0        3.5      450.1     4.03e+04
2005 03 12  0057   53441    3420    0        3.1      449.3     4.52e+04
2005 03 12  0058   53441    3480    0        3.6      449.6     4.05e+04
2005 03 12  0059   53441    3540    0        3.7      446.1     5.38e+04
2005 03 12  0100   53441    3600    0        3.8      444.2     5.43e+04
2005 03 12  0101   53441    3660    0        3.3      442.2     6.05e+04
2005 03 12  0102   53441    3720    0        3.4      449.5     4.32e+04
2005 03 12  0103   53441    3780    0        3.2      448.4     5.23e+04
2005 03 12  0104   53441    3840    0        3.1      445.9     5.25e+04
2005 03 12  0105   53441    3900    0        3.6      443.8     5.69e+04
2005 03 12  0106   53441    3960    0        3.6      443.8     5.69e+04
2005 03 12  0107   53441    4020    0        3.6      444.8     4.79e+04
2005 03 12  0108   53441    4080    0        3.5      445.8     5.22e+04
2005 03 12  0109   53441    4140    0        3.3      447.4     5.26e+04
2005 03 12  0110   53441    4200    0        3.3      448.1     5.13e+04
2005 03 12  0111   53441    4260    9    -9999.9    -9999.9    -1.00e+05
2005 03 12  0112   53441    4320    0        3.6      447.4     4.25e+04
2005 03 12  0113   53441    4380    0        3.0      447.7     4.51e+04
2005 03 12  0114   53441    4440    0        3.3      448.7     4.11e+04
2005 03 12  0115   53441    4500    0        3.0      447.1     4.42e+04
