:Data_list: 20080510_ace_mag_1m.txt
:Created: 2008 May 11 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 05 10  0000   54596       0    0     0.2    -0.2    -0.6     0.7   -64.0   325.0
2008 05 10  0001   54596      60    0     0.4    -0.1    -0.2     0.5   -27.8   346.9
2008 05 10  0002   54596     120    0     0.4    -0.3    -0.4     0.6   -37.6   318.7
2008 05 10  0003   54596     180    0    -1.9     0.8     0.5     2.1    13.5   156.8
2008 05 10  0004   54596     240    0    -1.7     0.9     0.6     2.0    18.3   150.8
2008 05 10  0005   54596     300    0    -1.6     1.1     0.4     2.0    12.3   147.4
2008 05 10  0006   54596     360    0    -1.7     1.0     0.7     2.1    19.9   149.7
2008 05 10  0007   54596     420    0    -1.5     1.1     0.6     1.9    18.2   144.4
2008 05 10  0008   54596     480    0    -1.0     0.8     0.8     1.5    33.6   143.1
2008 05 10  0009   54596     540    0    -0.6     0.7     1.2     1.5    52.9   129.4
2008 05 10  0010   54596     600    0    -0.6     0.8     0.9     1.4    40.9   126.3
2008 05 10  0011   54596     660    0    -0.3     0.7     0.8     1.1    46.1   115.8
2008 05 10  0012   54596     720    0    -0.4     1.0     1.2     1.7    48.6   110.5
2008 05 10  0013   54596     780    0    -1.2     1.5     1.1     2.2    29.7   127.6
2008 05 10  0014   54596     840    0    -1.4     1.6     0.9     2.3    24.2   131.7
2008 05 10  0015   54596     900    0    -1.5     1.7     1.0     2.5    24.2   131.1
2008 05 10  0016   54596     960    0    -1.6     1.8     1.0     2.6    21.8   130.4
2008 05 10  0017   54596    1020    0    -1.6     1.8     0.9     2.6    21.3   131.9
2008 05 10  0018   54596    1080    0    -1.8     1.6     0.8     2.5    17.6   137.6
2008 05 10  0019   54596    1140    0    -1.8     1.7     0.5     2.5    11.2   135.6
2008 05 10  0020   54596    1200    0    -1.9     1.8     0.5     2.6    10.4   136.7
2008 05 10  0021   54596    1260    0    -2.1     1.7     0.4     2.8     9.3   141.2
2008 05 10  0022   54596    1320    0    -1.9     1.6     0.3     2.5     7.9   141.0
2008 05 10  0023   54596    1380    0    -2.1     1.3     0.2     2.5     4.8   148.1
2008 05 10  0024   54596    1440    0    -2.3     1.3     0.2     2.6     3.7   151.4
2008 05 10  0025   54596    1500    0    -2.1     1.4     0.1     2.5     1.6   147.1
2008 05 10  0026   54596    1560    0    -2.1     1.4    -0.1     2.5    -2.9   145.1
2008 05 10  0027   54596    1620    0    -2.0     1.5    -0.2     2.5    -4.0   142.8
2008 05 10  0028   54596    1680    0    -1.9     1.6    -0.2     2.4    -5.3   139.9
2008 05 10  0029   54596    1740    0    -1.8     1.7    -0.2     2.4    -5.4   137.1
2008 05 10  0030   54596    1800    0    -1.6     1.7    -0.2     2.4    -5.7   134.0
2008 05 10  0031   54596    1860    0    -1.6     1.7    -0.1     2.3    -3.1   132.7
2008 05 10  0032   54596    1920    0    -1.6     1.7    -0.2     2.4    -3.9   132.5
2008 05 10  0033   54596    1980    0    -1.7     1.7     0.1     2.4     2.4   134.3
2008 05 10  0034   54596    2040    0    -1.8     1.6     0.1     2.4     1.9   138.6
2008 05 10  0035   54596    2100    0    -2.0     0.7    -0.9     2.3   -23.9   161.9
2008 05 10  0036   54596    2160    0    -2.0     0.9    -0.8     2.3   -20.8   156.7
2008 05 10  0037   54596    2220    0    -1.8     1.0    -0.6     2.2   -15.9   150.3
2008 05 10  0038   54596    2280    0    -1.6     1.4    -0.2     2.1    -5.1   138.0
2008 05 10  0039   54596    2340    0    -1.6     1.4    -0.3     2.1    -8.5   137.2
2008 05 10  0040   54596    2400    0    -1.5     1.4    -0.3     2.1    -9.4   136.2
2008 05 10  0041   54596    2460    0    -1.3     1.3    -0.7     2.0   -19.6   134.5
2008 05 10  0042   54596    2520    0    -1.2     1.4    -0.5     1.9   -16.0   129.2
2008 05 10  0043   54596    2580    0    -0.8     1.1    -0.7     1.5   -27.6   123.8
2008 05 10  0044   54596    2640    0    -0.6     1.3    -0.5     1.5   -20.0   113.4
2008 05 10  0045   54596    2700    0    -0.3     1.4    -0.2     1.5    -6.7   102.5
2008 05 10  0046   54596    2760    0    -0.6     1.0     0.1     1.2     2.7   120.4
2008 05 10  0047   54596    2820    0    -0.6     0.9     0.2     1.2    12.3   124.3
2008 05 10  0048   54596    2880    0    -0.3     0.9    -0.3     1.0   -16.2   108.0
2008 05 10  0049   54596    2940    0     0.2     1.0     0.5     1.2    23.7    79.5
2008 05 10  0050   54596    3000    0     0.7     1.6     0.3     1.7     8.9    66.3
2008 05 10  0051   54596    3060    0     0.6     1.3     0.6     1.6    22.8    66.6
2008 05 10  0052   54596    3120    0     0.4     1.4     0.3     1.4    12.1    74.6
2008 05 10  0053   54596    3180    0     0.5     1.7     0.4     1.9    11.8    74.0
2008 05 10  0054   54596    3240    0     0.5     1.8     0.2     1.9     4.9    74.2
2008 05 10  0055   54596    3300    0    -0.8     0.9    -0.4     1.2   -18.7   130.4
2008 05 10  0056   54596    3360    0    -0.3     1.2    -0.2     1.2   -11.4   104.3
2008 05 10  0057   54596    3420    0    -0.4     1.3    -0.6     1.5   -24.1   108.1
2008 05 10  0058   54596    3480    0    -0.7     1.4    -1.0     1.8   -32.5   115.4
2008 05 10  0059   54596    3540    0    -0.8     1.2    -1.2     1.9   -40.7   123.5
2008 05 10  0100   54596    3600    0    -0.9     1.0    -1.2     1.8   -42.8   131.1
2008 05 10  0101   54596    3660    0    -0.9     0.9    -1.3     1.8   -45.2   133.6
2008 05 10  0102   54596    3720    0    -1.1     0.5    -1.6     2.0   -52.2   155.4
2008 05 10  0103   54596    3780    0    -1.2     0.4    -1.7     2.1   -52.4   163.1
2008 05 10  0104   54596    3840    0    -1.5     0.7    -1.6     2.3   -44.1   156.9
2008 05 10  0105   54596    3900    0    -1.3     0.5    -1.6     2.1   -50.1   156.7
2008 05 10  0106   54596    3960    0    -1.6     1.1    -0.9     2.1   -26.2   145.6
2008 05 10  0107   54596    4020    0    -1.5     1.1    -0.8     2.0   -22.0   142.5
2008 05 10  0108   54596    4080    0    -1.5     0.9    -1.2     2.1   -33.6   149.5
2008 05 10  0109   54596    4140    0    -1.6     0.5    -1.3     2.1   -38.7   163.9
2008 05 10  0110   54596    4200    0    -1.5    -0.0    -1.4     2.0   -43.8   181.3
2008 05 10  0111   54596    4260    0    -1.3     0.0    -1.6     2.1   -49.8   179.9
2008 05 10  0112   54596    4320    0    -1.2    -0.0    -1.6     2.0   -54.6   181.3
2008 05 10  0113   54596    4380    0    -0.9    -0.2    -1.7     1.9   -62.7   194.9
2008 05 10  0114   54596    4440    0    -0.9    -0.3    -1.8     2.0   -62.1   199.9
2008 05 10  0115   54596    4500    0    -0.8    -0.6    -1.8     2.1   -61.2   213.9
2008 05 10  0116   54596    4560    0    -1.0    -0.9    -1.5     2.1   -48.6   219.5
2008 05 10  0117   54596    4620    0    -1.1    -0.8    -1.4     1.9   -46.0   217.2
2008 05 10  0118   54596    4680    0    -0.5    -0.9    -1.5     1.8   -56.1   241.3
2008 05 10  0119   54596    4740    0    -0.2    -1.1    -1.4     1.8   -51.7   258.3
2008 05 10  0120   54596    4800    0    -0.7    -0.9    -1.5     1.9   -52.9   231.9
2008 05 10  0121   54596    4860    0    -0.5    -1.0    -1.3     1.7   -49.4   244.2
2008 05 10  0122   54596    4920    0    -0.5    -0.8    -1.2     1.5   -50.8   240.0
2008 05 10  0123   54596    4980    0    -0.4    -1.1    -1.3     1.7   -47.8   250.1
2008 05 10  0124   54596    5040    0    -0.8    -0.9    -1.5     1.9   -51.2   229.3
