:Data_list: 20071011_ace_mag_1m.txt
:Created: 2007 Oct 12 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2007 10 11  0000   54384       0    0    -0.6     0.7     0.5     1.1    27.8   128.9
2007 10 11  0001   54384      60    0    -0.6     0.7     0.5     1.1    28.9   130.1
2007 10 11  0002   54384     120    0    -0.6     0.8     0.5     1.1    29.5   128.1
2007 10 11  0003   54384     180    0    -0.6     0.8     0.6     1.2    29.2   128.6
2007 10 11  0004   54384     240    0    -0.6     0.8     0.6     1.2    31.9   127.8
2007 10 11  0005   54384     300    0    -0.6     0.8     0.6     1.2    32.4   126.7
2007 10 11  0006   54384     360    0    -0.5     0.8     0.6     1.2    31.5   123.4
2007 10 11  0007   54384     420    0    -0.5     0.9     0.6     1.2    32.1   120.1
2007 10 11  0008   54384     480    0    -0.6     0.9     0.6     1.2    29.1   123.2
2007 10 11  0009   54384     540    0    -0.5     0.9     0.5     1.2    28.2   120.2
2007 10 11  0010   54384     600    0    -0.6     0.9     0.6     1.2    27.8   125.4
2007 10 11  0011   54384     660    0    -0.6     0.9     0.5     1.2    26.7   126.8
2007 10 11  0012   54384     720    0    -0.7     0.8     0.5     1.2    26.5   130.4
2007 10 11  0013   54384     780    0    -0.7     1.0     0.6     1.4    28.4   125.8
2007 10 11  0014   54384     840    0    -0.6     0.8     0.5     1.1    28.4   130.0
2007 10 11  0015   54384     900    0    -0.6     0.7     0.5     1.0    28.7   130.3
2007 10 11  0016   54384     960    0    -0.6     0.6     0.5     1.0    28.4   132.7
2007 10 11  0017   54384    1020    0    -0.6     0.6     0.5     1.0    27.7   135.0
2007 10 11  0018   54384    1080    0    -0.6     0.7     0.4     1.0    23.4   133.1
2007 10 11  0019   54384    1140    0    -0.6     0.6     0.5     1.0    29.1   136.6
2007 10 11  0020   54384    1200    0    -0.7     0.5     0.5     1.0    32.5   140.6
2007 10 11  0021   54384    1260    0    -0.6     0.6     0.5     1.0    30.2   138.5
2007 10 11  0022   54384    1320    0    -0.6     0.6     0.5     1.0    28.6   137.3
2007 10 11  0023   54384    1380    0    -0.7     0.6     0.5     1.0    28.8   138.7
2007 10 11  0024   54384    1440    0    -0.7     0.6     0.5     1.1    28.9   140.6
2007 10 11  0025   54384    1500    0    -0.7     0.6     0.5     1.1    28.5   138.3
2007 10 11  0026   54384    1560    0    -0.5     0.6     0.5     1.0    31.2   129.8
2007 10 11  0027   54384    1620    0    -0.7     0.6     0.5     1.1    29.1   137.3
2007 10 11  0028   54384    1680    0    -0.6     0.7     0.6     1.1    31.6   132.6
2007 10 11  0029   54384    1740    0    -0.7     0.8     0.6     1.2    29.6   133.3
2007 10 11  0030   54384    1800    0    -0.7     0.8     0.6     1.2    29.9   130.4
2007 10 11  0031   54384    1860    0    -0.8     0.8     0.6     1.3    29.0   133.7
2007 10 11  0032   54384    1920    0    -0.8     0.8     0.6     1.3    27.3   133.2
2007 10 11  0033   54384    1980    0    -0.7     0.8     0.5     1.2    27.1   130.8
2007 10 11  0034   54384    2040    0    -0.6     0.7     0.5     1.1    27.1   131.6
2007 10 11  0035   54384    2100    0    -0.7     0.7     0.5     1.0    26.2   134.7
2007 10 11  0036   54384    2160    0    -0.8     0.7     0.5     1.2    27.3   139.3
2007 10 11  0037   54384    2220    0    -0.7     0.6     0.6     1.1    29.3   139.7
2007 10 11  0038   54384    2280    0    -0.7     0.7     0.5     1.1    28.6   137.2
2007 10 11  0039   54384    2340    0    -0.8     0.8     0.6     1.3    29.5   135.8
2007 10 11  0040   54384    2400    0    -0.8     0.8     0.7     1.3    30.9   133.8
2007 10 11  0041   54384    2460    0    -0.8     0.8     0.7     1.3    31.6   132.8
2007 10 11  0042   54384    2520    0    -0.9     0.8     0.7     1.4    31.7   136.8
2007 10 11  0043   54384    2580    0    -0.8     0.8     0.7     1.4    32.4   136.6
2007 10 11  0044   54384    2640    0    -0.8     0.8     0.7     1.3    31.6   135.7
2007 10 11  0045   54384    2700    0    -0.8     0.8     0.7     1.3    31.6   133.0
2007 10 11  0046   54384    2760    0    -0.8     0.8     0.7     1.3    31.5   133.6
2007 10 11  0047   54384    2820    0    -0.9     0.8     0.7     1.4    31.0   138.0
2007 10 11  0048   54384    2880    0    -0.9     0.8     0.7     1.4    31.1   137.7
2007 10 11  0049   54384    2940    0    -0.8     0.8     0.7     1.3    32.1   136.2
2007 10 11  0050   54384    3000    0    -0.8     0.8     0.7     1.4    32.6   137.7
2007 10 11  0051   54384    3060    0    -0.8     0.8     0.8     1.4    33.5   137.5
2007 10 11  0052   54384    3120    0    -0.9     0.7     0.8     1.4    34.6   139.5
2007 10 11  0053   54384    3180    0    -0.9     0.7     0.8     1.4    35.4   140.8
2007 10 11  0054   54384    3240    0    -1.0     0.7     0.8     1.4    33.3   142.9
2007 10 11  0055   54384    3300    0    -0.9     0.7     0.8     1.4    34.4   140.5
2007 10 11  0056   54384    3360    0    -0.9     0.8     0.7     1.4    29.5   139.6
2007 10 11  0057   54384    3420    0    -1.0     0.8     0.5     1.4    22.9   141.6
2007 10 11  0058   54384    3480    0    -0.9     0.6     0.7     1.4    32.3   145.8
2007 10 11  0059   54384    3540    0    -1.0     0.6     0.7     1.3    30.0   149.2
2007 10 11  0100   54384    3600    0    -0.9     0.7     0.5     1.3    23.6   144.8
2007 10 11  0101   54384    3660    0    -1.0     0.7     0.4     1.3    20.3   145.2
2007 10 11  0102   54384    3720    0    -1.0     0.7     0.5     1.3    22.1   144.4
2007 10 11  0103   54384    3780    0    -1.0     0.8     0.5     1.4    21.0   142.2
2007 10 11  0104   54384    3840    0    -1.1     0.9     0.5     1.4    18.5   141.7
2007 10 11  0105   54384    3900    0    -1.1     0.9     0.5     1.5    19.0   141.7
2007 10 11  0106   54384    3960    0    -1.0     0.9     0.6     1.5    22.6   140.0
2007 10 11  0107   54384    4020    0    -1.0     0.9     0.6     1.4    22.7   138.5
2007 10 11  0108   54384    4080    0    -1.1     0.9     0.5     1.5    21.1   139.0
2007 10 11  0109   54384    4140    0    -1.1     0.9     0.6     1.6    21.6   140.4
2007 10 11  0110   54384    4200    0    -1.1     0.9     0.5     1.5    20.0   139.8
2007 10 11  0111   54384    4260    0    -1.0     0.9     0.5     1.5    21.7   136.8
2007 10 11  0112   54384    4320    0    -1.0     0.9     0.6     1.5    23.1   136.3
2007 10 11  0113   54384    4380    0    -1.0     0.9     0.6     1.5    23.2   136.4
2007 10 11  0114   54384    4440    0    -1.1     0.9     0.6     1.5    23.0   139.7
2007 10 11  0115   54384    4500    0    -1.0     0.9     0.6     1.5    23.4   140.5
2007 10 11  0116   54384    4560    0    -1.0     0.7     0.5     1.3    21.2   143.7
2007 10 11  0117   54384    4620    0    -1.0     0.7     0.5     1.3    21.5   144.0
2007 10 11  0118   54384    4680    0    -0.9     0.8     0.4     1.3    17.3   137.7
2007 10 11  0119   54384    4740    0    -0.7     0.9     0.3     1.2    14.3   128.5
2007 10 11  0120   54384    4800    0    -1.0     0.8     0.4     1.3    19.1   139.8
2007 10 11  0121   54384    4860    0    -1.3     0.5     0.6     1.5    22.1   160.2
2007 10 11  0122   54384    4920    0    -0.9     1.0     0.3     1.3    13.9   131.2
2007 10 11  0123   54384    4980    0    -0.7     1.0     0.2     1.3     9.2   123.8
2007 10 11  0124   54384    5040    0    -0.8     1.0     0.3     1.3    11.8   130.3
2007 10 11  0125   54384    5100    0    -0.8     1.1     0.3     1.3    11.6   126.8
2007 10 11  0126   54384    5160    0    -1.0     1.0     0.3     1.5    13.6   137.1
2007 10 11  0127   54384    5220    0    -1.0     0.9     0.4     1.4    17.5   136.2
2007 10 11  0128   54384    5280    0    -1.0     0.9     0.6     1.5    22.3   136.5
2007 10 11  0129   54384    5340    0    -0.9     1.1     0.2     1.4     8.8   129.4
2007 10 11  0130   54384    5400    0    -0.7     1.1     0.1     1.3     5.4   123.5
2007 10 11  0131   54384    5460    0    -0.6     1.2     0.1     1.3     6.3   118.4
2007 10 11  0132   54384    5520    0    -0.5     1.2     0.1     1.3     4.8   112.5
2007 10 11  0133   54384    5580    0    -0.7     1.1     0.1     1.3     3.9   121.6
2007 10 11  0134   54384    5640    0    -0.7     1.2     0.1     1.4     3.4   120.1
2007 10 11  0135   54384    5700    0    -0.7     1.1    -0.1     1.3    -4.3   121.3
2007 10 11  0136   54384    5760    0    -1.0     1.0     0.2     1.4     8.3   134.8
2007 10 11  0137   54384    5820    0    -0.9     1.0     0.0     1.4     0.7   131.9
2007 10 11  0138   54384    5880    0    -1.0     0.9     0.2     1.3     6.4   137.9
2007 10 11  0139   54384    5940    0    -1.1     0.8     0.1     1.4     5.9   141.5
2007 10 11  0140   54384    6000    0    -1.1     0.9     0.1     1.4     6.1   141.7
2007 10 11  0141   54384    6060    0    -1.1     0.9     0.2     1.4     6.5   140.6
2007 10 11  0142   54384    6120    0    -1.0     1.0     0.1     1.4     5.3   134.8
2007 10 11  0143   54384    6180    0    -1.0     1.0     0.1     1.4     3.5   135.6
2007 10 11  0144   54384    6240    0    -1.1     0.9     0.1     1.4     4.7   138.1
2007 10 11  0145   54384    6300    0    -1.0     0.9     0.1     1.4     3.2   139.0
2007 10 11  0146   54384    6360    0    -1.1     0.9     0.1     1.4     3.8   142.6
2007 10 11  0147   54384    6420    0    -1.1     0.9     0.0     1.4     1.6   140.4
2007 10 11  0148   54384    6480    0    -1.2     0.9     0.1     1.5     4.4   143.8
2007 10 11  0149   54384    6540    0    -1.2     0.9     0.0     1.5     0.8   144.2
2007 10 11  0150   54384    6600    0    -1.3     0.9     0.2     1.6     6.4   144.3
2007 10 11  0151   54384    6660    0    -1.3     0.9     0.2     1.5     6.2   146.5
2007 10 11  0152   54384    6720    0    -1.3     0.8     0.1     1.5     5.6   146.5
2007 10 11  0153   54384    6780    0    -1.3     0.8     0.2     1.6     7.9   149.3
2007 10 11  0154   54384    6840    0    -1.2     0.9     0.2     1.5     8.2   145.5
2007 10 11  0155   54384    6900    0    -1.2     0.9     0.2     1.5     9.3   142.8
2007 10 11  0156   54384    6960    0    -1.2     0.9     0.3     1.5    10.2   143.6
2007 10 11  0157   54384    7020    0    -1.1     1.0     0.3     1.5    10.4   135.8
2007 10 11  0158   54384    7080    0    -1.1     1.0     0.3     1.5    10.8   137.1
2007 10 11  0159   54384    7140    0    -1.0     1.0     0.2     1.4     8.6   132.6
2007 10 11  0200   54384    7200    0    -1.3     0.8     0.4     1.5    14.4   147.4
2007 10 11  0201   54384    7260    0    -1.3     0.8     0.3     1.6    12.2   149.0
2007 10 11  0202   54384    7320    0    -1.3     0.7     0.4     1.6    15.0   151.8
2007 10 11  0203   54384    7380    0    -1.3     0.7     0.4     1.5    15.4   150.4
2007 10 11  0204   54384    7440    0    -1.3     0.7     0.4     1.5    14.4   151.9
2007 10 11  0205   54384    7500    0    -1.4     0.7     0.4     1.6    13.4   153.6
2007 10 11  0206   54384    7560    0    -1.1     0.9     0.3     1.5    12.9   142.2
2007 10 11  0207   54384    7620    0    -1.0     1.0     0.3     1.4    10.7   136.0
2007 10 11  0208   54384    7680    0    -1.0     1.0     0.2     1.4     7.8   135.3
2007 10 11  0209   54384    7740    0    -1.0     1.0     0.2     1.4     7.5   135.1
2007 10 11  0210   54384    7800    0    -0.9     0.9     0.2     1.3     9.8   136.1
2007 10 11  0211   54384    7860    0    -1.1     0.8     0.3     1.4    12.9   144.6
2007 10 11  0212   54384    7920    0    -1.1     0.8     0.3     1.4    11.2   144.4
2007 10 11  0213   54384    7980    0    -1.1     0.8     0.3     1.4    10.6   146.0
2007 10 11  0214   54384    8040    0    -1.2     0.8     0.3     1.4    10.2   145.3
2007 10 11  0215   54384    8100    0    -1.1     0.8     0.2     1.4    10.4   141.6
2007 10 11  0216   54384    8160    0    -1.1     0.8     0.2     1.4     9.2   142.4
2007 10 11  0217   54384    8220    0    -1.1     0.8     0.3     1.4    11.2   143.0
2007 10 11  0218   54384    8280    0    -1.3     0.8     0.3     1.5    11.2   148.8
2007 10 11  0219   54384    8340    0    -1.4     0.8     0.3     1.6    10.3   151.1
2007 10 11  0220   54384    8400    0    -1.3     0.8     0.2     1.6     8.6   148.6
2007 10 11  0221   54384    8460    0    -1.4     0.9     0.2     1.6     7.7   146.5
2007 10 11  0222   54384    8520    0    -1.2     0.9     0.2     1.5     6.2   144.7
2007 10 11  0223   54384    8580    0    -1.2     0.8     0.2     1.5     8.2   144.5
2007 10 11  0224   54384    8640    0    -1.3     0.8     0.2     1.5     6.4   147.8
2007 10 11  0225   54384    8700    0    -1.2     0.8     0.2     1.5     6.9   145.8
2007 10 11  0226   54384    8760    0    -1.2     0.8     0.1     1.5     5.5   146.5
2007 10 11  0227   54384    8820    0    -1.2     0.7     0.1     1.4     5.5   148.5
2007 10 11  0228   54384    8880    0    -1.2     0.7     0.2     1.4     6.7   148.4
2007 10 11  0229   54384    8940    0    -1.3     0.8     0.2     1.5     8.8   147.3
2007 10 11  0230   54384    9000    0    -1.3     0.8     0.2     1.6     8.9   149.4
