:Data_list: 20020624_ace_epam_5m.txt
:Created: 2002 Jun 25 0012 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
# Note: 2002 Mar 18: First Proton channel changed from 47-65 to 65-112keV.
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux --------------------------- 
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S   65-112   112-187   310-580   761-1220 060-1910   Ratio
#-------------------------------------------------------------------------------------------------------------------
2002 06 24  0000   52449       0  0  1.83e+02  1.32e+01  0  1.81e+01  1.47e+01  1.71e+00  3.28e-01  0.00e+00   1.85
2002 06 24  0005   52449     300  0  1.35e+02  1.34e+01  0  2.10e+01  1.33e+01  1.04e+00  2.49e-01  0.00e+00   2.00
2002 06 24  0010   52449     600  0  1.94e+02  1.26e+01  0  1.69e+01  1.38e+01  1.36e+00  4.51e-01  5.73e-02  -1.00
2002 06 24  0015   52449     900  0  1.93e+02  1.13e+01  0  1.81e+01  1.49e+01  1.44e+00  2.01e-01  1.23e-01  -1.00
2002 06 24  0020   52449    1200  0  1.81e+02  1.42e+01  0  2.22e+01  1.33e+01  2.04e+00  1.29e-01  3.82e-02   2.00
2002 06 24  0025   52449    1500  0  1.79e+02  1.34e+01  0  1.91e+01  1.30e+01  1.56e+00  3.38e-01  8.18e-02   0.77
2002 06 24  0030   52449    1800  0  2.03e+02  1.66e+01  0  1.99e+01  1.55e+01  1.08e+00  3.05e-01  9.16e-02   1.85
2002 06 24  0035   52449    2100  0  1.59e+02  1.56e+01  0  1.86e+01  1.04e+01  1.52e+00  3.82e-01  7.64e-02   2.00
2002 06 24  0040   52449    2400  0  2.14e+02  1.24e+01  0  1.49e+01  1.46e+01  1.79e+00  2.67e-01  0.00e+00  -1.00
2002 06 24  0045   52449    2700  0  1.75e+02  1.28e+01  0  1.88e+01  1.61e+01  1.27e+00  2.99e-01  0.00e+00  -1.00
2002 06 24  0050   52449    3000  0  1.39e+02  1.58e+01  0  2.12e+01  1.49e+01  1.36e+00  2.85e-01  0.00e+00  -1.00
2002 06 24  0055   52449    3300  0  2.03e+02  1.57e+01  0  2.00e+01  1.49e+01  1.37e+00  2.31e-01  6.55e-02   1.85
2002 06 24  0100   52449    3600  0  1.33e+02  1.45e+01  0  2.13e+01  1.18e+01  1.53e+00  2.95e-01  0.00e+00   1.85
2002 06 24  0105   52449    3900  0  2.30e+02  1.36e+01  0  1.76e+01  1.35e+01  1.76e+00  1.80e-01  1.02e-01  -1.00
2002 06 24  0110   52449    4200  0  2.16e+02  1.50e+01  0  1.78e+01  1.47e+01  1.46e+00  4.73e-01  9.16e-02   1.87
2002 06 24  0115   52449    4500  0  1.79e+02  1.62e+01  0  2.02e+01  1.58e+01  1.23e+00  2.52e-01  0.00e+00   1.33
2002 06 24  0120   52449    4800  0  1.73e+02  1.40e+01  0  1.68e+01  1.03e+01  7.63e-01  2.71e-01  0.00e+00   1.85
2002 06 24  0125   52449    5100  0  1.88e+02  1.62e+01  0  1.87e+01  1.22e+01  1.56e+00  3.70e-01  1.02e-01  -1.00
2002 06 24  0130   52449    5400  0  2.63e+02  1.41e+01  0  1.98e+01  1.31e+01  1.71e+00  4.28e-01  0.00e+00  -1.00
2002 06 24  0135   52449    5700  0  1.82e+02  1.05e+01  0  1.83e+01  1.49e+01  1.18e+00  3.56e-01  0.00e+00   0.77
2002 06 24  0140   52449    6000  0  1.84e+02  1.59e+01  0  1.76e+01  8.67e+00  1.52e+00  4.52e-01  1.15e-01   1.41
2002 06 24  0145   52449    6300  0  2.12e+02  1.42e+01  0  1.59e+01  1.56e+01  1.21e+00  3.28e-01  3.82e-02   0.38
2002 06 24  0150   52449    6600  0  1.41e+02  1.18e+01  0  1.86e+01  1.40e+01  1.56e+00  1.50e-01  0.00e+00  -1.00
2002 06 24  0155   52449    6900  0  1.74e+02  1.06e+01  0  1.87e+01  1.49e+01  5.55e-01  2.06e-01  5.29e-02   2.00
2002 06 24  0200   52449    7200  0  1.82e+02  1.34e+01  0  1.67e+01  1.54e+01  1.22e+00  3.57e-01  1.53e-01  -1.00
2002 06 24  0205   52449    7500  0  2.11e+02  1.52e+01  0  1.23e+01  1.26e+01  2.34e+00  3.09e-01  4.16e-02  -1.00
2002 06 24  0210   52449    7800  0  1.37e+02  1.58e+01  0  1.64e+01  1.07e+01  1.86e+00  4.09e-01  0.00e+00   0.77
2002 06 24  0215   52449    8100  0  2.08e+02  1.37e+01  0  2.28e+01  1.60e+01  1.92e+00  4.25e-01  1.37e-01   0.29
2002 06 24  0220   52449    8400  0  2.17e+02  1.43e+01  0  1.67e+01  1.49e+01  1.97e+00  3.62e-01  0.00e+00   0.29
2002 06 24  0225   52449    8700  0  1.59e+02  1.60e+01  0  1.82e+01  1.33e+01  2.03e+00  2.61e-01  9.55e-02  -1.00
2002 06 24  0230   52449    9000  0  1.65e+02  1.54e+01  0  1.70e+01  1.27e+01  9.61e-01  2.52e-01  0.00e+00   0.98
2002 06 24  0235   52449    9300  0  1.53e+02  1.17e+01  0  1.81e+01  1.59e+01  1.19e+00  4.46e-01  2.11e-01   1.49
2002 06 24  0240   52449    9600  0  1.82e+02  1.49e+01  0  1.91e+01  1.26e+01  1.30e+00  3.98e-01  1.75e-01   0.28
2002 06 24  0245   52449    9900  0  1.43e+02  1.25e+01  0  1.44e+01  1.32e+01  1.95e+00  4.01e-01  2.29e-01   0.49
2002 06 24  0250   52449   10200  0  1.94e+02  1.26e+01  0  2.22e+01  1.29e+01  1.35e+00  3.20e-01  1.50e-01   0.77
2002 06 24  0255   52449   10500  0  1.59e+02  1.85e+01  0  1.70e+01  1.12e+01  1.57e+00  5.25e-01  1.41e-01   2.00
2002 06 24  0300   52449   10800  0  1.73e+02  1.24e+01  0  1.70e+01  1.44e+01  1.10e+00  3.65e-01  5.09e-02   2.00
2002 06 24  0305   52449   11100  0  1.81e+02  1.54e+01  0  1.89e+01  1.19e+01  1.20e+00  3.74e-01  1.68e-01   2.00
2002 06 24  0310   52449   11400  0  2.02e+02  1.75e+01  0  1.49e+01  1.18e+01  1.18e+00  4.15e-01  4.16e-02  -1.00
2002 06 24  0315   52449   11700  0  1.40e+02  1.34e+01  0  2.02e+01  1.18e+01  1.26e+00  2.58e-01  1.37e-01   0.67
2002 06 24  0320   52449   12000  0  1.79e+02  1.62e+01  0  1.86e+01  1.33e+01  1.44e+00  3.54e-01  0.00e+00   2.00
2002 06 24  0325   52449   12300  0  2.12e+02  1.58e+01  0  1.90e+01  1.08e+01  1.12e+00  3.91e-01  8.33e-02   1.20
2002 06 24  0330   52449   12600  0  1.67e+02  1.36e+01  0  1.55e+01  1.66e+01  9.98e-01  3.01e-01  0.00e+00   2.00
2002 06 24  0335   52449   12900  0  1.87e+02  1.53e+01  0  1.98e+01  1.06e+01  1.44e+00  3.48e-01  0.00e+00   2.00
2002 06 24  0340   52449   13200  0  1.79e+02  1.39e+01  0  1.80e+01  1.59e+01  1.18e+00  3.52e-01  0.00e+00   0.38
2002 06 24  0345   52449   13500  0  1.68e+02  1.42e+01  0  1.74e+01  1.12e+01  2.01e+00  2.37e-01  0.00e+00   1.85
2002 06 24  0350   52449   13800  0  1.32e+02  1.23e+01  0  1.62e+01  1.22e+01  6.73e-01  2.75e-01  0.00e+00   1.85
2002 06 24  0355   52449   14100  0  1.68e+02  1.52e+01  0  1.67e+01  1.33e+01  1.15e+00  4.40e-01  0.00e+00   0.89
2002 06 24  0400   52449   14400  0  2.06e+02  1.29e+01  0  1.51e+01  1.15e+01  8.81e-01  3.27e-01  0.00e+00  -1.00
2002 06 24  0405   52449   14700  0  2.38e+02  1.44e+01  0  1.91e+01  1.44e+01  1.35e+00  1.85e-01  0.00e+00  -1.00
