:Data_list: 20020219_ace_mag_1m.txt
:Created: 2002 Feb 20 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 02 19  0000   52324       0    0     4.0    -0.3     6.0     7.2    56.4   356.3
2002 02 19  0001   52324      60    0     3.9    -0.2     6.1     7.3    57.0   357.5
2002 02 19  0002   52324     120    0     4.1    -0.5     6.0     7.3    55.7   352.4
2002 02 19  0003   52324     180    0     3.7     0.1     6.2     7.3    59.0     1.4
2002 02 19  0004   52324     240    0     3.5     1.6     6.2     7.3    58.3    23.7
2002 02 19  0005   52324     300    0     2.5     2.9     6.4     7.4    59.1    49.6
2002 02 19  0006   52324     360    0     2.9     2.7     6.5     7.6    58.5    43.4
2002 02 19  0007   52324     420    0     3.6     1.5     6.0     7.2    57.1    21.9
2002 02 19  0008   52324     480    0     3.1     2.0     6.3     7.4    59.4    32.7
2002 02 19  0009   52324     540    0    -0.5     5.5     5.3     7.6    43.8    95.5
2002 02 19  0010   52324     600    0     0.4     5.3     5.3     7.5    44.8    85.7
2002 02 19  0011   52324     660    0     0.8     4.4     5.7     7.2    51.9    80.0
2002 02 19  0012   52324     720    0     2.0     2.9     5.4     6.5    57.2    55.0
2002 02 19  0013   52324     780    0     1.3     4.1     5.1     6.7    50.0    72.1
2002 02 19  0014   52324     840    0     0.2     4.9     6.1     7.8    50.8    87.8
2002 02 19  0015   52324     900    0     0.8     4.0     6.3     7.5    56.7    78.2
2002 02 19  0016   52324     960    0     1.0     4.0     6.2     7.4    56.4    76.4
2002 02 19  0017   52324    1020    0     0.3     4.2     5.8     7.2    53.9    86.1
2002 02 19  0018   52324    1080    0    -0.2     5.0     5.4     7.3    47.3    92.1
2002 02 19  0019   52324    1140    0    -0.9     4.8     5.7     7.5    49.3   100.2
2002 02 19  0020   52324    1200    0    -0.1     4.2     6.0     7.3    54.7    90.9
2002 02 19  0021   52324    1260    0     0.4     4.4     6.1     7.5    54.4    85.0
2002 02 19  0022   52324    1320    0     0.2     4.3     6.1     7.5    55.0    87.9
2002 02 19  0023   52324    1380    0    -0.2     4.6     6.0     7.5    52.4    92.3
2002 02 19  0024   52324    1440    0    -0.5     4.6     5.6     7.3    50.1    96.8
2002 02 19  0025   52324    1500    0    -0.7     4.5     5.9     7.5    52.0    98.5
2002 02 19  0026   52324    1560    0    -0.6     4.3     5.5     7.0    52.1    98.5
2002 02 19  0027   52324    1620    0    -0.6     4.4     5.1     6.8    48.8    97.1
2002 02 19  0028   52324    1680    0    -0.3     5.1     5.6     7.6    48.1    93.4
2002 02 19  0029   52324    1740    0    -0.4     5.2     5.8     7.8    47.6    93.9
2002 02 19  0030   52324    1800    0    -0.9     4.8     5.6     7.4    48.6   100.2
2002 02 19  0031   52324    1860    0    -0.8     5.2     5.9     7.9    48.1    98.2
2002 02 19  0032   52324    1920    0    -1.1     5.2     6.1     8.1    49.0   101.9
2002 02 19  0033   52324    1980    0    -0.9     4.8     6.0     7.7    50.5   101.1
2002 02 19  0034   52324    2040    0    -1.1     4.5     5.8     7.4    51.5   103.5
2002 02 19  0035   52324    2100    0    -1.2     4.6     5.8     7.5    50.3   104.7
2002 02 19  0036   52324    2160    0    -0.9     4.4     5.4     7.0    49.8   102.1
2002 02 19  0037   52324    2220    0    -0.5     4.1     5.5     6.8    53.0    96.9
2002 02 19  0038   52324    2280    0    -0.9     4.5     6.0     7.5    52.7   101.2
2002 02 19  0039   52324    2340    0    -0.3     4.1     5.9     7.2    55.0    94.1
2002 02 19  0040   52324    2400    0     0.3     3.8     6.1     7.3    57.9    86.0
2002 02 19  0041   52324    2460    0     0.5     4.1     6.6     7.8    57.6    82.5
2002 02 19  0042   52324    2520    0     0.7     4.1     6.4     7.7    56.9    79.7
2002 02 19  0043   52324    2580    0     0.6     4.1     6.4     7.6    57.2    81.3
2002 02 19  0044   52324    2640    0     0.6     3.9     5.5     6.8    53.9    80.8
2002 02 19  0045   52324    2700    0     0.5     3.8     5.4     6.6    54.9    81.7
2002 02 19  0046   52324    2760    0     0.1     3.9     4.9     6.3    51.1    88.0
2002 02 19  0047   52324    2820    0    -0.1     3.6     5.0     6.2    54.5    92.4
2002 02 19  0048   52324    2880    0    -0.5     3.9     4.6     6.1    49.4    97.9
2002 02 19  0049   52324    2940    0    -0.9     4.4     4.3     6.2    43.7   101.2
2002 02 19  0050   52324    3000    0    -1.1     5.3     4.6     7.2    40.4   101.9
2002 02 19  0051   52324    3060    0    -1.9     5.6     4.2     7.3    35.2   108.8
2002 02 19  0052   52324    3120    0    -2.7     5.9     4.1     7.7    32.1   114.8
2002 02 19  0053   52324    3180    0    -2.6     6.0     3.6     7.5    28.7   113.8
2002 02 19  0054   52324    3240    0    -2.5     6.4     3.2     7.5    25.2   111.3
2002 02 19  0055   52324    3300    0    -2.9     5.7     3.3     7.2    27.0   117.0
2002 02 19  0056   52324    3360    0    -2.9     5.8     2.8     7.0    23.3   116.6
2002 02 19  0057   52324    3420    0    -2.5     6.1     2.5     7.1    20.5   112.5
2002 02 19  0058   52324    3480    0    -2.9     5.9     2.1     6.9    17.9   116.2
2002 02 19  0059   52324    3540    0    -3.6     5.7     1.8     7.0    15.0   122.3
2002 02 19  0100   52324    3600    0    -4.7     5.7     2.5     7.8    19.1   129.5
2002 02 19  0101   52324    3660    0    -4.7     6.0     2.1     7.9    15.7   127.8
2002 02 19  0102   52324    3720    0    -4.8     5.9     2.5     8.0    18.4   129.5
2002 02 19  0103   52324    3780    0    -5.4     4.3     3.1     7.6    23.9   141.3
2002 02 19  0104   52324    3840    0    -4.3     4.9     2.7     7.1    22.6   131.1
2002 02 19  0105   52324    3900    0    -3.5     5.2     2.6     6.8    22.7   124.2
2002 02 19  0106   52324    3960    0    -2.3     5.8     0.8     6.3     7.4   111.2
2002 02 19  0107   52324    4020    0    -2.8     6.2     1.3     6.9    10.7   114.6
2002 02 19  0108   52324    4080    0    -4.9     6.5     2.8     8.6    18.7   127.1
2002 02 19  0109   52324    4140    0    -5.2     6.0     1.8     8.1    13.1   130.9
2002 02 19  0110   52324    4200    0    -4.5     6.6     1.2     8.1     8.2   124.6
2002 02 19  0111   52324    4260    0    -4.7     7.4     1.2     8.8     7.7   122.4
2002 02 19  0112   52324    4320    0    -4.1     7.5     0.8     8.6     5.0   118.7
2002 02 19  0113   52324    4380    0    -4.3     7.4     1.5     8.7     9.7   120.4
2002 02 19  0114   52324    4440    0    -4.2     7.1     1.4     8.4     9.3   120.8
2002 02 19  0115   52324    4500    0    -4.5     6.8     0.9     8.2     6.4   123.4
2002 02 19  0116   52324    4560    0    -4.6     6.6     0.7     8.1     5.0   124.8
2002 02 19  0117   52324    4620    0    -4.7     7.0     0.3     8.4     2.1   124.1
2002 02 19  0118   52324    4680    0    -4.9     6.9    -0.1     8.4    -0.7   125.3
2002 02 19  0119   52324    4740    0    -5.4     6.5    -1.0     8.5    -7.0   129.7
2002 02 19  0120   52324    4800    0    -5.1     6.5    -0.9     8.3    -6.5   128.0
2002 02 19  0121   52324    4860    0    -5.4     6.1    -1.6     8.3   -11.4   131.4
2002 02 19  0122   52324    4920    0    -5.5     6.2    -1.9     8.5   -13.0   131.8
2002 02 19  0123   52324    4980    0    -4.4     6.3     2.1     7.9    15.1   125.1
2002 02 19  0124   52324    5040    0    -3.9     5.8     3.2     7.7    24.5   123.6
2002 02 19  0125   52324    5100    0    -4.0     6.2     3.1     8.0    22.8   122.8
2002 02 19  0126   52324    5160    0    -4.1     5.8     2.4     7.5    18.5   125.1
2002 02 19  0127   52324    5220    0    -4.3     6.4     2.0     8.0    14.8   123.8
2002 02 19  0128   52324    5280    0    -4.4     6.3     1.6     7.8    12.1   124.6
2002 02 19  0129   52324    5340    0    -5.1     6.3     1.0     8.2     6.9   129.0
2002 02 19  0130   52324    5400    0    -5.5     6.2     0.6     8.3     3.9   131.7
2002 02 19  0131   52324    5460    0    -5.3     6.4     1.2     8.4     8.0   129.5
2002 02 19  0132   52324    5520    0    -5.4     6.6     1.8     8.7    11.9   129.0
2002 02 19  0133   52324    5580    0    -5.3     6.6     1.5     8.6    10.2   128.6
2002 02 19  0134   52324    5640    0    -4.4     6.8     1.0     8.2     7.1   123.3
2002 02 19  0135   52324    5700    0    -4.6     7.5     1.0     8.9     6.6   121.7
2002 02 19  0136   52324    5760    0    -4.8     7.2     1.0     8.8     6.8   123.7
2002 02 19  0137   52324    5820    0    -5.2     7.1     0.9     8.9     6.0   126.5
2002 02 19  0138   52324    5880    0    -5.2     7.1     1.2     8.9     7.5   126.2
2002 02 19  0139   52324    5940    0    -5.0     7.1     1.0     8.7     6.4   125.0
2002 02 19  0140   52324    6000    0    -4.5     7.2     1.7     8.6    11.2   122.1
2002 02 19  0141   52324    6060    0    -4.6     7.9     1.4     9.3     8.6   120.0
2002 02 19  0142   52324    6120    0    -4.6     8.6     1.3     9.8     7.8   118.0
2002 02 19  0143   52324    6180    0    -4.7     9.4     2.0    10.7    11.0   116.7
2002 02 19  0144   52324    6240    0    -4.8     9.7     1.5    10.9     8.2   116.3
2002 02 19  0145   52324    6300    0    -4.9     9.5     2.1    10.9    10.9   117.2
2002 02 19  0146   52324    6360    0    -4.8     9.4     2.4    10.8    12.6   117.3
2002 02 19  0147   52324    6420    0    -4.6     9.6     2.4    10.9    12.6   115.6
