:Data_list: 20060213_ace_mag_1m.txt
:Created: 2006 Feb 14 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2006 02 13  0000   53779       0    0    -1.5     1.7     1.8     2.9    37.0   131.5
2006 02 13  0001   53779      60    0    -1.5     1.7     1.7     2.8    36.3   131.6
2006 02 13  0002   53779     120    0    -1.4     1.8     1.6     2.8    35.2   127.5
2006 02 13  0003   53779     180    0    -1.4     1.8     1.6     2.8    34.6   127.8
2006 02 13  0004   53779     240    0    -1.3     1.9     1.5     2.7    33.6   124.7
2006 02 13  0005   53779     300    0    -1.2     1.8     1.6     2.7    35.8   125.0
2006 02 13  0006   53779     360    0    -1.2     1.7     1.6     2.7    37.0   125.6
2006 02 13  0007   53779     420    0    -1.4     1.9     1.9     3.0    38.0   124.8
2006 02 13  0008   53779     480    0    -1.5     2.0     1.9     3.1    36.4   127.3
2006 02 13  0009   53779     540    0    -1.6     2.0     1.7     3.1    33.9   128.4
2006 02 13  0010   53779     600    0    -1.5     2.1     1.7     3.1    33.7   126.5
2006 02 13  0011   53779     660    0    -1.5     2.1     1.8     3.1    35.0   125.9
2006 02 13  0012   53779     720    0    -1.5     2.1     1.8     3.1    35.1   125.2
2006 02 13  0013   53779     780    0    -1.5     2.3     1.6     3.2    30.4   122.6
2006 02 13  0014   53779     840    0    -1.4     2.5     1.4     3.2    25.8   119.1
2006 02 13  0015   53779     900    0    -1.4     2.6     1.3     3.2    23.6   118.8
2006 02 13  0016   53779     960    0    -1.5     2.5     1.4     3.2    25.1   121.8
2006 02 13  0017   53779    1020    0    -1.5     2.3     1.6     3.2    30.9   122.5
2006 02 13  0018   53779    1080    0    -1.8     2.1     1.8     3.3    33.7   131.1
2006 02 13  0019   53779    1140    0    -1.8     1.8     2.0     3.2    38.4   136.0
2006 02 13  0020   53779    1200    0    -2.0     1.1     1.7     2.9    36.5   150.7
2006 02 13  0021   53779    1260    0    -2.4    -0.1     2.0     3.1    38.6   182.4
2006 02 13  0022   53779    1320    0    -2.3     1.0     1.9     3.2    37.2   156.0
