:Data_list: 20080201_ace_mag_1m.txt
:Created: 2008 Feb 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 02 01  0000   54497       0    0     6.8    -5.9    -0.7     9.0    -4.2   318.7
2008 02 01  0001   54497      60    0     5.2    -5.0    -4.2     8.4   -30.4   315.6
2008 02 01  0002   54497     120    0     6.3    -4.9    -3.0     8.5   -20.4   321.8
2008 02 01  0003   54497     180    0     6.1    -4.7    -3.8     8.6   -25.9   322.3
2008 02 01  0004   54497     240    0     6.1    -5.7    -2.7     8.8   -18.0   316.6
2008 02 01  0005   54497     300    0     6.3    -5.1    -3.0     8.7   -20.6   320.8
2008 02 01  0006   54497     360    0     6.6    -5.4    -2.6     8.9   -16.8   320.5
2008 02 01  0007   54497     420    0     6.2    -4.6    -3.5     8.5   -24.3   323.3
2008 02 01  0008   54497     480    0     6.2    -5.7    -2.5     8.8   -16.5   317.5
2008 02 01  0009   54497     540    0     6.5    -5.7     0.2     8.7     1.3   318.7
2008 02 01  0010   54497     600    0     6.8    -6.0     0.4     9.1     2.2   318.8
2008 02 01  0011   54497     660    0     6.7    -6.0     0.4     9.1     2.5   318.2
2008 02 01  0012   54497     720    0     6.9    -5.9    -0.0     9.1    -0.3   319.3
2008 02 01  0013   54497     780    0     6.7    -5.5    -1.3     8.8    -8.7   320.4
2008 02 01  0014   54497     840    0     6.9    -5.9    -0.6     9.1    -3.9   319.8
2008 02 01  0015   54497     900    0     6.8    -5.8    -1.4     9.1    -8.8   319.7
2008 02 01  0016   54497     960    0     6.7    -5.7    -2.1     9.0   -13.3   319.7
2008 02 01  0017   54497    1020    0     6.7    -5.8    -1.1     9.0    -7.0   319.1
2008 02 01  0018   54497    1080    0     6.5    -6.2    -0.9     9.0    -5.6   316.5
2008 02 01  0019   54497    1140    0     6.7    -5.9    -1.2     9.0    -7.7   318.7
2008 02 01  0020   54497    1200    0     6.9    -5.6    -1.0     8.9    -6.3   320.6
2008 02 01  0021   54497    1260    0     6.8    -5.7    -1.3     9.0    -8.1   320.2
2008 02 01  0022   54497    1320    0     5.8    -6.2    -2.2     8.8   -14.4   313.1
2008 02 01  0023   54497    1380    0     6.3    -5.7    -1.8     8.6   -11.9   318.0
2008 02 01  0024   54497    1440    0     7.6    -4.7    -0.3     8.9    -2.0   328.1
2008 02 01  0025   54497    1500    0     7.6    -4.6    -0.5     8.9    -3.3   328.9
2008 02 01  0026   54497    1560    0     7.7    -4.5    -0.1     8.9    -0.4   329.7
2008 02 01  0027   54497    1620    0     6.7    -5.9    -0.7     8.9    -4.7   318.5
2008 02 01  0028   54497    1680    0     7.4    -4.9    -0.7     8.9    -4.7   326.5
2008 02 01  0029   54497    1740    0     7.3    -5.0    -0.7     8.9    -4.8   325.9
2008 02 01  0030   54497    1800    0     6.9    -5.6    -1.4     9.0    -9.2   321.2
2008 02 01  0031   54497    1860    0     6.9    -5.4    -1.3     8.9    -8.4   322.1
2008 02 01  0032   54497    1920    0     6.7    -5.8    -1.4     8.9    -8.8   319.2
2008 02 01  0033   54497    1980    0     6.7    -5.7    -1.7     9.0   -11.1   319.4
2008 02 01  0034   54497    2040    0     6.6    -5.8    -1.7     8.9   -10.9   319.0
2008 02 01  0035   54497    2100    0     6.7    -5.7    -1.6     8.9   -10.6   319.5
2008 02 01  0036   54497    2160    0     6.5    -5.9    -1.1     8.8    -7.3   317.7
2008 02 01  0037   54497    2220    0     5.7    -6.5    -1.5     8.8    -9.7   311.5
2008 02 01  0038   54497    2280    0     5.8    -6.5    -1.7     8.9   -11.4   312.1
2008 02 01  0039   54497    2340    0     6.1    -6.4    -1.8     9.0   -11.3   313.7
2008 02 01  0040   54497    2400    0     6.1    -6.3    -1.9     9.0   -12.0   313.9
2008 02 01  0041   54497    2460    0     6.3    -6.3    -1.7     9.0   -10.9   314.9
2008 02 01  0042   54497    2520    0     6.0    -6.4    -1.7     9.0   -10.8   313.2
2008 02 01  0043   54497    2580    0     5.7    -6.9    -1.1     9.0    -6.9   309.7
2008 02 01  0044   54497    2640    0     6.0    -6.7    -1.5     9.1    -9.2   312.1
2008 02 01  0045   54497    2700    0     6.0    -6.5    -1.7     9.0   -10.9   312.5
2008 02 01  0046   54497    2760    0     6.0    -6.4    -1.7     9.0   -11.0   312.9
2008 02 01  0047   54497    2820    0     5.8    -6.7    -1.8     9.0   -11.2   311.1
2008 02 01  0048   54497    2880    0     6.0    -6.4    -1.7     9.0   -11.0   313.1
2008 02 01  0049   54497    2940    0     5.9    -6.6    -1.2     8.9    -7.9   311.6
2008 02 01  0050   54497    3000    0     6.2    -6.4    -1.3     9.0    -8.6   314.4
2008 02 01  0051   54497    3060    0     7.5    -4.7    -2.8     9.3   -17.4   328.0
2008 02 01  0052   54497    3120    0     7.6    -4.8    -2.8     9.4   -17.3   327.6
2008 02 01  0053   54497    3180    0     7.3    -5.1    -3.2     9.4   -19.9   325.0
2008 02 01  0054   54497    3240    0     7.3    -4.8    -3.6     9.5   -22.0   326.7
2008 02 01  0055   54497    3300    0     7.7    -4.4    -3.5     9.5   -21.6   330.4
2008 02 01  0056   54497    3360    0     7.5    -4.8    -0.6     8.9    -4.0   327.3
2008 02 01  0057   54497    3420    0     7.4    -4.9    -0.8     8.9    -5.2   326.4
2008 02 01  0058   54497    3480    0     7.4    -5.0    -0.8     9.0    -4.8   326.3
2008 02 01  0059   54497    3540    0     7.2    -5.4    -1.1     9.1    -7.2   323.1
