:Data_list: 20050422_ace_mag_1m.txt
:Created: 2005 Apr 23 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 04 22  0000   53482       0    0    -5.3     5.1    -2.8     7.8   -20.9   136.2
2005 04 22  0001   53482      60    0    -5.2     5.0    -3.1     7.9   -23.3   136.1
2005 04 22  0002   53482     120    0    -5.0     5.0    -3.3     7.8   -25.0   134.6
2005 04 22  0003   53482     180    0    -4.9     5.3    -3.1     7.8   -23.4   132.8
2005 04 22  0004   53482     240    0    -5.0     5.1    -3.2     7.8   -23.8   134.3
2005 04 22  0005   53482     300    0    -5.0     5.1    -3.1     7.8   -23.6   134.2
2005 04 22  0006   53482     360    0    -4.8     5.2    -3.7     8.0   -27.8   132.6
2005 04 22  0007   53482     420    0    -5.3     5.2    -2.8     8.0   -20.4   135.6
2005 04 22  0008   53482     480    0    -5.8     5.3    -1.9     8.1   -13.4   137.4
2005 04 22  0009   53482     540    0    -5.7     5.3    -2.0     8.0   -14.7   137.2
2005 04 22  0010   53482     600    0    -5.6     5.5    -2.3     8.2   -16.1   135.8
2005 04 22  0011   53482     660    0    -5.6     5.2    -2.4     8.0   -17.6   136.7
2005 04 22  0012   53482     720    0    -5.4     5.4    -2.9     8.2   -21.0   135.3
2005 04 22  0013   53482     780    0    -5.1     5.1    -3.7     8.1   -27.2   135.0
2005 04 22  0014   53482     840    0    -4.6     4.7    -4.1     7.8   -32.2   134.9
2005 04 22  0015   53482     900    0    -5.1     5.0    -2.7     7.6   -20.4   135.3
2005 04 22  0016   53482     960    0    -6.7     4.0     1.0     7.8     7.7   149.0
2005 04 22  0017   53482    1020    0    -6.7     3.9     0.8     7.8     5.7   149.7
2005 04 22  0018   53482    1080    0    -6.6     3.9     1.0     7.8     7.6   149.8
2005 04 22  0019   53482    1140    0    -5.8     4.7    -2.5     7.8   -18.2   140.8
2005 04 22  0020   53482    1200    0    -5.7     4.7    -2.9     7.9   -21.1   140.9
2005 04 22  0021   53482    1260    0    -5.2     4.5    -4.1     8.0   -30.7   139.4
2005 04 22  0022   53482    1320    0    -6.1     4.5    -2.9     8.1   -20.8   143.6
2005 04 22  0023   53482    1380    0    -5.8     4.6    -3.2     8.0   -23.5   141.5
2005 04 22  0024   53482    1440    0    -6.2     4.3    -3.0     8.1   -21.5   145.4
2005 04 22  0025   53482    1500    0    -6.1     4.5    -3.1     8.1   -22.3   143.7
2005 04 22  0026   53482    1560    0    -6.0     4.5    -3.2     8.1   -23.0   142.7
2005 04 22  0027   53482    1620    0    -6.1     4.4    -3.0     8.1   -21.5   144.0
2005 04 22  0028   53482    1680    0    -6.1     4.4    -3.1     8.1   -22.7   144.3
2005 04 22  0029   53482    1740    0    -5.7     4.5    -3.9     8.2   -28.5   141.6
2005 04 22  0030   53482    1800    0    -5.9     4.1    -4.0     8.2   -29.0   144.8
2005 04 22  0031   53482    1860    0    -5.5     3.9    -4.6     8.2   -33.8   144.7
2005 04 22  0032   53482    1920    0    -5.8     4.5    -3.4     8.1   -24.9   142.4
2005 04 22  0033   53482    1980    0    -5.6     4.9    -3.5     8.2   -25.1   139.1
2005 04 22  0034   53482    2040    0    -5.3     5.1    -3.5     8.2   -25.5   136.3
2005 04 22  0035   53482    2100    0    -4.9     5.6    -3.3     8.1   -24.0   131.3
2005 04 22  0036   53482    2160    0    -5.4     4.7    -3.8     8.1   -27.7   138.9
2005 04 22  0037   53482    2220    0    -5.0     5.6    -2.8     8.0   -20.4   132.0
2005 04 22  0038   53482    2280    0    -4.5     6.2    -2.6     8.1   -19.0   125.8
2005 04 22  0039   53482    2340    0    -4.4     6.0    -2.9     8.0   -21.3   126.2
2005 04 22  0040   53482    2400    0    -4.2     6.0    -3.4     8.1   -24.8   125.1
2005 04 22  0041   53482    2460    0    -5.6     5.0    -3.1     8.1   -22.2   138.4
2005 04 22  0042   53482    2520    0    -5.4     5.0    -3.4     8.2   -24.4   137.2
2005 04 22  0043   53482    2580    0    -4.2     5.4    -4.3     8.0   -32.3   127.7
2005 04 22  0044   53482    2640    0    -5.3     5.2    -3.4     8.1   -24.7   135.6
2005 04 22  0045   53482    2700    0    -5.3     5.1    -3.6     8.2   -25.8   136.3
2005 04 22  0046   53482    2760    0    -4.9     5.3    -3.9     8.2   -28.3   132.5
2005 04 22  0047   53482    2820    0    -5.0     5.5    -3.5     8.2   -24.9   132.5
2005 04 22  0048   53482    2880    0    -5.6     5.0    -3.4     8.3   -24.5   138.4
2005 04 22  0049   53482    2940    0    -5.4     5.2    -3.5     8.2   -24.7   136.0
2005 04 22  0050   53482    3000    0    -5.6     5.1    -3.2     8.2   -23.1   137.3
2005 04 22  0051   53482    3060    0    -5.2     5.4    -3.5     8.3   -25.1   133.6
2005 04 22  0052   53482    3120    0    -5.3     5.1    -3.7     8.2   -26.7   135.7
2005 04 22  0053   53482    3180    0    -5.5     4.6    -4.0     8.2   -29.5   140.1
2005 04 22  0054   53482    3240    0    -5.4     4.9    -3.8     8.2   -27.6   137.9
2005 04 22  0055   53482    3300    0    -5.3     4.8    -4.1     8.2   -29.5   137.7
2005 04 22  0056   53482    3360    0    -4.8     5.1    -4.2     8.2   -31.1   133.5
2005 04 22  0057   53482    3420    0    -5.3     4.6    -4.1     8.2   -30.0   139.2
2005 04 22  0058   53482    3480    0    -4.6     4.9    -4.5     8.1   -33.5   133.1
2005 04 22  0059   53482    3540    0    -4.8     5.1    -4.1     8.1   -30.3   132.9
2005 04 22  0100   53482    3600    0    -5.6     4.6    -2.1     7.5   -15.9   141.0
2005 04 22  0101   53482    3660    0    -7.8     3.0     0.8     8.4     5.7   159.1
2005 04 22  0102   53482    3720    0    -7.2     4.0    -0.7     8.3    -5.1   150.8
2005 04 22  0103   53482    3780    0    -7.0     4.3    -0.7     8.2    -5.0   148.4
2005 04 22  0104   53482    3840    0    -6.4     4.9    -2.3     8.4   -15.9   142.8
2005 04 22  0105   53482    3900    0    -6.3     4.9    -2.1     8.3   -15.0   142.1
2005 04 22  0106   53482    3960    0    -6.4     4.8    -2.1     8.3   -14.6   142.9
2005 04 22  0107   53482    4020    0    -6.1     5.2    -2.0     8.3   -14.2   139.3
2005 04 22  0108   53482    4080    0    -5.4     5.9    -1.9     8.2   -13.7   132.2
2005 04 22  0109   53482    4140    0    -6.4     5.0    -1.7     8.3   -11.6   141.7
2005 04 22  0110   53482    4200    0    -6.3     4.8    -2.5     8.3   -17.5   143.1
2005 04 22  0111   53482    4260    0    -6.6     4.5    -2.5     8.4   -17.4   145.9
2005 04 22  0112   53482    4320    0    -6.4     4.5    -2.6     8.3   -18.3   145.1
2005 04 22  0113   53482    4380    0    -6.3     4.6    -3.0     8.3   -21.1   143.9
2005 04 22  0114   53482    4440    0    -6.3     4.5    -2.9     8.3   -20.5   144.4
2005 04 22  0115   53482    4500    0    -6.9     4.4    -1.3     8.3    -9.0   147.2
2005 04 22  0116   53482    4560    0    -7.3     4.2     0.0     8.5     0.3   150.1
2005 04 22  0117   53482    4620    0    -7.3     4.4     0.2     8.5     1.0   149.0
2005 04 22  0118   53482    4680    0    -7.2     4.1     1.3     8.4     9.1   150.2
2005 04 22  0119   53482    4740    0    -7.3     4.0     1.5     8.4    10.2   151.2
2005 04 22  0120   53482    4800    0    -7.1     4.2     1.4     8.4     9.9   149.5
2005 04 22  0121   53482    4860    0    -7.1     4.6    -0.0     8.5    -0.2   147.2
2005 04 22  0122   53482    4920    0    -7.2     4.4    -0.6     8.5    -4.0   148.4
2005 04 22  0123   53482    4980    0    -5.5     5.2    -3.2     8.2   -22.9   136.6
2005 04 22  0124   53482    5040    0    -4.3     5.6    -3.9     8.1   -28.9   128.0
2005 04 22  0125   53482    5100    0    -6.2     5.4    -1.6     8.3   -11.0   138.9
2005 04 22  0126   53482    5160    0    -5.5     5.5    -2.9     8.3   -20.6   134.9
2005 04 22  0127   53482    5220    0    -5.7     5.2    -2.8     8.2   -20.0   137.3
2005 04 22  0128   53482    5280    0    -5.9     5.2    -2.5     8.2   -18.0   138.6
2005 04 22  0129   53482    5340    0    -5.6     5.4    -2.7     8.2   -19.0   136.5
2005 04 22  0130   53482    5400    0    -5.9     5.2    -2.3     8.2   -16.1   138.8
2005 04 22  0131   53482    5460    0    -6.0     5.0    -2.8     8.3   -20.1   140.2
2005 04 22  0132   53482    5520    0    -6.0     4.7    -3.1     8.3   -22.1   142.0
2005 04 22  0133   53482    5580    0    -6.2     4.9    -2.5     8.3   -17.4   141.5
2005 04 22  0134   53482    5640    0    -6.2     4.9    -2.3     8.2   -16.3   141.7
2005 04 22  0135   53482    5700    0    -5.5     5.4     1.1     7.8     7.9   135.5
2005 04 22  0136   53482    5760    0    -4.6     5.3     3.8     8.0    28.3   130.8
2005 04 22  0137   53482    5820    0    -5.4     5.6     0.3     7.8     1.9   133.9
2005 04 22  0138   53482    5880    0    -6.1     5.5    -0.3     8.2    -1.9   138.1
2005 04 22  0139   53482    5940    0    -6.0     5.2     1.5     8.0    10.7   139.0
2005 04 22  0140   53482    6000    0    -6.5     5.0     1.1     8.3     7.3   142.3
2005 04 22  0141   53482    6060    0    -6.6     4.9     0.9     8.3     6.3   143.7
2005 04 22  0142   53482    6120    0    -7.2     4.1     0.5     8.3     3.3   150.6
2005 04 22  0143   53482    6180    0    -7.8     3.2    -0.2     8.4    -1.3   157.9
2005 04 22  0144   53482    6240    0    -7.8     3.1    -0.4     8.4    -2.8   158.2
2005 04 22  0145   53482    6300    0    -7.4     3.7    -0.9     8.3    -6.4   153.3
2005 04 22  0146   53482    6360    0    -6.9     4.5    -0.6     8.3    -4.1   146.8
2005 04 22  0147   53482    6420    0    -6.7     4.7    -1.7     8.3   -11.7   145.0
2005 04 22  0148   53482    6480    0    -6.3     4.6    -2.6     8.2   -18.4   143.7
2005 04 22  0149   53482    6540    0    -6.8     4.5    -1.3     8.3    -9.0   146.9
2005 04 22  0150   53482    6600    0    -6.9     4.8    -0.2     8.4    -1.0   145.4
2005 04 22  0151   53482    6660    0    -7.0     4.5     0.1     8.3     0.6   147.1
2005 04 22  0152   53482    6720    0    -7.4     3.8     0.4     8.3     2.9   152.9
2005 04 22  0153   53482    6780    0    -7.5     3.6     0.4     8.3     2.8   154.6
2005 04 22  0154   53482    6840    0    -7.8     2.9     0.9     8.4     6.3   160.0
2005 04 22  0155   53482    6900    0    -7.8     2.8     1.0     8.4     6.9   160.2
2005 04 22  0156   53482    6960    0    -7.7     3.3     0.3     8.4     2.3   156.9
2005 04 22  0157   53482    7020    0    -7.6     3.4     0.7     8.4     4.5   156.2
2005 04 22  0158   53482    7080    0    -7.6     3.6     0.2     8.4     1.2   154.9
2005 04 22  0159   53482    7140    0    -7.9     2.9    -0.5     8.4    -3.1   159.7
2005 04 22  0200   53482    7200    0    -8.0     2.3    -1.2     8.4    -8.0   164.1
2005 04 22  0201   53482    7260    0    -8.0     2.3    -0.2     8.3    -1.3   163.8
2005 04 22  0202   53482    7320    0    -6.2     4.8     0.7     7.9     5.0   142.1
2005 04 22  0203   53482    7380    0    -3.3     7.1     1.7     8.0    12.3   115.2
2005 04 22  0204   53482    7440    0    -3.4     7.0     1.9     8.1    13.9   116.0
2005 04 22  0205   53482    7500    0    -4.6     6.0     1.4     7.6    10.4   127.6
2005 04 22  0206   53482    7560    0    -7.0     4.0    -0.5     8.0    -3.6   150.4
2005 04 22  0207   53482    7620    0    -7.3     3.8    -0.8     8.3    -5.7   152.4
2005 04 22  0208   53482    7680    0    -7.1     4.0    -0.5     8.2    -3.7   150.6
2005 04 22  0209   53482    7740    0    -7.0     4.2    -0.9     8.2    -6.0   149.3
2005 04 22  0210   53482    7800    0    -6.9     4.4    -0.8     8.2    -5.3   147.4
2005 04 22  0211   53482    7860    0    -7.0     4.1    -0.9     8.2    -6.3   149.5
2005 04 22  0212   53482    7920    0    -7.1     3.9    -1.0     8.2    -6.9   151.5
2005 04 22  0213   53482    7980    0    -7.5     3.4    -0.3     8.2    -1.9   155.5
2005 04 22  0214   53482    8040    0    -7.3     3.7    -0.5     8.2    -3.6   153.4
2005 04 22  0215   53482    8100    0    -6.8     4.3    -0.9     8.1    -6.6   148.1
2005 04 22  0216   53482    8160    0    -6.3     5.1    -0.0     8.1    -0.3   141.1
2005 04 22  0217   53482    8220    0    -5.7     5.6     0.1     8.0     1.0   135.5
2005 04 22  0218   53482    8280    0    -5.8     5.6    -0.6     8.1    -4.0   135.7
2005 04 22  0219   53482    8340    0    -5.8     5.4     1.7     8.1    12.3   137.0
2005 04 22  0220   53482    8400    0    -5.9     5.2     1.8     8.1    12.9   138.5
2005 04 22  0221   53482    8460    0    -5.2     6.0     0.8     8.0     5.8   130.6
2005 04 22  0222   53482    8520    0    -3.9     6.5     2.3     7.9    16.9   120.9
2005 04 22  0223   53482    8580    0    -3.0     6.7     2.6     7.8    19.5   114.2
2005 04 22  0224   53482    8640    0    -3.6     6.7     1.9     7.9    14.1   118.1
2005 04 22  0225   53482    8700    0    -4.6     6.3     1.7     8.0    12.3   125.8
2005 04 22  0226   53482    8760    0    -3.5     6.6     2.7     7.9    20.1   117.9
2005 04 22  0227   53482    8820    0    -3.8     6.4     2.6     7.9    19.5   120.6
