:Data_list: 20071104_ace_epam_5m.txt
:Created: 2007 Nov 05 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
#
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux ---------------------------
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S    47-68   115-195   310-580   761-1220 1060-1900   Index
#-------------------------------------------------------------------------------------------------------------------
2007 11 04  0000   54408       0  0  5.88e+02  2.85e+01  0  1.19e+03  1.76e+01  2.49e+00  6.48e-01  1.58e-01   0.21
2007 11 04  0005   54408     300  0  6.01e+02  3.11e+01  0  1.26e+03  1.43e+01  2.79e+00  4.57e-01  1.79e-01   0.69
2007 11 04  0010   54408     600  0  5.75e+02  2.32e+01  0  1.27e+03  1.48e+01  2.10e+00  7.05e-01  1.83e-01   0.42
2007 11 04  0015   54408     900  0  5.27e+02  2.71e+01  0  1.14e+03  1.71e+01  2.25e+00  5.53e-01  2.11e-01   1.22
2007 11 04  0020   54408    1200  0  6.89e+02  2.51e+01  0  1.25e+03  1.91e+01  2.13e+00  7.90e-01  1.79e-01   0.07
2007 11 04  0025   54408    1500  0  7.03e+02  2.66e+01  0  1.25e+03  1.92e+01  2.10e+00  5.53e-01  1.74e-01   0.44
2007 11 04  0030   54408    1800  0  7.68e+02  2.75e+01  0  1.19e+03  1.79e+01  1.86e+00  7.62e-01  1.37e-01   0.36
2007 11 04  0035   54408    2100  0  7.40e+02  2.36e+01  0  1.29e+03  1.78e+01  1.77e+00  5.20e-01  1.26e-01   0.18
2007 11 04  0040   54408    2400  0  5.59e+02  2.47e+01  0  1.28e+03  1.58e+01  2.16e+00  4.22e-01  1.96e-01   0.50
2007 11 04  0045   54408    2700  0  8.15e+02  2.90e+01  0  1.27e+03  1.79e+01  2.29e+00  7.28e-01  1.69e-01   0.34
2007 11 04  0050   54408    3000  0  5.74e+02  2.76e+01  0  1.16e+03  2.06e+01  2.00e+00  5.61e-01  1.58e-01   0.34
2007 11 04  0055   54408    3300  0  9.19e+02  2.71e+01  0  1.29e+03  1.69e+01  1.94e+00  5.10e-01  1.87e-01   0.15
2007 11 04  0100   54408    3600  0  6.57e+02  2.49e+01  0  1.22e+03  1.81e+01  2.39e+00  4.99e-01  1.47e-01   0.08
2007 11 04  0105   54408    3900  0  5.38e+02  2.86e+01  0  1.19e+03  1.73e+01  2.07e+00  5.82e-01  1.37e-01   0.23
2007 11 04  0110   54408    4200  0  6.23e+02  2.96e+01  0  1.25e+03  1.73e+01  2.19e+00  4.22e-01  1.16e-01   0.66
2007 11 04  0115   54408    4500  0  6.40e+02  3.05e+01  0  1.21e+03  1.81e+01  2.43e+00  6.24e-01  1.05e-01   0.74
2007 11 04  0120   54408    4800  0  6.02e+02  2.85e+01  0  1.24e+03  1.99e+01  2.19e+00  5.28e-01  8.69e-02   0.49
2007 11 04  0125   54408    5100  0  5.51e+02  3.07e+01  0  1.26e+03  1.89e+01  2.56e+00  3.53e-01  7.73e-02   0.35
2007 11 04  0130   54408    5400  0  6.41e+02  2.30e+01  0  1.29e+03  1.91e+01  2.36e+00  4.99e-01  1.16e-01   1.10
2007 11 04  0135   54408    5700  0  5.54e+02  2.73e+01  0  1.24e+03  1.76e+01  2.14e+00  7.04e-01  1.60e-01   0.34
2007 11 04  0140   54408    6000  0  6.37e+02  2.98e+01  0  1.20e+03  1.70e+01  2.16e+00  6.03e-01  1.69e-01   0.66
2007 11 04  0145   54408    6300  0  7.74e+02  2.98e+01  0  1.22e+03  1.65e+01  2.16e+00  6.86e-01  2.21e-01   0.50
2007 11 04  0150   54408    6600  0  5.94e+02  2.58e+01  0  1.21e+03  1.87e+01  1.97e+00  5.98e-01  2.14e-01   0.74
