:Data_list: 20011128_ace_mag_1m.txt
:Created: 2001 Nov 29 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2001 11 28  0000   52241       0    0     1.9    -3.1     2.5     4.4    34.5   301.0
2001 11 28  0001   52241      60    0     2.3    -2.7     2.5     4.3    35.4   310.4
2001 11 28  0002   52241     120    0     2.5    -2.4     2.3     4.1    33.2   316.9
2001 11 28  0003   52241     180    0     2.8    -1.8     2.0     4.0    30.9   327.2
2001 11 28  0004   52241     240    0     3.1    -1.4     1.9     3.9    28.8   335.4
2001 11 28  0005   52241     300    0     3.1    -1.5     1.8     3.9    27.9   334.2
2001 11 28  0006   52241     360    0     3.1    -1.5     1.8     3.9    27.7   334.2
2001 11 28  0007   52241     420    0     3.4    -0.8     1.3     3.8    20.1   346.4
2001 11 28  0008   52241     480    0     3.5    -0.1     0.9     3.6    13.6   358.2
2001 11 28  0009   52241     540    0     3.7     0.4     0.6     3.8     8.6     6.2
2001 11 28  0010   52241     600    0     3.7     0.1     1.1     3.9    16.9     1.3
2001 11 28  0011   52241     660    0     3.7    -0.4     1.2     3.9    18.3   353.3
2001 11 28  0012   52241     720    0     3.7     0.3     0.9     3.9    13.5     5.0
2001 11 28  0013   52241     780    0     3.8     0.4     0.7     3.9    11.0     6.7
2001 11 28  0014   52241     840    0     3.7     0.9     0.4     3.8     6.2    13.1
2001 11 28  0015   52241     900    0     3.7     1.4     0.1     4.0     1.2    20.1
2001 11 28  0016   52241     960    0     3.8     1.3     0.1     4.0     1.8    18.4
2001 11 28  0017   52241    1020    0     3.9     1.3     0.1     4.1     1.4    18.8
2001 11 28  0018   52241    1080    0     4.0     1.2     0.1     4.2     1.8    16.6
2001 11 28  0019   52241    1140    0     4.0     1.4     0.1     4.2     0.9    19.0
2001 11 28  0020   52241    1200    0     4.1     1.2     0.0     4.2     0.4    16.0
2001 11 28  0021   52241    1260    0     4.0     1.3     0.2     4.2     3.3    18.2
2001 11 28  0022   52241    1320    0     4.1     1.2     0.2     4.2     2.4    16.7
2001 11 28  0023   52241    1380    0     4.1     1.3     0.3     4.3     3.8    17.6
2001 11 28  0024   52241    1440    0     4.1     1.2     0.2     4.3     2.6    16.5
2001 11 28  0025   52241    1500    0     4.1     1.3     0.3     4.3     4.6    17.5
2001 11 28  0026   52241    1560    0     4.1     1.3     0.4     4.3     5.4    17.8
2001 11 28  0027   52241    1620    0     4.1     1.3     0.3     4.3     4.3    17.8
2001 11 28  0028   52241    1680    0     4.2     1.2     0.3     4.4     4.2    15.9
2001 11 28  0029   52241    1740    0     4.2     1.2     0.3     4.3     3.4    15.6
2001 11 28  0030   52241    1800    0     4.2     1.1     0.4     4.4     5.6    14.0
2001 11 28  0031   52241    1860    0     4.2     1.0     0.6     4.4     8.2    13.9
2001 11 28  0032   52241    1920    0     4.2     0.8     0.7     4.4     9.5    10.7
2001 11 28  0033   52241    1980    0     4.3     0.7     0.7     4.4     8.7     9.4
2001 11 28  0034   52241    2040    0     4.2     0.9     0.8     4.4    10.8    12.3
2001 11 28  0035   52241    2100    0     4.3     0.6     0.3     4.3     3.6     8.6
2001 11 28  0036   52241    2160    0     4.3     0.6     0.6     4.4     8.2     8.5
2001 11 28  0037   52241    2220    0     4.2     0.8     0.5     4.3     6.2    10.6
2001 11 28  0038   52241    2280    0     4.2     0.8     0.6     4.3     8.3    10.7
2001 11 28  0039   52241    2340    0     4.2     0.9     0.4     4.4     5.3    12.5
2001 11 28  0040   52241    2400    0     4.3     0.9     0.5     4.4     6.4    11.7
2001 11 28  0041   52241    2460    0     4.2     0.9     0.6     4.4     8.2    11.4
2001 11 28  0042   52241    2520    0     4.2     0.9     0.7     4.4     9.3    12.0
2001 11 28  0043   52241    2580    0     4.2     1.0     0.8     4.4    10.5    12.8
2001 11 28  0044   52241    2640    0     4.1     0.9     0.6     4.3     8.5    12.1
2001 11 28  0045   52241    2700    0     4.2     0.8     0.7     4.3     8.9    11.2
2001 11 28  0046   52241    2760    0     4.2     0.8     0.8     4.4    10.8    10.4
2001 11 28  0047   52241    2820    0     4.2     0.8     1.0     4.4    12.7    11.4
2001 11 28  0048   52241    2880    0     4.2     0.9     1.0     4.4    13.0    11.7
