:Data_list: 20030522_ace_mag_1m.txt
:Created: 2003 May 23 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2003 05 22  0000   52781       0    0     2.9    -6.8    -0.9     7.4    -7.1   293.4
2003 05 22  0001   52781      60    0     1.2    -8.9    -4.5    10.0   -26.5   277.8
2003 05 22  0002   52781     120    0     1.3    -9.3    -4.0    10.2   -23.3   278.1
2003 05 22  0003   52781     180    0     2.7    -8.0    -0.9     8.5    -6.4   288.9
2003 05 22  0004   52781     240    0     4.5    -8.3     1.9     9.6    11.3   298.6
2003 05 22  0005   52781     300    0     1.1    -7.6    -5.9     9.7   -37.3   278.5
2003 05 22  0006   52781     360    0    -1.1    -5.7    -8.1     9.9   -54.2   259.1
2003 05 22  0007   52781     420    0     1.1    -7.5    -6.5    10.0   -40.5   278.0
2003 05 22  0008   52781     480    0     2.2    -7.3    -6.3     9.9   -39.7   286.6
2003 05 22  0009   52781     540    0     4.1    -6.7    -5.5     9.6   -34.9   301.5
2003 05 22  0010   52781     600    0     3.2    -6.5    -5.9     9.3   -39.0   295.8
2003 05 22  0011   52781     660    0    -1.7    -8.1    -3.4     8.9   -22.3   258.1
2003 05 22  0012   52781     720    0     0.4    -8.6    -3.7     9.3   -23.4   272.8
2003 05 22  0013   52781     780    0     1.6    -7.8    -4.1     8.9   -27.0   281.8
2003 05 22  0014   52781     840    0     3.2    -6.0    -6.6     9.5   -43.7   298.2
2003 05 22  0015   52781     900    0     1.2    -5.1    -8.1     9.6   -57.1   283.3
2003 05 22  0016   52781     960    0     3.7    -4.9    -5.3     8.1   -40.8   307.2
2003 05 22  0017   52781    1020    0     1.5    -9.5     0.5     9.6     3.2   278.9
2003 05 22  0018   52781    1080    0     2.3    -9.3     1.0     9.7     6.1   284.0
2003 05 22  0019   52781    1140    0     3.7    -7.2     4.4     9.3    28.6   297.2
2003 05 22  0020   52781    1200    0     5.1    -7.2     1.9     9.1    12.0   305.3
2003 05 22  0021   52781    1260    0     3.9    -8.4    -0.6     9.3    -3.8   295.3
2003 05 22  0022   52781    1320    0     3.9    -6.4    -5.9     9.5   -38.6   301.2
2003 05 22  0023   52781    1380    0     3.0    -4.9    -7.0     9.1   -50.5   300.9
2003 05 22  0024   52781    1440    0     2.3    -4.3    -7.2     8.7   -55.7   298.5
2003 05 22  0025   52781    1500    0     3.9    -4.1    -7.1     9.0   -51.4   313.4
2003 05 22  0026   52781    1560    0     3.7    -4.1    -7.4     9.2   -53.1   311.9
2003 05 22  0027   52781    1620    0     4.1    -1.0    -8.0     9.1   -62.3   346.9
2003 05 22  0028   52781    1680    0     4.2    -1.2    -7.2     8.4   -58.8   343.8
2003 05 22  0029   52781    1740    0     3.5    -1.0    -8.3     9.1   -66.3   344.3
2003 05 22  0030   52781    1800    0     3.7    -2.4    -8.0     9.1   -61.4   327.1
2003 05 22  0031   52781    1860    0     7.0    -4.6    -4.0     9.2   -25.4   326.8
2003 05 22  0032   52781    1920    0     6.0    -5.8    -2.0     8.6   -13.5   316.1
2003 05 22  0033   52781    1980    0     2.5    -7.9    -4.0     9.2   -25.6   287.2
2003 05 22  0034   52781    2040    0    -0.3    -7.3    -4.7     8.7   -32.8   267.7
2003 05 22  0035   52781    2100    0    -1.8    -7.2    -5.2     9.0   -35.4   255.9
2003 05 22  0036   52781    2160    0    -2.9    -7.1    -5.6     9.5   -36.2   247.9
2003 05 22  0037   52781    2220    0    -3.5    -8.1    -3.6     9.5   -22.1   246.3
2003 05 22  0038   52781    2280    0    -0.2    -7.3    -5.1     8.9   -35.0   268.5
2003 05 22  0039   52781    2340    0     1.7    -9.0    -3.1     9.7   -18.9   280.9
2003 05 22  0040   52781    2400    0     3.7    -6.8    -4.4     8.9   -29.5   298.7
