:Data_list: 20020908_ace_epam_5m.txt
:Created: 2002 Sep 09 0012 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
# Note: 2002 Mar 18: First Proton channel changed from 47-65 to 65-112keV.
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux --------------------------- 
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S   65-112   112-187   310-580   761-1220 060-1910   Ratio
#-------------------------------------------------------------------------------------------------------------------
2002 09 08  0000   52525       0  0  2.12e+04  2.70e+02  0  1.27e+05  7.42e+04  9.13e+03  2.69e+03  8.47e+02   0.14
2002 09 08  0005   52525     300  0  2.11e+04  2.81e+02  0  1.28e+05  7.44e+04  9.04e+03  2.65e+03  8.28e+02   0.15
2002 09 08  0010   52525     600  0  2.20e+04  2.79e+02  0  1.26e+05  7.25e+04  9.34e+03  2.83e+03  8.60e+02   0.18
2002 09 08  0015   52525     900  0  1.95e+04  2.61e+02  0  1.24e+05  7.16e+04  8.50e+03  2.57e+03  7.89e+02   0.18
2002 09 08  0020   52525    1200  0  2.14e+04  2.68e+02  0  1.19e+05  7.00e+04  9.19e+03  2.75e+03  8.52e+02   0.15
2002 09 08  0025   52525    1500  0  2.21e+04  2.92e+02  0  1.24e+05  7.16e+04  9.22e+03  2.84e+03  8.59e+02   0.20
2002 09 08  0030   52525    1800  0  2.18e+04  2.91e+02  0  1.21e+05  7.04e+04  9.16e+03  2.80e+03  8.60e+02   0.16
2002 09 08  0035   52525    2100  0  2.16e+04  2.89e+02  0  1.24e+05  7.20e+04  9.42e+03  2.85e+03  8.41e+02   0.16
2002 09 08  0040   52525    2400  0  2.22e+04  2.96e+02  0  1.25e+05  7.25e+04  9.87e+03  2.94e+03  8.82e+02   0.12
2002 09 08  0045   52525    2700  0  2.22e+04  3.04e+02  0  1.22e+05  7.09e+04  9.97e+03  2.94e+03  8.94e+02   0.13
