:Data_list: 20050621_ace_mag_1m.txt
:Created: 2005 Jun 22 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 06 21  0000   53542       0    0     0.3     1.6     2.0     2.6    52.1    80.8
2005 06 21  0001   53542      60    0     0.4     1.7     1.8     2.6    45.6    78.1
2005 06 21  0002   53542     120    0     0.3     1.8     1.8     2.6    44.1    80.0
2005 06 21  0003   53542     180    0     0.3     1.7     2.1     2.7    50.0    80.4
2005 06 21  0004   53542     240    0     0.3     1.7     1.9     2.6    48.9    80.4
2005 06 21  0005   53542     300    0     0.2     1.9     1.9     2.7    45.2    84.6
2005 06 21  0006   53542     360    0     0.1     1.8     2.0     2.7    49.0    85.8
2005 06 21  0007   53542     420    0     0.2     1.0     2.1     2.4    65.0    76.8
2005 06 21  0008   53542     480    0     0.2     1.3     2.0     2.4    57.0    82.6
2005 06 21  0009   53542     540    0     0.2     1.5     1.9     2.4    52.5    81.9
2005 06 21  0010   53542     600    0     0.3     1.5     1.9     2.4    51.9    77.0
2005 06 21  0011   53542     660    0     0.4     1.4     1.8     2.3    49.8    73.0
2005 06 21  0012   53542     720    0     0.7     1.3     1.7     2.2    48.3    60.3
2005 06 21  0013   53542     780    0     0.7     1.2     1.7     2.2    50.1    60.9
2005 06 21  0014   53542     840    0     0.9     1.3     1.3     2.1    39.9    54.8
2005 06 21  0015   53542     900    0     0.4     1.1     1.8     2.1    57.0    70.6
2005 06 21  0016   53542     960    0    -0.3     1.5     1.7     2.3    48.2   100.7
2005 06 21  0017   53542    1020    0    -0.9     1.4     1.7     2.4    44.8   123.2
2005 06 21  0018   53542    1080    0    -1.3     1.2     1.6     2.4    42.7   135.9
2005 06 21  0019   53542    1140    0    -0.8     1.0     1.9     2.3    55.2   129.0
2005 06 21  0020   53542    1200    0    -1.0     0.9     1.9     2.3    55.2   140.4
2005 06 21  0021   53542    1260    0    -0.6     1.1     1.9     2.3    57.5   118.1
2005 06 21  0022   53542    1320    0    -0.6     1.5     1.7     2.3    46.3   113.4
2005 06 21  0023   53542    1380    0    -0.3     1.8     1.3     2.2    35.3    98.5
2005 06 21  0024   53542    1440    0    -0.0     1.4     1.2     1.9    39.9    91.1
2005 06 21  0025   53542    1500    0     0.3     1.0     2.1     2.3    62.5    76.0
