:Data_list: 20011229_ace_mag_1m.txt
:Created: 2001 Dec 30 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2001 12 29  0000   52272       0    0     3.5     2.7     1.2     4.6    15.4    37.9
2001 12 29  0001   52272      60    0     3.4     2.6     1.4     4.5    17.5    37.3
2001 12 29  0002   52272     120    0     3.7     2.7     1.5     4.8    18.1    36.2
2001 12 29  0003   52272     180    0     3.8     2.7     1.6     4.9    18.9    36.0
2001 12 29  0004   52272     240    0     3.6     2.6     1.7     4.8    21.4    35.4
2001 12 29  0005   52272     300    0     3.7     2.5     1.6     4.8    20.1    34.4
2001 12 29  0006   52272     360    0     3.8     2.5     1.7     4.9    21.0    33.5
2001 12 29  0007   52272     420    0     3.7     2.4     1.8     4.8    22.0    33.0
2001 12 29  0008   52272     480    0     3.6     2.1     2.5     4.9    31.4    30.3
2001 12 29  0009   52272     540    0     3.7     2.5     1.8     4.8    21.9    34.6
2001 12 29  0010   52272     600    0     3.8     2.6     1.5     4.8    18.0    34.3
2001 12 29  0011   52272     660    0     3.7     3.0     0.8     4.8     8.9    39.1
2001 12 29  0012   52272     720    0     3.6     3.1     0.7     4.8     8.4    40.2
2001 12 29  0013   52272     780    0     3.7     2.9     0.9     4.8    10.7    38.2
2001 12 29  0014   52272     840    0     3.8     2.3     2.1     4.9    25.5    30.6
2001 12 29  0015   52272     900    0     4.0     0.6     4.8     6.2    49.9     8.3
2001 12 29  0016   52272     960    0     3.8     0.5     4.9     6.2    51.9     6.8
2001 12 29  0017   52272    1020    0     4.0     0.6     4.9     6.3    50.4     8.9
