:Data_list: 20060504_ace_mag_1m.txt
:Created: 2006 May 05 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2006 05 04  0000   53859       0    0     2.0    -7.0     3.0     7.9    22.4   286.2
2006 05 04  0001   53859      60    0     1.8    -7.2     2.8     7.9    21.0   283.9
2006 05 04  0002   53859     120    0     2.0    -6.9     3.1     7.8    23.7   286.4
2006 05 04  0003   53859     180    0     2.1    -6.7     3.3     7.8    24.9   287.1
2006 05 04  0004   53859     240    0     2.4    -6.5     3.6     7.8    27.6   290.1
2006 05 04  0005   53859     300    0     1.9    -6.9     3.3     7.9    24.7   285.2
2006 05 04  0006   53859     360    0     1.4    -7.4     3.2     8.1    22.8   280.8
2006 05 04  0007   53859     420    0     1.3    -7.3     3.2     8.0    23.4   280.0
2006 05 04  0008   53859     480    0     1.2    -7.4     2.8     8.0    20.3   279.1
2006 05 04  0009   53859     540    0     1.6    -7.0     3.4     8.0    25.6   282.8
2006 05 04  0010   53859     600    0     1.6    -6.5     4.3     8.0    32.9   283.7
2006 05 04  0011   53859     660    0     1.9    -6.5     4.1     7.9    31.1   285.9
2006 05 04  0012   53859     720    0     2.1    -6.0     4.8     8.0    36.9   289.5
2006 05 04  0013   53859     780    0     2.6    -5.8     4.8     8.0    36.8   293.9
2006 05 04  0014   53859     840    0     2.7    -5.8     4.8     8.0    36.8   295.0
2006 05 04  0015   53859     900    0     2.3    -6.1     4.5     8.0    34.7   291.0
2006 05 04  0016   53859     960    0     2.5    -5.8     5.0     8.1    38.7   293.6
2006 05 04  0017   53859    1020    0     2.9    -5.4     5.7     8.4    42.8   297.9
2006 05 04  0018   53859    1080    0     3.1    -5.1     5.8     8.3    44.4   301.6
2006 05 04  0019   53859    1140    0     2.8    -5.6     5.2     8.1    39.5   296.8
2006 05 04  0020   53859    1200    0     2.1    -6.2     4.7     8.0    35.6   289.2
2006 05 04  0021   53859    1260    0     2.4    -6.2     4.5     8.0    34.0   290.8
2006 05 04  0022   53859    1320    0     2.5    -6.3     4.2     8.0    32.1   291.4
2006 05 04  0023   53859    1380    0     2.2    -6.3     4.2     7.9    32.1   289.6
2006 05 04  0024   53859    1440    0     2.4    -6.7     3.2     7.8    24.0   289.5
2006 05 04  0025   53859    1500    0     2.6    -6.7     2.8     7.7    21.4   291.6
2006 05 04  0026   53859    1560    0     2.1    -6.6     3.7     7.9    28.3   287.3
2006 05 04  0027   53859    1620    0     2.3    -6.1     4.4     7.9    34.2   290.8
2006 05 04  0028   53859    1680    0     2.4    -5.6     5.1     8.0    39.5   293.2
2006 05 04  0029   53859    1740    0     2.5    -5.9     4.4     7.8    34.7   292.9
2006 05 04  0030   53859    1800    0     2.5    -6.0     4.0     7.6    31.5   292.3
2006 05 04  0031   53859    1860    0     2.5    -6.2     3.4     7.5    27.2   291.9
2006 05 04  0032   53859    1920    0     2.8    -6.3     2.8     7.4    22.0   294.1
2006 05 04  0033   53859    1980    0     3.1    -6.5     1.9     7.4    14.8   295.3
2006 05 04  0034   53859    2040    0     3.6    -6.3     1.0     7.3     7.9   299.9
2006 05 04  0035   53859    2100    0     3.5    -6.8     1.4     7.7    10.8   297.1
2006 05 04  0036   53859    2160    0     3.8    -6.6     1.0     7.7     7.8   300.1
2006 05 04  0037   53859    2220    0     4.0    -6.5     1.4     7.8    10.7   301.9
2006 05 04  0038   53859    2280    0     4.7    -5.7     2.5     7.8    18.8   309.7
2006 05 04  0039   53859    2340    0     4.7    -4.9     3.6     7.6    27.8   313.8
2006 05 04  0040   53859    2400    0     5.0    -4.7     3.4     7.6    26.4   316.6
2006 05 04  0041   53859    2460    0     4.7    -4.9     3.5     7.6    27.1   313.6
2006 05 04  0042   53859    2520    0     4.6    -5.2     3.4     7.7    25.8   311.3
2006 05 04  0043   53859    2580    0     4.7    -5.6     2.6     7.8    19.8   310.3
2006 05 04  0044   53859    2640    0     4.5    -5.5     3.2     7.8    24.2   309.3
2006 05 04  0045   53859    2700    0     4.4    -5.7     3.2     7.8    24.3   307.7
2006 05 04  0046   53859    2760    0     4.3    -5.9     3.0     7.9    22.4   305.6
2006 05 04  0047   53859    2820    0     4.1    -6.0     2.9     7.9    21.6   304.1
2006 05 04  0048   53859    2880    0     4.1    -6.0     2.9     7.8    21.5   304.0
2006 05 04  0049   53859    2940    0     1.5    -5.2     5.0     7.4    43.1   286.6
2006 05 04  0050   53859    3000    0     2.2    -5.4     4.4     7.3    37.3   292.0
2006 05 04  0051   53859    3060    0     2.9    -5.9     3.2     7.3    26.1   296.4
2006 05 04  0052   53859    3120    0     2.0    -6.3     3.2     7.4    25.6   287.1
2006 05 04  0053   53859    3180    0     2.5    -5.4     3.6     6.9    31.3   294.9
2006 05 04  0054   53859    3240    0     2.7    -4.9     3.9     6.8    34.7   298.3
2006 05 04  0055   53859    3300    0     2.3    -5.6     3.5     7.1    30.2   292.5
2006 05 04  0056   53859    3360    0     3.8    -6.5     0.7     7.5     5.6   300.5
2006 05 04  0057   53859    3420    0     4.0    -6.4     0.0     7.5     0.2   301.7
2006 05 04  0058   53859    3480    0     4.5    -6.1    -0.6     7.6    -4.8   306.1
2006 05 04  0059   53859    3540    0     4.4    -4.7     2.8     7.0    23.9   313.3
2006 05 04  0100   53859    3600    0     4.7    -5.1     2.7     7.5    21.1   312.9
2006 05 04  0101   53859    3660    0     5.2    -4.9     2.5     7.6    19.1   316.8
2006 05 04  0102   53859    3720    0     5.4    -5.2     1.5     7.7    11.4   316.0
2006 05 04  0103   53859    3780    0     5.7    -4.8     1.6     7.6    12.4   319.8
2006 05 04  0104   53859    3840    0     5.9    -4.1     2.6     7.6    19.7   324.8
2006 05 04  0105   53859    3900    0     5.8    -4.4     2.6     7.7    20.0   322.9
2006 05 04  0106   53859    3960    0     6.0    -4.0     2.3     7.6    17.8   326.1
2006 05 04  0107   53859    4020    0     6.0    -3.6     2.7     7.6    21.2   328.8
2006 05 04  0108   53859    4080    0     5.0    -3.6     4.7     7.8    37.3   324.1
2006 05 04  0109   53859    4140    0     5.5    -3.7     3.9     7.7    30.6   326.0
2006 05 04  0110   53859    4200    0     6.4    -3.2     3.2     7.8    24.3   333.1
2006 05 04  0111   53859    4260    0     6.4    -3.1     3.3     7.8    24.6   334.5
2006 05 04  0112   53859    4320    0     6.7    -3.0     2.9     7.9    21.9   335.6
2006 05 04  0113   53859    4380    0     6.8    -2.5     3.0     7.9    22.7   340.0
2006 05 04  0114   53859    4440    0     6.9    -2.2     3.1     7.9    23.2   342.1
2006 05 04  0115   53859    4500    0     7.1    -2.4     2.7     8.0    19.7   341.5
2006 05 04  0116   53859    4560    0     6.4    -4.5     1.1     7.9     8.1   325.2
2006 05 04  0117   53859    4620    0     4.3    -6.6    -1.6     8.1   -11.6   303.2
2006 05 04  0118   53859    4680    0     4.0    -7.0    -1.4     8.2    -9.6   299.5
2006 05 04  0119   53859    4740    0     3.5    -7.3    -1.2     8.2    -8.4   295.5
2006 05 04  0120   53859    4800    0     4.5    -6.7    -0.3     8.1    -2.4   303.6
2006 05 04  0121   53859    4860    0     5.1    -5.9     0.4     7.8     2.6   310.4
2006 05 04  0122   53859    4920    0     5.6    -4.9     2.1     7.7    15.6   318.9
2006 05 04  0123   53859    4980    0     5.3    -5.7     0.6     7.8     4.6   312.6
2006 05 04  0124   53859    5040    0     5.3    -5.9    -0.4     8.0    -2.5   311.7
2006 05 04  0125   53859    5100    0     5.9    -5.1     1.1     7.9     8.2   319.5
2006 05 04  0126   53859    5160    0     5.8    -5.6     0.5     8.0     3.5   315.9
2006 05 04  0127   53859    5220    0     5.9    -5.5    -0.1     8.1    -0.6   316.9
2006 05 04  0128   53859    5280    0     6.3    -5.2     0.4     8.2     3.1   320.4
2006 05 04  0129   53859    5340    0     6.2    -5.4    -0.1     8.2    -0.6   318.8
2006 05 04  0130   53859    5400    0     6.2    -5.4    -0.6     8.2    -4.0   318.8
2006 05 04  0131   53859    5460    0     6.2    -5.4    -0.5     8.2    -3.2   318.9
2006 05 04  0132   53859    5520    0     6.2    -5.3    -0.8     8.2    -5.4   319.7
2006 05 04  0133   53859    5580    0     6.1    -5.3    -1.3     8.2    -8.8   318.8
2006 05 04  0134   53859    5640    0     6.4    -5.0    -0.5     8.2    -3.3   322.3
2006 05 04  0135   53859    5700    0     6.2    -5.3    -0.7     8.2    -4.6   319.7
2006 05 04  0136   53859    5760    0     6.5    -4.7    -0.4     8.1    -2.7   324.1
2006 05 04  0137   53859    5820    0     6.4    -5.0    -0.5     8.2    -3.2   322.1
2006 05 04  0138   53859    5880    0     6.6    -4.7    -0.9     8.2    -6.1   324.9
2006 05 04  0139   53859    5940    0     6.6    -4.7    -1.2     8.2    -8.7   324.3
2006 05 04  0140   53859    6000    0     6.7    -4.6    -1.3     8.2    -8.8   325.2
2006 05 04  0141   53859    6060    0     6.2    -5.3    -0.7     8.2    -4.7   319.5
2006 05 04  0142   53859    6120    0     6.1    -5.1    -1.1     8.0    -7.9   319.8
2006 05 04  0143   53859    6180    0     5.9    -5.2    -0.9     8.0    -6.8   318.7
2006 05 04  0144   53859    6240    0     5.9    -4.8    -1.3     7.7    -9.7   320.9
2006 05 04  0145   53859    6300    0     5.7    -4.7    -1.7     7.6   -12.9   320.5
2006 05 04  0146   53859    6360    0     5.1    -5.4    -1.9     7.6   -14.5   313.2
2006 05 04  0147   53859    6420    0     5.3    -5.2    -1.8     7.7   -13.6   315.4
2006 05 04  0148   53859    6480    0     6.1    -4.9    -0.8     7.9    -5.8   321.7
2006 05 04  0149   53859    6540    0     6.6    -4.0    -0.3     7.8    -1.9   328.9
2006 05 04  0150   53859    6600    0     6.7    -3.8    -0.2     7.7    -1.4   330.4
2006 05 04  0151   53859    6660    0     6.4    -4.3    -0.2     7.7    -1.1   325.8
2006 05 04  0152   53859    6720    0     6.5    -4.0    -0.7     7.7    -5.4   328.1
2006 05 04  0153   53859    6780    0     6.7    -4.0    -1.1     7.9    -8.1   329.2
2006 05 04  0154   53859    6840    0     6.7    -3.9    -1.6     7.9   -11.5   329.7
2006 05 04  0155   53859    6900    0     6.8    -3.4    -2.0     7.9   -14.7   333.2
2006 05 04  0156   53859    6960    0     6.5    -3.6    -2.1     7.8   -15.4   330.8
2006 05 04  0157   53859    7020    0     6.1    -3.8    -2.7     7.7   -20.3   328.3
2006 05 04  0158   53859    7080    0     5.7    -4.3    -2.8     7.7   -21.1   323.3
2006 05 04  0159   53859    7140    0     4.8    -5.3    -3.1     7.8   -23.3   312.3
2006 05 04  0200   53859    7200    0     5.2    -4.7    -3.5     7.8   -26.6   317.8
2006 05 04  0201   53859    7260    0     5.9    -3.6    -3.8     7.9   -29.1   328.3
2006 05 04  0202   53859    7320    0     5.7    -3.3    -3.8     7.6   -29.9   329.5
2006 05 04  0203   53859    7380    0     5.9    -3.9    -3.4     7.8   -25.9   326.6
2006 05 04  0204   53859    7440    0     5.8    -4.1    -3.2     7.7   -24.3   324.7
2006 05 04  0205   53859    7500    0     5.6    -4.7    -2.8     7.8   -20.7   320.1
2006 05 04  0206   53859    7560    0     5.5    -3.8    -4.0     7.8   -30.9   325.6
2006 05 04  0207   53859    7620    0     5.4    -4.0    -3.4     7.5   -26.4   323.6
2006 05 04  0208   53859    7680    0     5.0    -5.5     0.3     7.5     2.0   312.0
2006 05 04  0209   53859    7740    0     5.0    -5.9     0.3     7.8     2.0   310.2
2006 05 04  0210   53859    7800    0     5.4    -5.4    -1.0     7.7    -7.2   314.9
2006 05 04  0211   53859    7860    0     5.4    -5.4    -0.9     7.7    -6.4   314.7
2006 05 04  0212   53859    7920    0     5.0    -5.8    -0.3     7.7    -2.1   310.9
2006 05 04  0213   53859    7980    0     5.6    -5.2     0.4     7.7     3.1   316.9
2006 05 04  0214   53859    8040    0     5.4    -5.3     0.3     7.6     1.9   315.5
2006 05 04  0215   53859    8100    0     5.2    -5.4     0.6     7.5     4.4   313.6
2006 05 04  0216   53859    8160    0     5.4    -3.8     3.4     7.4    27.5   325.4
2006 05 04  0217   53859    8220    0     4.9    -2.6     5.8     8.1    46.1   332.0
2006 05 04  0218   53859    8280    0     4.9    -2.7     5.8     8.1    46.0   331.3
2006 05 04  0219   53859    8340    0     5.0    -2.8     5.7     8.1    44.8   330.8
2006 05 04  0220   53859    8400    0     5.2    -2.9     5.4     8.1    42.3   330.4
2006 05 04  0221   53859    8460    0     5.2    -3.3     5.2     8.1    39.9   327.4
2006 05 04  0222   53859    8520    0     5.6    -3.9     4.3     8.0    32.0   325.1
2006 05 04  0223   53859    8580    0     5.6    -3.8     4.3     8.0    32.3   325.3
2006 05 04  0224   53859    8640    0     5.6    -4.4     3.7     8.0    27.5   322.1
2006 05 04  0225   53859    8700    0     5.6    -4.6     3.6     8.1    26.2   320.9
2006 05 04  0226   53859    8760    0     5.8    -4.5     3.6     8.1    25.9   322.2
2006 05 04  0227   53859    8820    0     5.9    -4.5     3.6     8.2    26.3   322.7
2006 05 04  0228   53859    8880    0     5.1    -5.9     2.1     8.1    15.4   311.0
2006 05 04  0229   53859    8940    0     5.5    -4.5     3.8     8.1    28.0   320.9
2006 05 04  0230   53859    9000    0     5.9    -3.9     4.0     8.1    29.5   326.4
2006 05 04  0231   53859    9060    0     5.9    -3.9     3.8     8.1    28.3   326.6
2006 05 04  0232   53859    9120    0     5.8    -4.1     3.8     8.1    28.4   324.8
2006 05 04  0233   53859    9180    0     5.8    -4.1     3.9     8.1    28.5   325.2
2006 05 04  0234   53859    9240    0     5.8    -3.9     4.0     8.1    29.6   325.7
2006 05 04  0235   53859    9300    0     6.1    -3.8     3.7     8.1    27.5   327.8
2006 05 04  0236   53859    9360    0     6.1    -3.3     4.0     8.0    29.5   331.8
2006 05 04  0237   53859    9420    0     6.0    -4.1     3.5     8.1    25.5   325.6
2006 05 04  0238   53859    9480    0     6.1    -3.7     3.8     8.1    27.7   328.6
2006 05 04  0239   53859    9540    0     6.2    -3.6     3.8     8.1    27.8   330.2
2006 05 04  0240   53859    9600    0     6.2    -4.3     3.1     8.1    22.3   325.0
2006 05 04  0241   53859    9660    0     6.3    -4.0     3.2     8.2    23.1   327.7
2006 05 04  0242   53859    9720    0     6.3    -4.0     3.4     8.2    24.7   327.4
2006 05 04  0243   53859    9780    0     6.2    -4.1     3.4     8.2    24.6   326.8
2006 05 04  0244   53859    9840    0     6.4    -3.8     3.2     8.1    23.6   329.6
2006 05 04  0245   53859    9900    0     6.4    -3.8     3.3     8.1    23.6   329.6
2006 05 04  0246   53859    9960    0     6.2    -4.2     3.3     8.2    23.8   325.7
2006 05 04  0247   53859   10020    0     5.6    -5.1     3.3     8.2    23.4   317.5
2006 05 04  0248   53859   10080    0     5.6    -5.2     3.1     8.2    21.9   316.9
2006 05 04  0249   53859   10140    0     5.5    -5.4     2.9     8.2    20.4   315.1
2006 05 04  0250   53859   10200    0     5.8    -5.2     2.6     8.2    18.6   318.1
2006 05 04  0251   53859   10260    0     5.9    -5.0     2.6     8.2    18.7   319.7
2006 05 04  0252   53859   10320    0     5.7    -5.3     2.7     8.2    19.0   317.1
2006 05 04  0253   53859   10380    0     5.9    -5.4     2.4     8.3    16.5   317.6
2006 05 04  0254   53859   10440    0     5.6    -5.6     2.5     8.3    17.7   315.0
2006 05 04  0255   53859   10500    0     5.8    -5.3     2.6     8.3    18.0   317.6
2006 05 04  0256   53859   10560    0     5.8    -5.2     2.8     8.3    19.9   317.8
2006 05 04  0257   53859   10620    0     5.8    -5.6     2.0     8.3    13.6   315.8
2006 05 04  0258   53859   10680    0     6.1    -5.1     2.2     8.3    15.5   320.5
2006 05 04  0259   53859   10740    0     5.9    -5.3     2.3     8.2    16.0   318.0
2006 05 04  0300   53859   10800    0     5.9    -5.3     2.2     8.2    15.3   317.8
2006 05 04  0301   53859   10860    0     7.1    -3.8     1.0     8.2     7.4   332.0
2006 05 04  0302   53859   10920    0     6.1    -5.2     1.1     8.1     8.0   319.7
2006 05 04  0303   53859   10980    0     5.9    -4.3     3.6     8.1    26.3   324.1
2006 05 04  0304   53859   11040    0     5.6    -5.5     2.2     8.1    15.6   315.5
2006 05 04  0305   53859   11100    0     5.4    -6.0     1.4     8.2     9.8   311.8
