:Data_list: 20080829_ace_mag_1m.txt
:Created: 2008 Aug 30 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 08 29  0000   54707       0    0     1.7    -3.5    -2.3     4.5   -30.9   295.9
2008 08 29  0001   54707      60    0     1.7    -3.5    -2.3     4.5   -31.4   296.1
2008 08 29  0002   54707     120    0     1.5    -3.5    -2.3     4.4   -31.7   292.8
2008 08 29  0003   54707     180    0     2.1    -3.2    -2.0     4.3   -27.5   303.8
2008 08 29  0004   54707     240    0     2.0    -3.1    -2.2     4.3   -30.6   302.4
2008 08 29  0005   54707     300    0     2.2    -3.0    -2.0     4.3   -27.7   306.4
2008 08 29  0006   54707     360    0     2.4    -3.0    -1.8     4.2   -25.9   308.4
2008 08 29  0007   54707     420    0     2.3    -3.0    -1.9     4.2   -27.4   307.6
2008 08 29  0008   54707     480    0     2.4    -2.8    -2.0     4.2   -28.7   310.8
2008 08 29  0009   54707     540    0     2.4    -2.6    -2.2     4.2   -31.7   313.2
2008 08 29  0010   54707     600    0     2.7    -2.5    -2.2     4.2   -30.6   317.9
2008 08 29  0011   54707     660    0     2.6    -2.9    -1.5     4.2   -21.3   311.4
2008 08 29  0012   54707     720    0     2.2    -2.8    -2.3     4.2   -32.7   307.3
2008 08 29  0013   54707     780    0     2.1    -3.0    -2.3     4.3   -32.2   304.9
2008 08 29  0014   54707     840    0     2.0    -3.2    -2.0     4.3   -27.7   302.2
2008 08 29  0015   54707     900    0     2.2    -3.1    -2.1     4.3   -29.2   304.9
2008 08 29  0016   54707     960    0     2.1    -3.2    -2.0     4.3   -27.7   302.9
2008 08 29  0017   54707    1020    0     2.0    -3.1    -2.1     4.2   -29.1   303.1
2008 08 29  0018   54707    1080    0     1.9    -3.1    -1.7     4.0   -25.1   301.1
2008 08 29  0019   54707    1140    0     1.8    -3.0    -1.8     3.9   -27.1   301.7
2008 08 29  0020   54707    1200    0     1.9    -2.8    -2.0     4.0   -30.7   304.2
2008 08 29  0021   54707    1260    0     2.0    -3.0    -1.7     4.0   -25.5   303.5
2008 08 29  0022   54707    1320    0     2.0    -2.9    -1.9     4.0   -27.7   304.1
2008 08 29  0023   54707    1380    0     1.9    -3.0    -2.0     4.0   -28.9   303.2
2008 08 29  0024   54707    1440    0     1.9    -2.8    -2.2     4.0   -32.4   304.9
2008 08 29  0025   54707    1500    0     1.7    -3.2    -1.6     3.9   -23.7   298.5
2008 08 29  0026   54707    1560    0     2.1    -2.8    -1.8     3.9   -27.4   306.5
2008 08 29  0027   54707    1620    0     1.5    -3.6    -1.2     4.1   -17.3   293.4
2008 08 29  0028   54707    1680    0     1.3    -3.9    -0.7     4.2    -9.9   288.6
2008 08 29  0029   54707    1740    0     1.8    -3.5    -1.0     4.0   -13.8   297.1
2008 08 29  0030   54707    1800    0     1.9    -3.4    -1.2     4.1   -17.4   298.2
2008 08 29  0031   54707    1860    0     2.0    -3.3    -1.2     4.0   -18.0   301.8
2008 08 29  0032   54707    1920    0     1.9    -3.4    -1.0     4.1   -15.0   298.4
2008 08 29  0033   54707    1980    0     2.2    -3.0    -1.3     4.0   -18.6   306.4
2008 08 29  0034   54707    2040    0     2.4    -3.1    -1.2     4.1   -17.1   307.1
2008 08 29  0035   54707    2100    0     2.6    -3.0    -1.2     4.2   -16.3   310.3
2008 08 29  0036   54707    2160    0     2.3    -3.4    -0.9     4.2   -12.4   304.2
2008 08 29  0037   54707    2220    0     2.5    -3.3    -0.9     4.3   -12.3   306.9
2008 08 29  0038   54707    2280    0     2.4    -3.4    -0.9     4.3   -12.5   305.9
