:Data_list: 20080923_ace_mag_1m.txt
:Created: 2008 Sep 24 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 09 23  0000   54732       0    0     2.7    -2.9     1.7     4.3    23.2   313.2
2008 09 23  0001   54732      60    0     2.4    -3.1     1.9     4.4    26.2   308.3
2008 09 23  0002   54732     120    0     2.5    -3.3     1.4     4.3    18.7   307.2
2008 09 23  0003   54732     180    0     2.8    -2.9     1.7     4.4    23.2   314.3
2008 09 23  0004   54732     240    0     2.9    -2.8     1.8     4.4    24.5   315.3
2008 09 23  0005   54732     300    0     2.8    -2.9     1.5     4.4    20.7   314.0
2008 09 23  0006   54732     360    0     2.7    -2.9     1.6     4.3    22.0   312.6
2008 09 23  0007   54732     420    0     3.1    -2.7     1.4     4.3    18.7   318.3
2008 09 23  0008   54732     480    0     3.1    -2.5     1.6     4.3    21.7   320.4
2008 09 23  0009   54732     540    0     3.5    -1.7     1.8     4.3    24.3   333.5
2008 09 23  0010   54732     600    0     3.6    -1.7     1.7     4.3    22.8   335.2
2008 09 23  0011   54732     660    0     3.7    -1.9     1.4     4.4    18.3   332.7
2008 09 23  0012   54732     720    0     3.7    -2.0     1.4     4.4    18.4   331.5
2008 09 23  0013   54732     780    0     3.7    -1.8     1.5     4.4    20.0   333.9
2008 09 23  0014   54732     840    0     3.5    -2.3     1.4     4.4    17.8   327.2
2008 09 23  0015   54732     900    0     3.4    -2.7     1.2     4.5    15.3   321.4
2008 09 23  0016   54732     960    0     3.4    -2.5     1.2     4.4    16.1   323.3
2008 09 23  0017   54732    1020    0     3.5    -2.6     1.2     4.5    15.7   323.2
2008 09 23  0018   54732    1080    0     3.4    -2.7     1.3     4.5    16.5   322.1
2008 09 23  0019   54732    1140    0     3.5    -2.6     1.1     4.5    14.2   322.5
2008 09 23  0020   54732    1200    0     3.5    -2.6     1.3     4.5    16.2   323.1
2008 09 23  0021   54732    1260    0     3.4    -2.6     1.2     4.5    15.9   322.2
2008 09 23  0022   54732    1320    0     3.5    -2.3     1.4     4.4    18.9   326.2
2008 09 23  0023   54732    1380    0     3.3    -2.8     1.3     4.5    17.5   319.8
2008 09 23  0024   54732    1440    0     3.4    -2.9     0.6     4.5     7.7   320.0
2008 09 23  0025   54732    1500    0     3.4    -3.0     0.6     4.5     7.3   318.4
2008 09 23  0026   54732    1560    0     3.4    -3.0    -0.3     4.5    -3.5   318.8
2008 09 23  0027   54732    1620    0     3.5    -2.7     0.4     4.4     4.9   322.0
2008 09 23  0028   54732    1680    0     3.8    -2.2     1.2     4.5    15.8   329.6
2008 09 23  0029   54732    1740    0     3.6    -2.7     1.0     4.6    12.4   322.6
2008 09 23  0030   54732    1800    0     3.6    -2.6     1.3     4.6    16.1   324.0
2008 09 23  0031   54732    1860    0     3.7    -2.6     1.2     4.6    14.7   324.5
2008 09 23  0032   54732    1920    0     3.7    -2.6     1.1     4.6    14.1   324.9
2008 09 23  0033   54732    1980    0     3.6    -2.7     1.2     4.6    14.6   323.3
2008 09 23  0034   54732    2040    0     3.4    -2.7     1.5     4.6    18.3   321.6
2008 09 23  0035   54732    2100    0     3.6    -2.6     1.3     4.6    15.9   323.5
2008 09 23  0036   54732    2160    0     3.6    -2.4     1.1     4.5    13.9   326.1
2008 09 23  0037   54732    2220    0     3.6    -2.5     1.0     4.5    13.0   325.5
2008 09 23  0038   54732    2280    0     3.7    -2.4     1.0     4.5    12.9   326.8
2008 09 23  0039   54732    2340    0     3.5    -2.6     1.2     4.5    15.6   324.1
2008 09 23  0040   54732    2400    0     3.6    -2.7     1.1     4.6    14.4   323.1
2008 09 23  0041   54732    2460    0     3.5    -2.7     1.3     4.6    16.0   322.8
2008 09 23  0042   54732    2520    0     3.6    -2.4     1.3     4.6    16.9   326.0
2008 09 23  0043   54732    2580    0     3.9    -2.2     1.3     4.6    16.4   330.7
2008 09 23  0044   54732    2640    0     3.8    -2.5     0.9     4.6    11.4   326.2
2008 09 23  0045   54732    2700    0     3.5    -2.9     0.8     4.6     9.5   319.7
2008 09 23  0046   54732    2760    0     3.3    -3.2     0.8     4.6     9.5   316.1
2008 09 23  0047   54732    2820    0     3.4    -3.0     1.0     4.6    11.9   317.9
2008 09 23  0048   54732    2880    0     3.3    -2.9     1.1     4.6    14.0   318.5
2008 09 23  0049   54732    2940    0     3.3    -3.0     0.9     4.6    11.4   318.2
2008 09 23  0050   54732    3000    0     3.4    -2.9     0.9     4.6    11.5   319.2
