:Data_list: 20020604_ace_mag_1m.txt
:Created: 2002 Jun 05 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 06 04  0000   52429       0    0     2.8    -2.9    -5.1     6.5   -51.9   314.2
2002 06 04  0001   52429      60    0     1.7    -4.5    -5.0     6.9   -45.8   290.6
2002 06 04  0002   52429     120    0     2.1    -4.6    -4.8     7.0   -43.9   294.4
2002 06 04  0003   52429     180    0     2.3    -4.7    -4.5     6.9   -40.9   296.3
2002 06 04  0004   52429     240    0     2.6    -4.4    -4.5     6.8   -41.0   300.4
2002 06 04  0005   52429     300    0     2.3    -4.3    -4.9     6.9   -45.2   298.1
2002 06 04  0006   52429     360    0     2.1    -4.2    -5.0     6.8   -46.5   296.2
2002 06 04  0007   52429     420    0     1.0    -5.2    -4.8     7.1   -42.2   280.6
2002 06 04  0008   52429     480    0     1.5    -5.1    -4.4     6.9   -39.8   286.6
2002 06 04  0009   52429     540    0     1.8    -4.4    -4.9     6.8   -46.1   291.9
2002 06 04  0010   52429     600    0     1.9    -4.7    -4.4     6.7   -40.9   291.8
2002 06 04  0011   52429     660    0     1.5    -4.1    -5.3     6.8   -50.3   290.0
2002 06 04  0012   52429     720    0     2.5    -4.8    -3.4     6.4   -32.2   297.5
2002 06 04  0013   52429     780    0     2.2    -4.6    -3.9     6.5   -37.6   295.9
2002 06 04  0014   52429     840    0     2.2    -4.3    -4.3     6.5   -41.8   296.5
2002 06 04  0015   52429     900    0     2.8    -4.6    -3.4     6.3   -32.1   301.7
