:Data_list: 20050414_ace_mag_1m.txt
:Created: 2005 Apr 15 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 04 14  0000   53474       0    0     3.6     1.9     3.7     5.5    42.2    28.1
2005 04 14  0001   53474      60    0     4.1     1.9     3.1     5.4    34.5    25.1
2005 04 14  0002   53474     120    0     4.3     1.0     3.4     5.5    37.2    13.3
2005 04 14  0003   53474     180    0     3.9     1.3     3.9     5.7    43.2    17.9
2005 04 14  0004   53474     240    0     3.8     1.6     3.8     5.6    43.1    22.9
2005 04 14  0005   53474     300    0     3.6     1.4     4.2     5.7    47.1    21.8
2005 04 14  0006   53474     360    0     3.1     2.8     4.2     5.9    45.3    42.2
2005 04 14  0007   53474     420    0     3.6     2.9     4.0     6.1    40.8    39.2
2005 04 14  0008   53474     480    0     3.3     2.3     4.4     6.0    47.7    35.1
2005 04 14  0009   53474     540    0     3.6     1.3     4.4     5.9    49.1    20.1
2005 04 14  0010   53474     600    0     3.4     0.6     4.5     5.7    52.7    10.7
2005 04 14  0011   53474     660    0     3.6     2.4     3.9     5.8    41.7    33.5
2005 04 14  0012   53474     720    0     4.0     1.1     4.0     5.8    43.6    14.6
2005 04 14  0013   53474     780    0     4.1     0.2     4.2     5.9    45.7     3.2
2005 04 14  0014   53474     840    0     4.3    -0.4     4.1     5.9    43.4   354.4
2005 04 14  0015   53474     900    0     4.6    -1.0     3.7     6.0    38.5   347.6
2005 04 14  0016   53474     960    0     3.8    -2.4     3.1     5.5    34.6   328.1
2005 04 14  0017   53474    1020    0     3.6    -1.9     3.4     5.3    39.7   332.5
2005 04 14  0018   53474    1080    0     3.9    -1.7     2.9     5.1    34.4   337.0
2005 04 14  0019   53474    1140    0     4.2    -0.6     1.8     4.6    22.8   352.2
2005 04 14  0020   53474    1200    0     3.5    -2.2     1.6     4.4    20.6   328.6
2005 04 14  0021   53474    1260    0     3.3    -2.2     1.9     4.4    26.3   326.1
2005 04 14  0022   53474    1320    0     3.1    -2.4     1.8     4.3    24.9   321.8
2005 04 14  0023   53474    1380    0     3.3    -2.2     1.7     4.3    23.1   326.0
2005 04 14  0024   53474    1440    0     3.1    -2.5     1.7     4.3    23.4   321.0
2005 04 14  0025   53474    1500    0     3.6    -1.4     1.6     4.2    22.7   338.2
2005 04 14  0026   53474    1560    0     3.7    -1.5     1.7     4.3    23.7   338.1
2005 04 14  0027   53474    1620    0     3.2    -1.8     2.2     4.3    31.0   330.7
2005 04 14  0028   53474    1680    0     3.2    -2.2     1.8     4.3    24.2   325.3
2005 04 14  0029   53474    1740    0     3.6    -2.4    -0.1     4.3    -1.7   326.6
2005 04 14  0030   53474    1800    0     3.5    -2.5    -0.7     4.4    -9.8   324.6
2005 04 14  0031   53474    1860    0     3.7    -2.4    -0.4     4.4    -5.2   326.6
2005 04 14  0032   53474    1920    0     3.4    -2.8    -0.6     4.4    -8.3   320.8
2005 04 14  0033   53474    1980    0     3.3    -2.8    -0.9     4.4   -12.1   319.2
2005 04 14  0034   53474    2040    0     3.3    -2.6    -1.2     4.4   -15.7   321.0
2005 04 14  0035   53474    2100    0     3.1    -2.5    -1.5     4.3   -20.8   320.4
2005 04 14  0036   53474    2160    0     2.7    -2.9    -1.9     4.4   -26.3   313.2
2005 04 14  0037   53474    2220    0     3.0    -2.2    -2.2     4.3   -30.5   323.0
2005 04 14  0038   53474    2280    0     2.5    -2.5    -2.5     4.3   -34.7   315.0
2005 04 14  0039   53474    2340    0     2.6    -2.5    -2.2     4.3   -31.4   316.1
2005 04 14  0040   53474    2400    0     2.7    -2.6    -1.8     4.1   -25.3   315.7
2005 04 14  0041   53474    2460    0     2.9    -2.5    -1.6     4.2   -22.3   318.9
2005 04 14  0042   53474    2520    0     2.8    -2.2    -2.2     4.2   -31.9   321.7
2005 04 14  0043   53474    2580    0     2.1    -2.0    -3.2     4.3   -47.4   315.9
2005 04 14  0044   53474    2640    0     1.9    -1.9    -3.4     4.3   -50.8   315.5
2005 04 14  0045   53474    2700    0     1.7    -1.7    -3.7     4.4   -56.9   313.6
2005 04 14  0046   53474    2760    0     1.3    -1.7    -3.9     4.5   -61.8   307.7
2005 04 14  0047   53474    2820    0     1.3    -1.9    -3.8     4.5   -58.8   303.0
2005 04 14  0048   53474    2880    0     2.2    -2.3    -3.1     4.5   -44.4   314.8
2005 04 14  0049   53474    2940    0     1.6    -2.0    -3.7     4.5   -55.4   309.1
2005 04 14  0050   53474    3000    0     1.6    -2.0    -3.7     4.5   -55.4   310.0
2005 04 14  0051   53474    3060    0     1.8    -2.0    -3.6     4.5   -53.6   312.5
2005 04 14  0052   53474    3120    0     1.9    -2.0    -3.6     4.5   -52.3   314.1
2005 04 14  0053   53474    3180    0     2.2    -2.0    -3.5     4.6   -49.1   318.4
2005 04 14  0054   53474    3240    0     2.0    -1.8    -3.6     4.5   -53.6   317.0
2005 04 14  0055   53474    3300    0     2.4    -1.8    -3.3     4.4   -48.1   322.8
2005 04 14  0056   53474    3360    0     2.3    -1.9    -3.1     4.4   -46.0   320.6
2005 04 14  0057   53474    3420    0     1.8    -1.7    -3.5     4.3   -54.3   316.9
2005 04 14  0058   53474    3480    0     2.0    -1.7    -3.3     4.2   -51.3   320.5
2005 04 14  0059   53474    3540    0     2.1    -1.7    -3.4     4.3   -50.9   321.0
2005 04 14  0100   53474    3600    0     1.4    -1.7    -3.6     4.2   -57.8   309.5
2005 04 14  0101   53474    3660    0     0.9    -1.7    -3.7     4.2   -62.8   298.8
2005 04 14  0102   53474    3720    0     0.6    -1.6    -3.9     4.3   -66.3   289.4
2005 04 14  0103   53474    3780    0     0.9    -1.6    -3.9     4.3   -64.8   299.9
2005 04 14  0104   53474    3840    0     0.5    -1.2    -4.2     4.4   -72.9   292.6
2005 04 14  0105   53474    3900    0     0.3    -1.5    -4.2     4.4   -69.7   281.1
2005 04 14  0106   53474    3960    0     0.3    -0.9    -4.3     4.4   -76.9   286.7
2005 04 14  0107   53474    4020    0     0.3    -1.4    -4.2     4.4   -71.1   283.0
2005 04 14  0108   53474    4080    0    -0.0    -1.1    -4.4     4.5   -75.6   268.7
2005 04 14  0109   53474    4140    0    -0.4    -1.1    -4.3     4.5   -75.0   248.8
2005 04 14  0110   53474    4200    0    -0.8    -0.6    -4.4     4.5   -77.6   216.5
2005 04 14  0111   53474    4260    0    -1.0    -0.3    -4.3     4.4   -76.6   196.9
2005 04 14  0112   53474    4320    0    -0.8    -0.5    -4.5     4.6   -77.8   208.8
2005 04 14  0113   53474    4380    0    -1.9     0.7    -4.3     4.7   -64.9   159.4
