:Data_list: 20080620_ace_mag_1m.txt
:Created: 2008 Jun 21 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 06 20  0000   54637       0    0    -2.9     1.5     7.7     8.3    67.2   151.9
2008 06 20  0001   54637      60    0    -2.7     1.0     7.7     8.2    69.4   160.0
2008 06 20  0002   54637     120    0    -2.8     0.1     7.3     7.8    69.1   177.5
2008 06 20  0003   54637     180    0    -2.8     2.0     6.6     7.4    62.1   144.6
2008 06 20  0004   54637     240    0    -2.9    -0.4     7.1     7.7    67.7   187.1
2008 06 20  0005   54637     300    0    -3.1    -1.4     7.0     7.8    64.0   204.5
2008 06 20  0006   54637     360    0    -2.7    -1.6     6.8     7.5    65.7   210.4
2008 06 20  0007   54637     420    0    -2.7    -2.4     6.1     7.1    59.8   221.9
2008 06 20  0008   54637     480    0    -2.6    -2.8     5.8     7.0    56.6   227.1
2008 06 20  0009   54637     540    0    -2.1    -1.4     6.1     6.6    67.3   213.2
2008 06 20  0010   54637     600    0    -2.4    -1.5     6.0     6.6    64.7   212.9
2008 06 20  0011   54637     660    0    -2.8    -2.6     5.5     6.7    55.5   222.2
2008 06 20  0012   54637     720    0    -2.6    -2.6     5.3     6.4    55.4   225.7
2008 06 20  0013   54637     780    0    -3.2    -1.8     5.5     6.6    56.3   209.8
2008 06 20  0014   54637     840    0    -3.5    -1.4     5.6     6.8    56.0   201.6
2008 06 20  0015   54637     900    0    -3.5    -2.1     5.4     6.8    52.8   210.9
2008 06 20  0016   54637     960    0    -3.6    -2.9     5.2     6.9    48.9   218.7
2008 06 20  0017   54637    1020    0    -3.5    -3.5     5.1     7.1    45.9   225.2
2008 06 20  0018   54637    1080    0    -3.4    -3.6     5.0     7.1    45.5   227.0
2008 06 20  0019   54637    1140    0    -2.9    -3.9     4.7     6.8    44.2   233.3
2008 06 20  0020   54637    1200    0    -2.5    -4.1     4.4     6.5    42.6   238.8
2008 06 20  0021   54637    1260    0    -2.5    -4.2     4.4     6.6    41.5   239.0
2008 06 20  0022   54637    1320    0    -4.2    -4.2     0.8     5.9     7.6   225.2
2008 06 20  0023   54637    1380    0    -3.5    -3.9    -0.8     5.3    -8.5   227.8
2008 06 20  0024   54637    1440    0    -2.1    -3.8     0.3     4.4     3.5   241.2
2008 06 20  0025   54637    1500    0    -2.3    -3.4    -2.3     4.7   -29.6   236.4
2008 06 20  0026   54637    1560    0    -2.0    -3.2    -2.4     4.5   -33.1   237.7
2008 06 20  0027   54637    1620    0    -2.0    -3.0    -2.7     4.5   -36.7   236.6
2008 06 20  0028   54637    1680    0    -1.7    -4.0    -2.4     4.9   -29.4   246.9
2008 06 20  0029   54637    1740    0    -2.4    -2.2    -5.3     6.2   -58.5   222.8
2008 06 20  0030   54637    1800    0    -1.7    -3.2    -4.6     5.8   -51.2   242.3
2008 06 20  0031   54637    1860    0    -1.3     0.1    -2.1     2.5   -57.7   174.4
2008 06 20  0032   54637    1920    0    -1.2     1.4     3.0     3.5    58.1   130.1
2008 06 20  0033   54637    1980    0    -0.4    -0.4     2.4     2.5    76.9   220.2
2008 06 20  0034   54637    2040    0     0.5    -1.8     4.6     5.0    67.7   285.2
2008 06 20  0035   54637    2100    0     0.8    -2.2     4.5     5.1    62.0   290.7
2008 06 20  0036   54637    2160    0     0.7    -2.0     4.9     5.4    66.8   288.7
2008 06 20  0037   54637    2220    0     0.9    -2.4     5.0     5.7    62.7   290.8
2008 06 20  0038   54637    2280    0     1.7    -2.7     5.0     5.9    57.5   302.5
2008 06 20  0039   54637    2340    0     1.2    -3.2     4.9     6.0    55.2   290.1
2008 06 20  0040   54637    2400    0     0.6    -3.2     5.2     6.2    57.5   280.5
2008 06 20  0041   54637    2460    0     0.7    -2.9     5.7     6.4    62.3   283.1
2008 06 20  0042   54637    2520    0    -0.0    -5.0     0.5     5.1     6.2   269.8
2008 06 20  0043   54637    2580    0     0.2    -5.0     3.2     6.0    32.7   272.0
2008 06 20  0044   54637    2640    0     0.5    -3.9     4.4     5.8    48.2   277.6
2008 06 20  0045   54637    2700    0     0.7    -4.3     3.9     5.9    41.7   279.4
2008 06 20  0046   54637    2760    0     0.9    -2.7     5.5     6.2    62.5   289.3
2008 06 20  0047   54637    2820    0     0.4    -5.0     2.3     5.6    25.0   274.5
2008 06 20  0048   54637    2880    0    -0.2    -6.2     1.4     6.4    12.3   268.1
2008 06 20  0049   54637    2940    0     0.4    -6.0     2.2     6.4    20.1   273.4
2008 06 20  0050   54637    3000    0     1.1    -5.8     2.3     6.4    21.0   280.7
2008 06 20  0051   54637    3060    0     0.8    -6.5     1.1     6.6     9.2   277.3
2008 06 20  0052   54637    3120    0     1.1    -6.4     1.5     6.6    13.0   279.4
2008 06 20  0053   54637    3180    0     0.7    -6.4     1.8     6.7    16.0   276.6
2008 06 20  0054   54637    3240    0     0.4    -6.5     2.3     6.9    19.3   273.3
2008 06 20  0055   54637    3300    0     1.9    -6.2     1.3     6.6    10.9   286.7
2008 06 20  0056   54637    3360    0     1.5    -6.4     1.7     6.8    14.2   282.9
2008 06 20  0057   54637    3420    0     1.3    -6.9     0.7     7.1     5.3   280.6
2008 06 20  0058   54637    3480    0     1.8    -7.0    -0.4     7.2    -3.1   284.1
2008 06 20  0059   54637    3540    0     0.7    -7.2    -1.2     7.4    -9.3   275.4
2008 06 20  0100   54637    3600    0     0.7    -6.8    -1.6     7.0   -13.0   276.0
2008 06 20  0101   54637    3660    0     0.4    -6.2    -2.8     6.8   -24.0   274.0
2008 06 20  0102   54637    3720    0     0.5    -6.2    -2.8     6.8   -24.4   275.0
2008 06 20  0103   54637    3780    0     0.1    -6.3    -2.4     6.7   -21.1   270.6
2008 06 20  0104   54637    3840    0     0.0    -5.9    -2.7     6.5   -24.1   270.1
2008 06 20  0105   54637    3900    0    -0.4    -6.2    -2.6     6.7   -22.7   265.8
2008 06 20  0106   54637    3960    0    -0.4    -6.3    -2.6     6.8   -22.7   266.3
2008 06 20  0107   54637    4020    0    -0.5    -6.2    -2.3     6.6   -20.3   265.5
2008 06 20  0108   54637    4080    0    -0.4    -6.1    -2.3     6.5   -20.7   266.0
2008 06 20  0109   54637    4140    0    -0.8    -5.7    -2.6     6.3   -24.5   261.5
2008 06 20  0110   54637    4200    0    -1.1    -4.9    -3.9     6.4   -38.1   258.0
2008 06 20  0111   54637    4260    0    -1.4    -4.7    -3.8     6.2   -37.7   253.6
2008 06 20  0112   54637    4320    0    -0.8    -6.3    -1.9     6.6   -17.1   263.1
2008 06 20  0113   54637    4380    0    -0.4    -6.0    -2.4     6.5   -21.8   266.6
2008 06 20  0114   54637    4440    0    -0.6    -4.5    -4.2     6.2   -42.8   263.1
2008 06 20  0115   54637    4500    0    -0.3    -6.2    -2.9     6.9   -25.4   266.8
2008 06 20  0116   54637    4560    0     0.1    -5.7    -3.9     6.9   -34.0   271.2
2008 06 20  0117   54637    4620    0    -0.2    -5.7    -4.2     7.1   -36.4   268.3
2008 06 20  0118   54637    4680    0    -0.2    -5.7    -4.4     7.2   -37.4   267.9
2008 06 20  0119   54637    4740    0    -0.3    -5.9    -3.9     7.1   -33.5   266.9
2008 06 20  0120   54637    4800    0    -0.3    -5.8    -3.8     7.0   -32.7   267.4
2008 06 20  0121   54637    4860    0    -0.6    -5.5    -4.3     7.0   -38.0   263.5
2008 06 20  0122   54637    4920    0    -1.0    -5.0    -4.1     6.5   -38.4   259.2
2008 06 20  0123   54637    4980    0    -0.9    -5.0    -4.2     6.6   -39.7   260.2
2008 06 20  0124   54637    5040    0    -0.9    -4.6    -4.9     6.8   -46.5   259.0
2008 06 20  0125   54637    5100    0    -0.4    -5.5    -4.7     7.2   -40.1   265.9
2008 06 20  0126   54637    5160    0    -0.1    -5.3    -4.9     7.2   -42.5   268.8
2008 06 20  0127   54637    5220    0    -1.4    -5.2    -4.5     7.0   -39.5   255.0
2008 06 20  0128   54637    5280    0    -1.2    -5.0    -4.7     7.0   -42.8   256.2
2008 06 20  0129   54637    5340    0    -1.1    -4.9    -4.7     6.9   -43.2   257.4
2008 06 20  0130   54637    5400    0     1.0    -4.2    -4.9     6.5   -48.7   283.8
2008 06 20  0131   54637    5460    0     0.1    -4.0    -5.2     6.6   -52.2   271.9
2008 06 20  0132   54637    5520    0    -0.1    -4.5    -5.2     6.8   -49.0   268.6
2008 06 20  0133   54637    5580    0    -0.9    -4.7    -4.7     6.8   -44.3   258.7
2008 06 20  0134   54637    5640    0    -0.3    -4.6    -1.0     4.7   -12.7   265.8
2008 06 20  0135   54637    5700    0     1.3    -4.5     3.8     6.1    39.2   286.0
2008 06 20  0136   54637    5760    0     1.4    -4.3     2.4     5.1    27.8   288.5
2008 06 20  0137   54637    5820    0     1.0    -5.0     0.5     5.1     5.1   281.0
2008 06 20  0138   54637    5880    0     0.8    -4.7    -0.3     4.8    -3.5   279.3
2008 06 20  0139   54637    5940    0     0.6    -4.3     1.2     4.5    15.7   278.5
2008 06 20  0140   54637    6000    0     1.1    -3.0     5.1     6.0    58.1   289.6
2008 06 20  0141   54637    6060    0     1.1    -4.1     2.4     4.9    29.5   285.3
2008 06 20  0142   54637    6120    0     1.8    -4.8     0.5     5.1     6.0   291.2
2008 06 20  0143   54637    6180    0     3.1    -2.5    -3.5     5.3   -41.0   321.8
