:Data_list: 20071216_ace_mag_1m.txt
:Created: 2007 Dec 17 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2007 12 16  0000   54450       0    0    -0.6    -1.6     2.3     2.9    54.1   248.1
2007 12 16  0001   54450      60    0    -0.7    -1.3     2.5     2.9    59.5   240.5
2007 12 16  0002   54450     120    0    -0.9    -1.3     2.4     2.9    57.8   235.8
2007 12 16  0003   54450     180    0    -1.1    -1.6     2.2     2.9    48.4   235.5
2007 12 16  0004   54450     240    0    -0.8    -1.9     1.9     2.8    42.4   246.1
2007 12 16  0005   54450     300    0    -0.6    -2.2     1.5     2.7    33.0   255.6
2007 12 16  0006   54450     360    0     0.2    -2.1     0.2     2.1     4.5   275.3
2007 12 16  0007   54450     420    0     0.6    -1.4    -1.5     2.1   -43.8   294.7
2007 12 16  0008   54450     480    0     0.9    -2.0    -1.3     2.5   -30.8   294.1
2007 12 16  0009   54450     540    0     1.0    -1.4    -1.9     2.6   -48.4   303.9
2007 12 16  0010   54450     600    0     1.1    -2.1    -0.9     2.5   -20.5   297.2
2007 12 16  0011   54450     660    0     1.3    -1.9    -1.0     2.6   -24.2   303.7
2007 12 16  0012   54450     720    0     1.3    -1.8    -1.3     2.6   -29.8   307.0
2007 12 16  0013   54450     780    0     1.4    -1.5    -1.5     2.5   -36.3   313.0
2007 12 16  0014   54450     840    0     1.1    -1.7    -1.2     2.3   -31.3   302.9
2007 12 16  0015   54450     900    0     1.6    -1.8    -1.6     2.9   -33.1   312.1
2007 12 16  0016   54450     960    0     0.8    -1.2    -1.1     1.8   -36.7   304.5
2007 12 16  0017   54450    1020    0    -1.0    -0.2     0.2     1.1    13.0   192.1
2007 12 16  0018   54450    1080    0    -0.7    -0.3    -0.1     0.7    -4.9   200.6
2007 12 16  0019   54450    1140    0    -0.9    -0.2     0.1     0.9     3.9   189.9
2007 12 16  0020   54450    1200    0    -1.5    -0.6     0.5     1.7    17.4   200.8
2007 12 16  0021   54450    1260    0    -2.1    -0.5     0.8     2.3    21.0   193.4
2007 12 16  0022   54450    1320    0    -2.2    -1.2     0.3     2.6     5.7   209.0
2007 12 16  0023   54450    1380    0    -2.3    -0.9     0.1     2.4     2.4   200.6
2007 12 16  0024   54450    1440    0    -2.1    -1.4    -0.2     2.5    -5.0   213.4
2007 12 16  0025   54450    1500    0    -2.1    -1.2    -0.2     2.5    -4.3   209.7
2007 12 16  0026   54450    1560    0    -2.0    -1.2    -0.5     2.4   -11.8   210.5
2007 12 16  0027   54450    1620    0    -1.4    -1.6    -0.6     2.2   -16.6   228.1
2007 12 16  0028   54450    1680    0    -1.2    -1.7    -0.7     2.2   -19.6   234.9
2007 12 16  0029   54450    1740    0    -1.3    -1.6    -0.7     2.2   -19.3   231.7
2007 12 16  0030   54450    1800    0    -1.8    -1.8    -0.1     2.5    -1.6   224.8
2007 12 16  0031   54450    1860    0    -2.2    -1.8     0.6     2.9    11.7   219.7
2007 12 16  0032   54450    1920    0    -0.8    -2.1    -0.9     2.4   -21.6   249.7
2007 12 16  0033   54450    1980    0    -1.1    -1.9    -0.8     2.3   -20.1   240.7
2007 12 16  0034   54450    2040    0    -0.1    -1.6    -1.6     2.3   -44.5   265.7
2007 12 16  0035   54450    2100    0     0.1    -1.5    -1.8     2.4   -49.3   272.7
2007 12 16  0036   54450    2160    0     0.6    -1.5    -1.4     2.2   -39.7   292.4
2007 12 16  0037   54450    2220    0    -1.3    -1.6     1.3     2.4    31.3   231.1
2007 12 16  0038   54450    2280    0    -2.0    -1.6     1.8     3.1    35.3   220.0
2007 12 16  0039   54450    2340    0    -1.7    -1.9     1.7     3.0    34.0   227.4
2007 12 16  0040   54450    2400    0    -1.4    -1.9     1.8     2.9    37.6   234.1
2007 12 16  0041   54450    2460    0    -1.2    -2.1     1.4     2.9    29.7   239.8
2007 12 16  0042   54450    2520    0    -1.3    -2.1     1.5     2.9    31.5   238.0
2007 12 16  0043   54450    2580    0    -1.3    -2.5     1.2     3.1    22.4   241.7
2007 12 16  0044   54450    2640    0    -1.3    -2.4     1.4     3.1    27.3   241.7
2007 12 16  0045   54450    2700    0    -1.2    -2.5     1.4     3.1    27.0   244.1
2007 12 16  0046   54450    2760    0    -0.6    -2.5     1.6     3.0    31.5   256.2
2007 12 16  0047   54450    2820    0     0.3    -2.7     1.0     2.9    19.4   276.4
2007 12 16  0048   54450    2880    0    -1.5    -2.5     1.4     3.2    26.0   238.5
2007 12 16  0049   54450    2940    0    -1.6    -2.5     1.5     3.4    26.7   237.3
2007 12 16  0050   54450    3000    0    -1.7    -2.8     1.2     3.5    20.4   238.3
2007 12 16  0051   54450    3060    0    -1.9    -2.7     1.2     3.6    19.6   234.7
2007 12 16  0052   54450    3120    0    -2.2    -2.5     1.2     3.6    20.0   228.4
2007 12 16  0053   54450    3180    0    -2.3    -2.6     1.1     3.6    17.0   228.1
2007 12 16  0054   54450    3240    0    -2.2    -2.6     1.0     3.6    16.6   230.7
2007 12 16  0055   54450    3300    0    -2.3    -2.7     0.6     3.6    10.1   229.8
2007 12 16  0056   54450    3360    0    -2.0    -2.8     0.6     3.5     9.8   234.3
