:Data_list: 20011228_ace_epam_5m.txt
:Created: 2001 Dec 29 0012 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
# Note: 7/26/00 Corrected Differential Flux ranges.
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux --------------------------- 
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S   47-65    112-187   310-580   761-1220 060-1910   Ratio
#-------------------------------------------------------------------------------------------------------------------
2001 12 28  0000   52271       0  0  3.14e+04  5.24e+02  0  7.63e+04  6.20e+03  4.29e+03  2.99e+03  1.37e+03   0.24
2001 12 28  0005   52271     300  0  3.11e+04  5.12e+02  0  9.14e+04  6.39e+03  4.32e+03  2.90e+03  1.37e+03   0.28
2001 12 28  0010   52271     600  0  3.27e+04  5.43e+02  0  1.01e+05  6.08e+03  4.29e+03  2.85e+03  1.36e+03   0.28
2001 12 28  0015   52271     900  0  3.20e+04  5.22e+02  0  9.96e+04  6.11e+03  4.43e+03  3.00e+03  1.44e+03   0.28
2001 12 28  0020   52271    1200  0  3.13e+04  5.34e+02  0  8.64e+04  6.20e+03  4.54e+03  3.09e+03  1.44e+03   0.25
2001 12 28  0025   52271    1500  0  3.19e+04  5.25e+02  0  8.83e+04  5.88e+03  4.32e+03  2.92e+03  1.41e+03   0.33
2001 12 28  0030   52271    1800  0  3.07e+04  5.54e+02  0  9.00e+04  5.21e+03  3.77e+03  2.54e+03  1.22e+03   0.34
2001 12 28  0035   52271    2100  0  3.16e+04  5.08e+02  0  8.52e+04  5.06e+03  3.66e+03  2.55e+03  1.22e+03   0.29
2001 12 28  0040   52271    2400  0  3.24e+04  5.16e+02  0  9.67e+04  5.45e+03  4.01e+03  2.72e+03  1.30e+03   0.34
2001 12 28  0045   52271    2700  0  3.10e+04  5.33e+02  0  9.74e+04  5.56e+03  4.00e+03  2.68e+03  1.26e+03   0.37
2001 12 28  0050   52271    3000  0  3.13e+04  5.55e+02  0  1.22e+05  5.94e+03  4.31e+03  2.76e+03  1.33e+03   0.46
2001 12 28  0055   52271    3300  0  3.06e+04  5.21e+02  0  9.83e+04  6.51e+03  4.53e+03  2.86e+03  1.37e+03   0.38
2001 12 28  0100   52271    3600  0  3.17e+04  5.32e+02  0  9.99e+04  8.37e+03  5.24e+03  3.23e+03  1.51e+03   0.39
2001 12 28  0105   52271    3900  0  3.04e+04  5.11e+02  0  1.17e+05  1.14e+04  6.28e+03  3.40e+03  1.55e+03   0.48
2001 12 28  0110   52271    4200  0  2.95e+04  5.26e+02  0  1.05e+05  1.22e+04  6.29e+03  3.26e+03  1.47e+03   0.44
2001 12 28  0115   52271    4500  0  3.02e+04  5.11e+02  0  1.17e+05  1.16e+04  6.02e+03  3.28e+03  1.51e+03   0.44
2001 12 28  0120   52271    4800  0  2.95e+04  5.19e+02  0  1.25e+05  1.25e+04  6.38e+03  3.30e+03  1.44e+03   0.36
2001 12 28  0125   52271    5100  0  2.89e+04  5.34e+02  0  1.18e+05  1.20e+04  6.26e+03  3.30e+03  1.48e+03   0.33
2001 12 28  0130   52271    5400  0  2.71e+04  5.02e+02  0  1.17e+05  9.78e+03  4.97e+03  2.66e+03  1.17e+03   0.36
2001 12 28  0135   52271    5700  0  2.71e+04  5.15e+02  0  1.10e+05  8.63e+03  4.46e+03  2.39e+03  1.08e+03   0.45
2001 12 28  0140   52271    6000  0  2.80e+04  5.34e+02  0  1.02e+05  8.84e+03  4.57e+03  2.48e+03  1.10e+03   0.33
2001 12 28  0145   52271    6300  0  2.84e+04  5.16e+02  0  1.26e+05  9.97e+03  5.01e+03  2.76e+03  1.20e+03   0.30
2001 12 28  0150   52271    6600  0  2.89e+04  5.26e+02  0  1.27e+05  1.12e+04  5.53e+03  2.85e+03  1.24e+03   0.33
2001 12 28  0155   52271    6900  0  2.79e+04  5.15e+02  0  1.27e+05  1.11e+04  4.93e+03  2.44e+03  1.06e+03   0.32
2001 12 28  0200   52271    7200  0  2.66e+04  4.84e+02  0  1.15e+05  1.08e+04  4.56e+03  2.30e+03  9.97e+02   0.29
2001 12 28  0205   52271    7500  0  2.68e+04  5.07e+02  0  1.12e+05  1.11e+04  4.53e+03  2.19e+03  9.50e+02   0.27
2001 12 28  0210   52271    7800  0  2.62e+04  5.03e+02  0  1.37e+05  1.21e+04  4.95e+03  2.37e+03  1.02e+03   0.25
2001 12 28  0215   52271    8100  0  2.61e+04  4.87e+02  0  1.37e+05  1.27e+04  4.83e+03  2.23e+03  9.38e+02   0.23
2001 12 28  0220   52271    8400  0  2.57e+04  5.13e+02  0  1.29e+05  1.17e+04  4.70e+03  2.23e+03  9.22e+02   0.25
2001 12 28  0225   52271    8700  0  2.52e+04  4.70e+02  0  1.36e+05  1.24e+04  4.83e+03  2.26e+03  9.45e+02   0.26
2001 12 28  0230   52271    9000  0  2.48e+04  4.74e+02  0  1.49e+05  1.22e+04  4.86e+03  2.30e+03  9.60e+02   0.29
2001 12 28  0235   52271    9300  0  2.59e+04  4.74e+02  0  1.35e+05  1.24e+04  5.37e+03  2.63e+03  1.10e+03   0.32
2001 12 28  0240   52271    9600  0  2.72e+04  4.97e+02  0  1.61e+05  1.08e+04  5.29e+03  2.63e+03  1.10e+03   0.31
2001 12 28  0245   52271    9900  0  2.69e+04  4.75e+02  0  1.28e+05  1.04e+04  5.31e+03  2.64e+03  1.12e+03   0.36
2001 12 28  0250   52271   10200  0  2.69e+04  4.89e+02  0  1.20e+05  1.02e+04  5.00e+03  2.46e+03  1.04e+03   0.38
2001 12 28  0255   52271   10500  0  2.64e+04  4.80e+02  0  1.21e+05  9.14e+03  4.78e+03  2.38e+03  1.02e+03   0.40
2001 12 28  0300   52271   10800  0  2.66e+04  4.76e+02  0  1.14e+05  9.80e+03  4.85e+03  2.46e+03  9.87e+02   0.45
2001 12 28  0305   52271   11100  0  2.65e+04  5.00e+02  0  1.08e+05  1.00e+04  5.08e+03  2.59e+03  1.06e+03   0.43
