:Data_list: 20020426_ace_mag_1m.txt
:Created: 2002 Apr 27 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 04 26  0000   52390       0    0    -6.9     2.4    -1.5     7.5   -11.7   160.7
2002 04 26  0001   52390      60    0    -6.9     2.4    -1.5     7.5   -12.0   160.4
2002 04 26  0002   52390     120    0    -6.8     2.5    -1.5     7.4   -11.3   159.6
2002 04 26  0003   52390     180    0    -6.8     2.6    -1.3     7.4   -10.3   159.2
2002 04 26  0004   52390     240    0    -6.9     2.5    -1.4     7.5   -10.8   160.3
2002 04 26  0005   52390     300    0    -6.8     2.5    -1.5     7.4   -11.4   160.1
2002 04 26  0006   52390     360    0    -7.0     2.5    -1.4     7.6   -10.5   160.7
2002 04 26  0007   52390     420    0    -7.1     2.4    -1.4     7.6   -10.8   161.1
2002 04 26  0008   52390     480    0    -6.9     2.3    -1.5     7.4   -11.8   161.4
2002 04 26  0009   52390     540    0    -7.0     2.3    -1.7     7.5   -13.0   161.9
2002 04 26  0010   52390     600    0    -7.1     2.3    -1.7     7.7   -13.1   161.9
2002 04 26  0011   52390     660    0    -7.0     2.2    -1.7     7.6   -13.3   162.4
2002 04 26  0012   52390     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0013   52390     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0014   52390     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0015   52390     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0016   52390     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0017   52390    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0018   52390    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0019   52390    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2002 04 26  0020   52390    1200    0    -6.8     2.1    -1.6     7.3   -12.4   162.9
2002 04 26  0021   52390    1260    0    -7.0     2.3    -1.9     7.6   -14.7   161.4
2002 04 26  0022   52390    1320    0    -7.0     2.3    -1.8     7.6   -13.6   161.8
2002 04 26  0023   52390    1380    0    -7.0     2.4    -1.7     7.6   -13.3   160.7
2002 04 26  0024   52390    1440    0    -6.8     2.7    -1.9     7.6   -14.4   158.4
2002 04 26  0025   52390    1500    0    -6.6     2.9    -1.8     7.5   -13.9   156.5
2002 04 26  0026   52390    1560    0    -6.7     2.6    -2.0     7.5   -15.7   158.8
2002 04 26  0027   52390    1620    0    -6.9     2.5    -2.1     7.6   -15.9   160.0
2002 04 26  0028   52390    1680    0    -6.9     2.2    -2.0     7.5   -15.6   162.7
