:Data_list: 20051025_ace_mag_1m.txt
:Created: 2005 Oct 26 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 10 25  0000   53668       0    0    -2.5     1.6    -4.0     4.9   -53.1   148.5
2005 10 25  0001   53668      60    0    -2.7     1.7    -4.0     5.2   -51.5   148.4
2005 10 25  0002   53668     120    0    -2.9     2.1    -4.1     5.4   -48.5   144.8
2005 10 25  0003   53668     180    0    -2.8     1.5    -5.0     5.9   -57.5   152.7
2005 10 25  0004   53668     240    0    -2.8     1.2    -6.1     6.8   -63.6   156.4
2005 10 25  0005   53668     300    0    -3.0     1.1    -6.2     7.0   -62.6   160.8
2005 10 25  0006   53668     360    0    -2.8     3.5    -5.0     6.7   -47.9   128.5
2005 10 25  0007   53668     420    0    -3.4     2.3    -5.7     7.1   -54.2   145.4
2005 10 25  0008   53668     480    0    -3.6     3.2    -5.8     7.5   -50.2   137.8
2005 10 25  0009   53668     540    0    -2.7     4.5    -4.9     7.2   -43.0   121.0
2005 10 25  0010   53668     600    0    -2.5     4.4    -4.9     7.1   -44.3   119.5
2005 10 25  0011   53668     660    0    -2.3     4.3    -5.1     7.1   -46.1   118.6
2005 10 25  0012   53668     720    0    -2.3     4.6    -5.0     7.1   -44.1   117.3
2005 10 25  0013   53668     780    0    -2.8     5.0    -4.4     7.3   -37.6   119.1
2005 10 25  0014   53668     840    0    -2.4     5.2    -4.4     7.2   -37.4   115.2
2005 10 25  0015   53668     900    0    -2.3     5.2    -4.5     7.3   -38.6   114.0
2005 10 25  0016   53668     960    0    -2.4     5.2    -4.3     7.2   -36.7   114.2
2005 10 25  0017   53668    1020    0    -2.7     4.6    -4.7     7.1   -41.0   120.7
2005 10 25  0018   53668    1080    0    -3.0     4.4    -5.1     7.4   -43.9   123.9
2005 10 25  0019   53668    1140    0    -2.9     4.0    -5.0     7.0   -45.4   125.3
2005 10 25  0020   53668    1200    0    -2.6     4.3    -5.0     7.1   -44.5   121.2
2005 10 25  0021   53668    1260    0    -2.6     4.4    -5.0     7.1   -44.2   120.2
2005 10 25  0022   53668    1320    0    -2.2     4.9    -4.5     7.0   -40.4   114.1
2005 10 25  0023   53668    1380    0    -1.7     5.3    -3.8     6.7   -34.4   108.2
2005 10 25  0024   53668    1440    0    -1.6     5.1    -3.7     6.5   -34.8   107.2
2005 10 25  0025   53668    1500    0    -1.5     4.7    -3.6     6.1   -36.5   107.7
2005 10 25  0026   53668    1560    0    -1.8     5.2    -3.9     6.7   -35.2   108.7
2005 10 25  0027   53668    1620    0    -2.1     5.7    -4.5     7.6   -36.5   110.4
2005 10 25  0028   53668    1680    0    -1.7     4.6    -3.6     6.1   -35.7   110.5
2005 10 25  0029   53668    1740    0    -2.1     5.6    -4.6     7.5   -37.4   111.0
2005 10 25  0030   53668    1800    0    -1.5     5.6    -4.0     7.0   -34.8   105.3
2005 10 25  0031   53668    1860    0    -1.7     5.6    -3.9     7.0   -34.1   106.8
2005 10 25  0032   53668    1920    0    -1.8     5.7    -4.0     7.2   -33.9   107.7
2005 10 25  0033   53668    1980    0    -1.9     5.6    -4.0     7.1   -34.0   108.4
2005 10 25  0034   53668    2040    0    -1.8     6.2    -3.8     7.5   -30.8   105.9
2005 10 25  0035   53668    2100    0    -1.8     6.3    -3.9     7.6   -30.4   105.9
2005 10 25  0036   53668    2160    0    -2.1     6.3    -4.1     7.8   -31.6   108.5
2005 10 25  0037   53668    2220    0    -1.9     6.5    -4.2     8.0   -31.7   106.5
2005 10 25  0038   53668    2280    0    -2.3     5.8    -4.6     7.7   -36.6   111.6
2005 10 25  0039   53668    2340    0    -2.9     5.3    -4.9     7.8   -39.0   118.9
2005 10 25  0040   53668    2400    0    -3.1     5.2    -4.8     7.7   -38.0   120.9
2005 10 25  0041   53668    2460    0    -3.5     4.6    -5.3     7.9   -42.6   127.3
2005 10 25  0042   53668    2520    0    -1.5     6.3    -2.2     6.9   -18.6   103.7
2005 10 25  0043   53668    2580    0    -1.6     6.1    -1.6     6.5   -14.2   105.0
2005 10 25  0044   53668    2640    0    -1.7     5.5    -1.8     6.0   -17.0   106.7
2005 10 25  0045   53668    2700    0    -1.7     4.8    -2.5     5.7   -26.1   109.0
2005 10 25  0046   53668    2760    0    -2.6     3.8    -3.9     6.1   -40.7   125.2
2005 10 25  0047   53668    2820    0    -1.3     4.8    -2.9     5.8   -30.4   105.3
2005 10 25  0048   53668    2880    0    -3.2     3.7    -4.1     6.4   -40.0   130.6
2005 10 25  0049   53668    2940    0    -3.3     0.7    -5.7     6.7   -59.1   168.2
2005 10 25  0050   53668    3000    0    -2.6    -3.3    -5.9     7.3   -54.7   232.1
2005 10 25  0051   53668    3060    0    -3.1    -5.0    -5.3     8.0   -42.1   238.1
2005 10 25  0052   53668    3120    0    -3.8    -3.2    -6.5     8.2   -52.6   220.3
2005 10 25  0053   53668    3180    0     2.5    -4.5    -5.3     7.4   -45.8   298.9
2005 10 25  0054   53668    3240    0     1.2    -4.4    -6.8     8.2   -56.4   284.7
2005 10 25  0055   53668    3300    0     2.5    -3.0    -7.5     8.5   -62.6   309.3
2005 10 25  0056   53668    3360    0     3.6    -1.2    -7.3     8.2   -62.7   341.6
2005 10 25  0057   53668    3420    0    -2.7    -2.3    -7.4     8.2   -64.6   220.5
2005 10 25  0058   53668    3480    0    -3.7    -2.8    -7.5     8.8   -58.5   217.3
2005 10 25  0059   53668    3540    0    -4.2    -2.1    -7.5     8.8   -57.6   206.4
2005 10 25  0100   53668    3600    0    -4.5    -1.3    -7.6     8.9   -58.4   195.8
2005 10 25  0101   53668    3660    0    -5.2    -0.7    -7.4     9.0   -54.6   187.6
2005 10 25  0102   53668    3720    0    -4.8     2.5    -7.1     8.9   -52.6   152.3
2005 10 25  0103   53668    3780    0    -4.5     3.4    -7.1     9.1   -51.4   143.3
2005 10 25  0104   53668    3840    0    -4.3     3.7    -7.4     9.3   -52.7   138.7
2005 10 25  0105   53668    3900    0    -5.0     2.1    -7.2     9.1   -53.0   157.0
2005 10 25  0106   53668    3960    0    -5.3     0.0    -7.7     9.4   -55.4   179.6
2005 10 25  0107   53668    4020    0    -3.2     3.0    -3.7     5.8   -39.9   137.0
2005 10 25  0108   53668    4080    0     1.1     6.3     3.5     7.3    28.9    79.9
2005 10 25  0109   53668    4140    0     0.4     7.3     2.3     7.7    17.8    87.2
2005 10 25  0110   53668    4200    0    -0.8     8.0     1.4     8.1     9.6    95.7
2005 10 25  0111   53668    4260    0    -1.5     7.7     0.8     7.9     5.7   100.7
2005 10 25  0112   53668    4320    0    -1.0     7.4     1.0     7.6     7.4    97.7
2005 10 25  0113   53668    4380    0    -1.2     7.2     0.4     7.3     2.9    99.3
2005 10 25  0114   53668    4440    0    -0.8     7.5     1.3     7.6     9.8    95.8
2005 10 25  0115   53668    4500    0    -1.5     8.0     0.2     8.1     1.2   100.7
2005 10 25  0116   53668    4560    0    -1.9     7.8    -0.9     8.0    -6.6   103.8
2005 10 25  0117   53668    4620    0    -1.9     7.8    -1.8     8.2   -12.7   103.8
2005 10 25  0118   53668    4680    0    -2.4     8.0    -1.7     8.5   -11.8   106.5
2005 10 25  0119   53668    4740    0    -2.9     8.0    -2.8     9.0   -18.0   109.6
2005 10 25  0120   53668    4800    0    -3.3     7.5    -3.2     8.8   -21.5   113.5
2005 10 25  0121   53668    4860    0    -3.6     7.2    -4.0     9.0   -26.6   116.8
2005 10 25  0122   53668    4920    0    -4.2     6.0    -4.9     8.8   -33.8   124.8
2005 10 25  0123   53668    4980    0    -4.4     5.5    -5.2     8.8   -36.5   128.6
2005 10 25  0124   53668    5040    0    -4.9     5.3    -5.6     9.1   -38.0   132.4
2005 10 25  0125   53668    5100    0    -3.7     7.2    -4.8     9.4   -30.4   117.3
2005 10 25  0126   53668    5160    0    -3.2     7.2    -5.1     9.4   -33.0   113.6
2005 10 25  0127   53668    5220    0    -3.9     6.7    -5.7     9.6   -36.4   120.3
