:Data_list: 20060326_ace_mag_1m.txt
:Created: 2006 Mar 27 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2006 03 26  0000   53820       0    0    -1.0     1.3    -0.9     1.8   -28.8   127.0
2006 03 26  0001   53820      60    0     0.5     0.9    -1.9     2.1   -61.6    63.0
2006 03 26  0002   53820     120    0    -0.8     1.3    -1.3     2.0   -41.3   123.8
2006 03 26  0003   53820     180    0    -2.3     1.5    -0.4     2.7    -8.5   147.2
2006 03 26  0004   53820     240    0    -2.6     1.9    -0.6     3.3   -10.6   144.6
2006 03 26  0005   53820     300    0    -2.5     1.9    -0.7     3.2   -13.4   142.8
2006 03 26  0006   53820     360    0    -2.8     1.8    -0.7     3.3   -12.3   147.6
2006 03 26  0007   53820     420    0    -3.1     1.4    -0.6     3.4    -9.7   155.9
2006 03 26  0008   53820     480    0    -2.9     1.7    -0.7     3.4   -11.4   149.1
2006 03 26  0009   53820     540    0    -2.8     1.9    -0.7     3.4   -10.9   146.8
2006 03 26  0010   53820     600    0    -2.8     1.9    -0.8     3.5   -12.6   145.6
2006 03 26  0011   53820     660    0    -2.6     1.9    -1.0     3.4   -17.1   143.4
2006 03 26  0012   53820     720    0    -2.5     2.0    -0.8     3.3   -13.3   140.9
2006 03 26  0013   53820     780    0    -2.5     2.1    -1.3     3.5   -22.4   139.4
2006 03 26  0014   53820     840    0    -2.2     2.0    -1.2     3.2   -21.1   138.3
2006 03 26  0015   53820     900    0    -2.1     1.3    -1.3     2.8   -27.4   148.8
2006 03 26  0016   53820     960    0    -1.4     0.7    -1.4     2.1   -42.1   151.9
2006 03 26  0017   53820    1020    0    -1.4     0.0    -1.9     2.4   -52.9   179.3
2006 03 26  0018   53820    1080    0    -1.3    -0.1    -1.9     2.2   -55.5   186.2
2006 03 26  0019   53820    1140    0    -1.4     0.2    -1.6     2.1   -49.8   170.4
2006 03 26  0020   53820    1200    0    -2.1     0.8    -1.0     2.5   -23.7   159.7
2006 03 26  0021   53820    1260    0    -2.5     0.3    -1.0     2.8   -22.4   172.8
2006 03 26  0022   53820    1320    0    -1.8     0.4    -1.2     2.2   -33.8   167.9
2006 03 26  0023   53820    1380    0    -1.2     0.5    -1.7     2.1   -52.8   155.3
2006 03 26  0024   53820    1440    0    -1.4     0.6    -1.2     1.9   -37.2   156.7
2006 03 26  0025   53820    1500    0    -2.0     0.2    -0.1     2.0    -4.0   173.5
2006 03 26  0026   53820    1560    0    -1.1     0.9    -0.7     1.6   -25.1   142.5
2006 03 26  0027   53820    1620    0    -2.7     0.4     0.1     2.7     2.4   172.5
2006 03 26  0028   53820    1680    0    -2.6     0.5     0.4     2.7     7.8   168.3
2006 03 26  0029   53820    1740    0    -2.4     1.1    -0.3     2.7    -5.5   155.9
2006 03 26  0030   53820    1800    0    -2.6     0.8    -0.2     2.7    -3.2   162.0
2006 03 26  0031   53820    1860    0    -2.6     0.8     0.0     2.7     0.6   162.0
2006 03 26  0032   53820    1920    0    -2.5     0.9     0.3     2.7     5.7   160.9
2006 03 26  0033   53820    1980    0    -2.5     0.9     0.6     2.7    12.5   160.6
2006 03 26  0034   53820    2040    0    -1.9     0.8     1.6     2.7    37.9   156.8
2006 03 26  0035   53820    2100    0    -2.0     0.7     1.1     2.4    27.5   160.8
2006 03 26  0036   53820    2160    0    -0.9     1.1     0.6     1.6    24.4   131.6
2006 03 26  0037   53820    2220    0    -1.0     1.4     1.2     2.1    35.2   125.4
2006 03 26  0038   53820    2280    0    -1.4     2.0     1.3     2.8    28.4   125.0
2006 03 26  0039   53820    2340    0    -1.6     2.4     0.6     3.0    11.8   123.6
2006 03 26  0040   53820    2400    0    -1.5     2.4     0.6     2.9    12.8   122.7
2006 03 26  0041   53820    2460    0    -1.1     2.6    -0.1     2.9    -1.4   113.4
2006 03 26  0042   53820    2520    0     0.7     2.3    -1.7     2.9   -35.6    72.9
2006 03 26  0043   53820    2580    0     1.4     2.2    -1.4     2.9   -27.6    56.2
2006 03 26  0044   53820    2640    0     2.3     1.2    -2.1     3.3   -38.8    28.4
2006 03 26  0045   53820    2700    0     2.5     1.4    -2.3     3.7   -38.5    29.4
2006 03 26  0046   53820    2760    0     2.3     1.7    -2.0     3.5   -34.7    35.9
2006 03 26  0047   53820    2820    0     2.4     1.7    -1.9     3.5   -32.6    34.5
2006 03 26  0048   53820    2880    0     2.4     1.7    -1.9     3.5   -33.3    35.2
2006 03 26  0049   53820    2940    0     2.5     1.4    -2.1     3.6   -36.5    28.3
2006 03 26  0050   53820    3000    0     2.6     1.5    -1.9     3.5   -32.6    29.6
2006 03 26  0051   53820    3060    0     2.6     1.4    -1.8     3.5   -31.0    28.8
2006 03 26  0052   53820    3120    0     2.7     1.7    -1.5     3.5   -25.8    31.8
2006 03 26  0053   53820    3180    0     2.4     1.8    -1.4     3.3   -24.9    37.8
2006 03 26  0054   53820    3240    0     1.8     2.6    -0.6     3.2   -11.3    55.1
2006 03 26  0055   53820    3300    0     2.4     1.8    -1.0     3.1   -18.2    36.6
2006 03 26  0056   53820    3360    0     2.8     1.5    -1.0     3.4   -17.8    28.4
2006 03 26  0057   53820    3420    0     2.9     1.2    -1.2     3.3   -20.2    22.3
2006 03 26  0058   53820    3480    0     2.8     1.2    -1.4     3.4   -23.9    23.4
2006 03 26  0059   53820    3540    0     3.0     1.2    -1.0     3.4   -17.2    22.1
2006 03 26  0100   53820    3600    0     3.1     1.0    -1.0     3.4   -17.7    17.2
2006 03 26  0101   53820    3660    0     3.0     0.8    -1.6     3.5   -27.7    15.2
2006 03 26  0102   53820    3720    0     3.0     0.6    -1.7     3.5   -28.8    11.7
2006 03 26  0103   53820    3780    0     2.9     0.6    -1.7     3.5   -30.2    12.5
2006 03 26  0104   53820    3840    0     3.0     0.5    -1.6     3.5   -27.1     8.9
2006 03 26  0105   53820    3900    0     2.9     0.8    -1.6     3.4   -28.2    14.3
2006 03 26  0106   53820    3960    0     2.9     0.3    -1.8     3.4   -31.6     6.5
2006 03 26  0107   53820    4020    0     2.9     0.1    -1.7     3.4   -30.4     2.9
2006 03 26  0108   53820    4080    0     3.0     0.1    -1.7     3.4   -30.4     2.2
2006 03 26  0109   53820    4140    0     3.0     0.0    -1.7     3.4   -30.2     0.4
2006 03 26  0110   53820    4200    0     3.0     0.0    -1.7     3.4   -29.6     0.0
