:Data_list: 20030227_ace_swepam_1m.txt
:Created: 2003 Feb 28 0008 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2003 02 27  0000   52697       0    0        4.9      453.8     1.75e+05
2003 02 27  0001   52697      60    0        5.6      461.7     1.92e+05
2003 02 27  0002   52697     120    9    -9999.9    -9999.9    -1.00e+05
2003 02 27  0003   52697     180    0        4.1      459.6     1.81e+05
2003 02 27  0004   52697     240    0        5.4      456.2     1.62e+05
2003 02 27  0005   52697     300    0        5.4      456.2     1.62e+05
2003 02 27  0006   52697     360    0        4.6      461.7     1.79e+05
2003 02 27  0007   52697     420    0        5.6      462.3     1.96e+05
2003 02 27  0008   52697     480    0        5.4      457.3     1.84e+05
2003 02 27  0009   52697     540    0        4.5      458.9     1.95e+05
2003 02 27  0010   52697     600    0        4.6      467.4     2.09e+05
2003 02 27  0011   52697     660    0        4.3      468.9     2.35e+05
2003 02 27  0012   52697     720    0        5.3      467.4     1.84e+05
2003 02 27  0013   52697     780    0        5.6      462.8     1.81e+05
2003 02 27  0014   52697     840    0        5.6      469.8     2.32e+05
2003 02 27  0015   52697     900    0        3.9      466.6     1.98e+05
2003 02 27  0016   52697     960    1        4.5      467.0     1.78e+05
2003 02 27  0017   52697    1020    1        4.8      471.2     2.08e+05
2003 02 27  0018   52697    1080    0        8.7      498.9     3.33e+05
2003 02 27  0019   52697    1140    0        5.9      495.8     3.81e+05
2003 02 27  0020   52697    1200    0        5.3      498.6     5.12e+05
2003 02 27  0021   52697    1260    0        5.3      498.6     5.12e+05
2003 02 27  0022   52697    1320    0        5.6      492.0     4.84e+05
2003 02 27  0023   52697    1380    0        4.6      487.7     3.57e+05
2003 02 27  0024   52697    1440    1        4.8      489.6     4.17e+05
2003 02 27  0025   52697    1500    0        4.6      490.1     4.47e+05
2003 02 27  0026   52697    1560    0        5.1      493.8     4.07e+05
2003 02 27  0027   52697    1620    0        7.1      504.2     4.09e+05
2003 02 27  0028   52697    1680    1        5.7      492.9     4.27e+05
2003 02 27  0029   52697    1740    0        5.0      498.5     3.36e+05
2003 02 27  0030   52697    1800    1        3.9      475.9     1.82e+05
2003 02 27  0031   52697    1860    0        4.7      473.8     1.97e+05
2003 02 27  0032   52697    1920    0        4.2      478.5     2.84e+05
2003 02 27  0033   52697    1980    0        4.0      488.9     3.45e+05
2003 02 27  0034   52697    2040    0        4.9      484.3     2.58e+05
2003 02 27  0035   52697    2100    9    -9999.9    -9999.9    -1.00e+05
2003 02 27  0036   52697    2160    0        4.2      470.2     1.54e+05
2003 02 27  0037   52697    2220    0        4.2      470.2     1.54e+05
2003 02 27  0038   52697    2280    1        4.9      481.4     1.55e+05
2003 02 27  0039   52697    2340    1        3.6      501.7     3.25e+05
2003 02 27  0040   52697    2400    0        4.5      488.1     1.76e+05
2003 02 27  0041   52697    2460    0        2.7      473.8     1.63e+05
2003 02 27  0042   52697    2520    0        3.8      467.7     1.60e+05
2003 02 27  0043   52697    2580    1        3.6      489.9     4.48e+05
2003 02 27  0044   52697    2640    0        3.0      518.4     3.79e+05
2003 02 27  0045   52697    2700    0        2.6      530.9     3.97e+05
2003 02 27  0046   52697    2760    0        2.7      521.3     3.68e+05
2003 02 27  0047   52697    2820    0        2.9      524.1     3.74e+05
2003 02 27  0048   52697    2880    0        3.2      526.1     3.74e+05
2003 02 27  0049   52697    2940    1        1.3      464.8     8.18e+04
2003 02 27  0050   52697    3000    0        2.8      519.1     3.61e+05
2003 02 27  0051   52697    3060    0        2.9      527.5     4.07e+05
2003 02 27  0052   52697    3120    1        1.3      469.1     9.01e+04
2003 02 27  0053   52697    3180    1        1.3      469.1     9.01e+04
2003 02 27  0054   52697    3240    0        3.0      529.1     3.66e+05
2003 02 27  0055   52697    3300    0        3.0      518.8     3.71e+05
2003 02 27  0056   52697    3360    0        3.3      533.9     3.60e+05
2003 02 27  0057   52697    3420    0        2.7      528.4     3.84e+05
2003 02 27  0058   52697    3480    0        3.1      528.3     3.60e+05
2003 02 27  0059   52697    3540    0        2.9      537.5     3.53e+05
2003 02 27  0100   52697    3600    0        2.4      531.7     3.78e+05
2003 02 27  0101   52697    3660    0        3.1      532.4     3.77e+05
2003 02 27  0102   52697    3720    1        1.2      470.3     1.15e+05
2003 02 27  0103   52697    3780    0        3.0      533.4     3.81e+05
2003 02 27  0104   52697    3840    0        3.1      530.5     4.23e+05
2003 02 27  0105   52697    3900    0        3.2      536.5     4.04e+05
2003 02 27  0106   52697    3960    0        2.7      538.1     4.12e+05
2003 02 27  0107   52697    4020    0        2.8      535.4     4.19e+05
2003 02 27  0108   52697    4080    9    -9999.9    -9999.9    -1.00e+05
2003 02 27  0109   52697    4140    9    -9999.9    -9999.9    -1.00e+05
2003 02 27  0110   52697    4200    1        3.0      523.6     3.85e+05
2003 02 27  0111   52697    4260    1        2.9      515.7     3.78e+05
2003 02 27  0112   52697    4320    1        2.9      517.3     4.02e+05
2003 02 27  0113   52697    4380    0        2.9      518.9     3.74e+05
2003 02 27  0114   52697    4440    1        2.8      514.4     3.74e+05
2003 02 27  0115   52697    4500    0        3.4      509.9     4.63e+05
2003 02 27  0116   52697    4560    0        3.6      522.6     4.23e+05
2003 02 27  0117   52697    4620    1        3.5      528.2     4.07e+05
2003 02 27  0118   52697    4680    0        3.6      535.3     3.90e+05
2003 02 27  0119   52697    4740    0        2.5      528.1     4.42e+05
2003 02 27  0120   52697    4800    0        3.2      528.7     4.08e+05
2003 02 27  0121   52697    4860    0        3.5      521.5     4.72e+05
2003 02 27  0122   52697    4920    0        3.3      543.1     3.89e+05
2003 02 27  0123   52697    4980    0        2.5      519.7     4.06e+05
2003 02 27  0124   52697    5040    0        3.4      526.4     4.29e+05
2003 02 27  0125   52697    5100    0        3.4      526.4     4.29e+05
2003 02 27  0126   52697    5160    0        3.4      527.8     3.38e+05
2003 02 27  0127   52697    5220    1        3.5      517.2     3.78e+05
2003 02 27  0128   52697    5280    0        3.4      510.0     4.00e+05
2003 02 27  0129   52697    5340    1        2.9      505.1     2.79e+05
2003 02 27  0130   52697    5400    1        3.3      519.3     3.43e+05
2003 02 27  0131   52697    5460    0        3.6      524.9     4.02e+05
2003 02 27  0132   52697    5520    0        3.3      517.1     3.99e+05
2003 02 27  0133   52697    5580    1        3.0      506.3     2.87e+05
2003 02 27  0134   52697    5640    1        3.4      520.0     4.31e+05
2003 02 27  0135   52697    5700    0        2.9      526.4     4.04e+05
2003 02 27  0136   52697    5760    0        3.1      511.2     3.08e+05
2003 02 27  0137   52697    5820    1        3.4      513.4     4.23e+05
2003 02 27  0138   52697    5880    1        3.3      513.1     4.21e+05
2003 02 27  0139   52697    5940    1        3.4      521.4     4.41e+05
2003 02 27  0140   52697    6000    0        3.3      518.0     4.11e+05
2003 02 27  0141   52697    6060    0        3.3      518.0     4.11e+05
