:Data_list: 20020705_ace_mag_1m.txt
:Created: 2002 Jul 06 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2002 07 05  0000   52460       0    0     2.0    -1.3     1.2     2.7    26.1   326.9
2002 07 05  0001   52460      60    0     1.8    -1.6     1.2     2.7    25.9   317.8
2002 07 05  0002   52460     120    0     2.0    -0.9     1.6     2.7    35.1   335.8
2002 07 05  0003   52460     180    0     1.7    -1.1     1.3     2.4    33.3   326.8
2002 07 05  0004   52460     240    0     1.5    -1.7     1.3     2.6    28.7   311.5
2002 07 05  0005   52460     300    0     2.2    -0.7     1.5     2.7    33.5   342.5
2002 07 05  0006   52460     360    0     2.1     0.1     1.5     2.6    35.5     3.2
2002 07 05  0007   52460     420    0     2.0     0.4     2.0     2.9    43.2    11.6
2002 07 05  0008   52460     480    0     2.0     0.4     2.2     3.0    46.1    11.8
2002 07 05  0009   52460     540    0     1.9     0.5     2.5     3.2    52.5    14.0
2002 07 05  0010   52460     600    0     2.3     0.3     2.2     3.2    43.6     7.2
2002 07 05  0011   52460     660    0     2.5     0.5     2.2     3.3    41.1    12.1
2002 07 05  0012   52460     720    0     2.3     1.0     2.2     3.3    42.1    23.8
2002 07 05  0013   52460     780    0     2.0     1.0     2.2     3.1    43.7    26.7
2002 07 05  0014   52460     840    0     2.0     1.6     2.4     3.5    42.4    38.4
2002 07 05  0015   52460     900    0     2.3     2.0     1.9     3.6    32.2    40.8
2002 07 05  0016   52460     960    0     2.3     2.3     1.6     3.6    26.2    45.2
2002 07 05  0017   52460    1020    0     1.7     1.5     1.6     2.7    35.6    41.2
2002 07 05  0018   52460    1080    0     2.2     1.6     1.7     3.2    31.5    37.0
2002 07 05  0019   52460    1140    0     1.7     2.0     1.6     3.1    30.4    50.1
2002 07 05  0020   52460    1200    0     1.9     2.3     1.6     3.3    27.7    50.9
2002 07 05  0021   52460    1260    0     1.8     2.6     1.5     3.5    25.5    55.6
2002 07 05  0022   52460    1320    0     1.8     2.6     1.7     3.6    29.0    55.6
2002 07 05  0023   52460    1380    0     1.2     3.1     1.3     3.6    20.8    69.4
2002 07 05  0024   52460    1440    0     0.9     3.7     1.0     3.9    15.0    76.8
2002 07 05  0025   52460    1500    0     0.7     3.5     0.9     3.7    14.3    77.9
2002 07 05  0026   52460    1560    0     0.2     3.3     0.3     3.3     5.0    86.6
2002 07 05  0027   52460    1620    0     0.3     3.5     0.1     3.5     1.1    85.2
2002 07 05  0028   52460    1680    0    -0.1     3.6    -0.4     3.6    -6.9    91.9
2002 07 05  0029   52460    1740    0    -0.7     3.9    -0.3     4.0    -4.0    99.7
2002 07 05  0030   52460    1800    0    -0.8     3.8    -0.3     3.9    -4.6   101.1
2002 07 05  0031   52460    1860    0    -0.8     3.7    -0.1     3.8    -0.8   102.4
2002 07 05  0032   52460    1920    0    -0.8     3.5     0.0     3.6     0.6   102.0
2002 07 05  0033   52460    1980    0    -0.8     3.8    -0.4     3.9    -5.8   102.3
2002 07 05  0034   52460    2040    0    -1.6     3.7    -1.1     4.2   -15.9   113.2
2002 07 05  0035   52460    2100    0    -1.6     3.5    -1.4     4.1   -19.7   115.1
2002 07 05  0036   52460    2160    0    -1.6     3.6    -1.2     4.1   -16.5   114.6
2002 07 05  0037   52460    2220    0    -1.4     3.8    -1.1     4.2   -15.7   110.5
2002 07 05  0038   52460    2280    0    -1.9     2.1    -1.8     3.4   -32.1   132.5
2002 07 05  0039   52460    2340    0    -2.2     1.2    -2.9     3.8   -48.9   151.5
2002 07 05  0040   52460    2400    0    -1.9     1.7    -3.0     3.9   -49.3   137.9
2002 07 05  0041   52460    2460    0    -1.9     2.2    -2.5     3.9   -40.6   130.5
2002 07 05  0042   52460    2520    0    -2.0     2.5    -2.5     4.0   -37.5   129.1
2002 07 05  0043   52460    2580    0    -2.1     2.7    -2.0     4.0   -30.0   127.7
2002 07 05  0044   52460    2640    0    -2.6     3.0    -1.9     4.4   -25.9   130.5
2002 07 05  0045   52460    2700    0    -2.8     3.3    -1.5     4.5   -19.8   130.2
2002 07 05  0046   52460    2760    0    -3.0     3.4    -0.2     4.5    -2.0   131.6
2002 07 05  0047   52460    2820    0    -3.1     3.2     0.0     4.4     0.2   133.5
2002 07 05  0048   52460    2880    0    -2.9     2.4     1.1     4.0    16.7   140.0
2002 07 05  0049   52460    2940    0    -1.9     1.6     1.3     2.8    27.6   139.9
2002 07 05  0050   52460    3000    0    -2.0     1.5     1.0     2.7    20.7   143.2
2002 07 05  0051   52460    3060    0    -2.0     2.3    -1.3     3.3   -23.6   130.9
2002 07 05  0052   52460    3120    0    -2.3     3.0    -2.1     4.3   -28.8   127.7
2002 07 05  0053   52460    3180    0    -1.8     2.6    -2.6     4.1   -39.6   124.6
2002 07 05  0054   52460    3240    0    -1.2     2.3    -2.8     3.8   -46.7   118.0
2002 07 05  0055   52460    3300    0    -1.4     2.5    -2.8     4.0   -43.5   119.5
2002 07 05  0056   52460    3360    0    -1.8     2.6    -2.7     4.2   -40.7   124.6
2002 07 05  0057   52460    3420    0    -1.9     2.4    -3.0     4.3   -44.2   128.9
2002 07 05  0058   52460    3480    0    -1.8     2.5    -2.6     4.1   -39.6   125.6
2002 07 05  0059   52460    3540    0    -1.4     1.2    -2.2     2.9   -50.2   139.3
2002 07 05  0100   52460    3600    0    -1.0     1.0    -2.4     2.8   -59.8   133.2
2002 07 05  0101   52460    3660    0    -1.6     1.0    -2.5     3.1   -53.3   149.0
2002 07 05  0102   52460    3720    0    -1.2     0.5    -1.9     2.3   -56.8   155.3
2002 07 05  0103   52460    3780    0    -1.3     0.3    -1.3     1.9   -42.5   165.3
