:Data_list: 20030206_ace_mag_1m.txt
:Created: 2003 Feb 07 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2003 02 06  0000   52676       0    0     2.7     2.8     2.8     4.9    35.8    46.1
2003 02 06  0001   52676      60    0     4.5     0.6     1.3     4.7    16.2     7.3
2003 02 06  0002   52676     120    0     4.5     2.7     0.9     5.3    10.3    30.8
2003 02 06  0003   52676     180    0     5.0     0.4     1.1     5.2    12.7     4.6
2003 02 06  0004   52676     240    0     4.6     1.7     2.1     5.4    23.1    20.4
2003 02 06  0005   52676     300    0     4.2     1.9     2.7     5.4    30.0    24.1
2003 02 06  0006   52676     360    0     3.2     3.7     3.2     5.8    33.6    48.6
2003 02 06  0007   52676     420    0     3.7     3.1     2.6     5.5    28.8    39.9
2003 02 06  0008   52676     480    0     3.1     2.9     2.2     4.8    27.6    43.4
2003 02 06  0009   52676     540    0     2.0     4.3     3.7     6.1    37.9    64.7
2003 02 06  0010   52676     600    0     1.6     2.9     5.0     6.0    56.5    61.4
2003 02 06  0011   52676     660    0     0.8     1.9     5.8     6.1    70.5    68.3
2003 02 06  0012   52676     720    0     1.0     1.2     6.1     6.3    76.0    49.4
2003 02 06  0013   52676     780    0    -0.6     0.0     6.4     6.5    84.7   177.3
2003 02 06  0014   52676     840    0    -0.5     1.2     6.6     6.7    79.1   113.3
2003 02 06  0015   52676     900    0    -0.7     0.2     6.6     6.6    83.4   167.2
