:Data_list: 20050623_ace_mag_1m.txt
:Created: 2005 Jun 24 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2005 06 23  0000   53544       0    0    -1.7     0.8    -7.9     8.1   -76.2   155.2
2005 06 23  0001   53544      60    0    -2.2     0.5    -7.7     8.0   -73.5   166.2
2005 06 23  0002   53544     120    0    -0.8     3.2    -5.8     6.7   -60.5   103.2
2005 06 23  0003   53544     180    0    -0.4     3.5    -5.5     6.5   -57.1    96.3
2005 06 23  0004   53544     240    0    -0.7     2.2    -5.3     5.8   -66.9   106.9
2005 06 23  0005   53544     300    0    -0.4     0.8    -4.9     5.0   -80.1   114.5
2005 06 23  0006   53544     360    0    -1.0     1.0    -3.8     4.1   -69.5   135.0
2005 06 23  0007   53544     420    0    -0.8     0.7    -3.4     3.6   -72.7   141.7
2005 06 23  0008   53544     480    0    -0.7    -0.4    -3.9     4.0   -78.1   210.2
2005 06 23  0009   53544     540    0     0.5    -4.5     3.1     5.5    34.2   276.7
2005 06 23  0010   53544     600    0     0.5    -5.1     3.4     6.1    34.1   275.4
2005 06 23  0011   53544     660    0     1.1    -4.8     4.3     6.5    41.0   282.7
2005 06 23  0012   53544     720    0     1.4    -5.4     2.9     6.2    27.5   284.2
2005 06 23  0013   53544     780    0     1.4    -6.5    -0.1     6.6    -1.2   281.9
2005 06 23  0014   53544     840    0    -0.3    -4.5    -5.1     6.8   -48.7   266.6
2005 06 23  0015   53544     900    0     0.4    -7.1     0.6     7.1     4.5   273.2
2005 06 23  0016   53544     960    0     0.5    -8.5     2.3     8.8    15.2   273.4
2005 06 23  0017   53544    1020    0     0.5    -8.6     2.0     8.8    13.2   273.4
2005 06 23  0018   53544    1080    0     0.5    -8.6     1.8     8.8    11.7   273.3
2005 06 23  0019   53544    1140    0     0.4    -8.6     1.4     8.7     9.1   272.5
2005 06 23  0020   53544    1200    0     0.2    -8.6     1.2     8.7     7.8   271.4
2005 06 23  0021   53544    1260    0     0.2    -8.7     0.6     8.7     3.9   271.6
2005 06 23  0022   53544    1320    0     0.4    -8.7     0.4     8.7     2.5   272.6
2005 06 23  0023   53544    1380    0     0.4    -8.6    -0.2     8.6    -1.1   272.7
2005 06 23  0024   53544    1440    0     0.3    -8.6    -0.5     8.6    -3.3   271.7
2005 06 23  0025   53544    1500    0     0.4    -8.5    -0.9     8.6    -6.0   272.5
2005 06 23  0026   53544    1560    0     0.2    -8.5    -1.1     8.6    -7.4   271.5
2005 06 23  0027   53544    1620    0     0.3    -8.2    -1.4     8.4    -9.6   272.0
2005 06 23  0028   53544    1680    0     0.1    -8.4    -1.5     8.5   -10.1   270.8
