:Data_list: 20080111_ace_mag_1m.txt
:Created: 2008 Jan 12 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 01 11  0000   54476       0    0     2.2    -1.5    -1.3     3.0   -26.7   325.2
2008 01 11  0001   54476      60    0     2.2    -1.1    -1.0     2.7   -22.5   332.8
2008 01 11  0002   54476     120    0     1.9    -1.3     1.1     2.6    25.8   326.2
2008 01 11  0003   54476     180    0     1.6    -1.1     1.7     2.6    40.4   325.3
2008 01 11  0004   54476     240    0     1.7    -1.3     0.9     2.3    21.9   321.9
2008 01 11  0005   54476     300    0     1.4    -1.0     1.3     2.2    36.2   323.7
2008 01 11  0006   54476     360    0     1.8    -1.1     1.0     2.3    24.7   327.5
2008 01 11  0007   54476     420    0     1.6    -1.9    -0.4     2.5    -8.4   311.5
2008 01 11  0008   54476     480    0     0.6    -2.5     0.4     2.6     9.2   282.9
2008 01 11  0009   54476     540    0     1.3    -2.2    -0.1     2.5    -3.3   301.0
2008 01 11  0010   54476     600    0     1.6    -1.9    -0.4     2.6   -10.0   310.6
2008 01 11  0011   54476     660    0     1.8    -1.6    -0.4     2.5    -9.1   319.3
2008 01 11  0012   54476     720    0     0.5    -2.3    -0.2     2.3    -5.4   283.5
2008 01 11  0013   54476     780    0     0.4    -1.3     0.6     1.5    24.1   287.4
2008 01 11  0014   54476     840    0    -0.5    -1.5     2.6     3.0    59.5   251.4
2008 01 11  0015   54476     900    0    -0.7    -1.1     2.7     3.0    65.6   237.8
2008 01 11  0016   54476     960    0    -0.1    -1.1     2.6     2.9    67.5   267.2
2008 01 11  0017   54476    1020    0     0.4    -0.5     2.5     2.6    75.7   308.0
2008 01 11  0018   54476    1080    0     0.4     0.0     2.5     2.5    80.4     6.1
2008 01 11  0019   54476    1140    0     0.4     0.7     2.4     2.5    72.3    59.7
2008 01 11  0020   54476    1200    0     0.9    -0.2     2.2     2.4    66.8   349.6
2008 01 11  0021   54476    1260    0     0.8    -1.4     0.9     1.9    29.0   298.9
2008 01 11  0022   54476    1320    0    -0.2    -3.1    -0.6     3.2   -11.3   266.8
2008 01 11  0023   54476    1380    0    -0.7    -2.9    -1.6     3.4   -28.2   257.3
2008 01 11  0024   54476    1440    0    -0.7    -2.6    -2.1     3.5   -38.0   256.0
2008 01 11  0025   54476    1500    0    -0.8    -2.5    -2.4     3.5   -42.1   252.1
2008 01 11  0026   54476    1560    0    -0.5    -2.6    -2.1     3.4   -38.9   259.9
2008 01 11  0027   54476    1620    0     0.7    -2.8    -1.5     3.2   -28.5   284.1
2008 01 11  0028   54476    1680    0     0.2    -2.5    -2.3     3.4   -41.9   275.5
2008 01 11  0029   54476    1740    0     0.4    -2.3    -2.5     3.4   -47.7   279.2
2008 01 11  0030   54476    1800    0     0.4    -2.5    -1.7     3.0   -34.2   278.2
2008 01 11  0031   54476    1860    0     0.6    -3.2    -1.0     3.4   -16.8   280.7
2008 01 11  0032   54476    1920    0    -0.0    -3.4    -0.6     3.4   -10.0   269.9
