:Data_list: 20071107_ace_mag_1m.txt
:Created: 2007 Nov 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2007 11 07  0000   54411       0    0     1.5     2.0    -1.1     2.8   -22.8    52.6
2007 11 07  0001   54411      60    0     1.3     2.2    -1.3     2.8   -26.3    59.7
2007 11 07  0002   54411     120    0     1.8     1.9    -1.0     2.8   -22.0    46.8
2007 11 07  0003   54411     180    0     1.7     1.8    -1.1     2.8   -23.8    46.3
2007 11 07  0004   54411     240    0     1.8     1.8    -1.2     2.8   -24.7    44.3
2007 11 07  0005   54411     300    0     1.8     1.8    -1.1     2.8   -22.2    44.3
2007 11 07  0006   54411     360    0     1.8     1.9    -1.0     2.8   -22.1    46.4
2007 11 07  0007   54411     420    0     1.7     1.8    -1.1     2.8   -23.1    46.6
2007 11 07  0008   54411     480    0     1.7     1.8    -1.1     2.7   -23.7    45.8
2007 11 07  0009   54411     540    0     1.7     1.8    -1.2     2.7   -25.5    45.6
2007 11 07  0010   54411     600    0     1.7     1.8    -1.2     2.8   -26.2    48.0
2007 11 07  0011   54411     660    0     1.5     1.8    -1.3     2.7   -29.5    50.7
2007 11 07  0012   54411     720    0     1.4     1.8    -1.4     2.7   -31.5    52.9
2007 11 07  0013   54411     780    0     1.4     1.8    -1.4     2.7   -32.2    52.3
2007 11 07  0014   54411     840    0     1.4     1.8    -1.4     2.7   -32.1    51.2
2007 11 07  0015   54411     900    0     1.5     1.7    -1.3     2.6   -30.4    48.4
2007 11 07  0016   54411     960    0     1.5     1.7    -1.4     2.7   -31.8    47.1
2007 11 07  0017   54411    1020    0     1.6     1.7    -1.5     2.7   -32.5    46.2
2007 11 07  0018   54411    1080    0     1.9     1.7    -1.1     2.8   -22.3    41.5
2007 11 07  0019   54411    1140    0     2.1     1.7    -0.9     2.8   -18.0    38.6
2007 11 07  0020   54411    1200    0     2.0     1.7    -0.9     2.8   -19.4    40.4
2007 11 07  0021   54411    1260    0     1.8     1.7    -1.3     2.8   -27.6    43.1
2007 11 07  0022   54411    1320    0     1.6     1.7    -1.4     2.8   -30.7    47.1
2007 11 07  0023   54411    1380    0     1.1     1.9    -1.8     2.8   -39.5    61.2
2007 11 07  0024   54411    1440    0     0.7     2.0    -1.9     2.9   -42.2    70.3
2007 11 07  0025   54411    1500    0     0.7     2.0    -1.9     2.9   -42.6    71.1
2007 11 07  0026   54411    1560    0     0.8     2.0    -1.9     2.8   -41.8    67.1
2007 11 07  0027   54411    1620    0     0.9     1.9    -1.9     2.9   -41.4    64.2
2007 11 07  0028   54411    1680    0     1.1     1.8    -1.8     2.8   -39.9    58.2
2007 11 07  0029   54411    1740    0     1.2     1.8    -1.8     2.8   -40.3    57.1
2007 11 07  0030   54411    1800    0     1.1     1.7    -1.9     2.8   -42.7    56.6
2007 11 07  0031   54411    1860    0     1.0     1.7    -2.0     2.8   -46.1    59.1
2007 11 07  0032   54411    1920    0     1.0     1.8    -1.9     2.8   -42.4    60.0
2007 11 07  0033   54411    1980    0     1.2     2.0    -1.7     2.9   -35.4    58.2
2007 11 07  0034   54411    2040    0     1.1     1.8    -1.9     2.8   -41.3    57.5
2007 11 07  0035   54411    2100    0     1.1     1.9    -1.7     2.8   -37.6    59.4
2007 11 07  0036   54411    2160    0     1.3     1.7    -1.6     2.7   -36.7    53.7
2007 11 07  0037   54411    2220    0     1.1     1.7    -1.7     2.7   -39.9    56.5
2007 11 07  0038   54411    2280    0     1.2     1.7    -1.8     2.7   -39.8    54.9
2007 11 07  0039   54411    2340    0     1.3     1.7    -1.6     2.7   -37.6    52.5
2007 11 07  0040   54411    2400    0     1.1     1.6    -1.9     2.7   -44.7    54.9
2007 11 07  0041   54411    2460    0     1.0     1.7    -2.0     2.8   -45.0    57.6
2007 11 07  0042   54411    2520    0     1.2     1.7    -1.8     2.7   -40.1    55.0
2007 11 07  0043   54411    2580    0     1.2     1.7    -1.7     2.7   -38.9    56.3
2007 11 07  0044   54411    2640    0     1.1     1.5    -1.9     2.7   -46.0    54.8
2007 11 07  0045   54411    2700    0     1.3     1.6    -1.8     2.7   -41.4    51.7
2007 11 07  0046   54411    2760    0     1.3     1.7    -1.7     2.7   -38.7    51.7
2007 11 07  0047   54411    2820    0     1.3     1.7    -1.7     2.7   -39.3    52.3
2007 11 07  0048   54411    2880    0     1.5     1.4    -1.8     2.7   -41.4    41.9
2007 11 07  0049   54411    2940    0     1.4     1.4    -1.9     2.7   -43.9    45.0
2007 11 07  0050   54411    3000    0     1.3     1.3    -1.9     2.7   -45.8    45.9
2007 11 07  0051   54411    3060    0     1.1     1.4    -1.9     2.7   -46.9    52.7
2007 11 07  0052   54411    3120    0     1.1     1.4    -2.0     2.7   -49.0    50.4
2007 11 07  0053   54411    3180    0     1.3     1.1    -2.1     2.7   -51.0    41.9
