:Data_list: 20070113_ace_mag_1m.txt
:Created: 2007 Jan 14 0009 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2007 01 13  0000   54113       0    2     2.1    -4.2     1.8     5.1    20.5   296.6
2007 01 13  0001   54113      60    2     2.8    -3.8     1.4     4.9    16.4   306.4
2007 01 13  0002   54113     120    2     2.6    -3.9     1.6     5.0    18.9   304.2
2007 01 13  0003   54113     180    2     2.5    -3.8     2.0     5.0    23.2   303.6
2007 01 13  0004   54113     240    2     2.3    -4.2     1.6     5.0    18.1   298.8
2007 01 13  0005   54113     300    2     2.2    -4.4     1.5     5.1    16.8   296.4
2007 01 13  0006   54113     360    2     2.4    -4.0     1.3     4.8    15.3   301.6
2007 01 13  0007   54113     420    2     3.6    -3.1     1.2     4.9    13.8   319.9
2007 01 13  0008   54113     480    2     3.0    -3.7     1.3     4.9    15.8   309.1
2007 01 13  0009   54113     540    2     1.6    -4.5     1.5     5.0    16.9   289.9
2007 01 13  0010   54113     600    2     2.7    -4.0     1.0     5.0    11.2   304.3
2007 01 13  0011   54113     660    2     2.1    -3.8     2.2     4.9    27.2   299.3
2007 01 13  0012   54113     720    2     2.5    -3.1     2.8     4.9    35.2   309.3
2007 01 13  0013   54113     780    2     2.5    -3.4     2.8     5.0    33.3   305.8
2007 01 13  0014   54113     840    2     2.4    -3.8     2.4     5.0    28.1   302.1
2007 01 13  0015   54113     900    2     2.5    -3.5     2.5     5.0    30.4   304.9
2007 01 13  0016   54113     960    2     2.9    -3.2     2.3     4.9    27.8   312.5
2007 01 13  0017   54113    1020    2     3.4    -3.0     2.0     4.9    24.1   318.7
2007 01 13  0018   54113    1080    2     3.2    -3.2     2.0     4.9    23.7   315.0
2007 01 13  0019   54113    1140    2     2.9    -3.4     2.0     4.9    24.1   310.9
2007 01 13  0020   54113    1200    2     3.1    -3.3     1.7     4.8    21.3   313.1
2007 01 13  0021   54113    1260    2     2.7    -3.6     2.2     5.0    25.6   307.0
2007 01 13  0022   54113    1320    2     2.5    -3.7     2.3     5.0    27.2   303.9
2007 01 13  0023   54113    1380    2     1.1    -4.6     1.9     5.1    22.1   283.1
2007 01 13  0024   54113    1440    2    -0.2    -4.9     1.2     5.1    13.4   268.0
2007 01 13  0025   54113    1500    2     1.1    -4.6     1.8     5.1    20.5   283.2
2007 01 13  0026   54113    1560    2     0.7    -4.8     1.6     5.1    18.4   278.6
2007 01 13  0027   54113    1620    2     1.1    -4.6     1.9     5.1    21.9   283.7
2007 01 13  0028   54113    1680    2     1.4    -4.3     2.2     5.0    25.9   287.6
2007 01 13  0029   54113    1740    2     2.0    -3.9     2.2     4.9    26.1   297.3
2007 01 13  0030   54113    1800    2     2.6    -3.5     2.1     4.9    25.8   306.3
2007 01 13  0031   54113    1860    2     2.2    -3.8     1.9     4.8    23.2   300.6
2007 01 13  0032   54113    1920    2     3.4    -2.1     2.6     4.8    33.2   328.0
2007 01 13  0033   54113    1980    2     3.3    -2.3     2.6     4.8    32.3   324.7
2007 01 13  0034   54113    2040    2     3.9    -1.6     2.2     4.8    27.6   337.1
2007 01 13  0035   54113    2100    2     4.0    -1.9     1.9     4.8    23.7   334.6
2007 01 13  0036   54113    2160    2     3.7    -2.3     1.8     4.8    22.2   328.0
2007 01 13  0037   54113    2220    2     3.4    -3.2     1.4     4.9    16.6   316.1
2007 01 13  0038   54113    2280    2     3.4    -3.4     0.5     4.9     5.9   315.2
2007 01 13  0039   54113    2340    2     3.6    -3.0     0.4     4.7     4.7   320.9
2007 01 13  0040   54113    2400    2     3.9    -2.0     2.1     4.9    25.5   333.1
2007 01 13  0041   54113    2460    2     3.8    -2.3     1.9     4.8    22.9   329.1
2007 01 13  0042   54113    2520    2     3.6    -1.7     2.8     4.8    34.8   334.4
2007 01 13  0043   54113    2580    2     3.5    -3.2     0.6     4.8     7.0   317.7
2007 01 13  0044   54113    2640    2     3.8    -2.6     1.5     4.8    18.0   325.0
2007 01 13  0045   54113    2700    2     4.1    -1.4     2.0     4.7    24.2   341.6
2007 01 13  0046   54113    2760    2     4.2    -1.8     1.3     4.8    15.4   336.4
2007 01 13  0047   54113    2820    2     4.5    -1.4     0.5     4.7     5.7   342.6
2007 01 13  0048   54113    2880    2     4.5    -1.7     0.1     4.8     0.6   339.2
2007 01 13  0049   54113    2940    2     4.3    -2.2     0.2     4.8     2.2   333.2
2007 01 13  0050   54113    3000    2     3.8    -2.7     1.2     4.8    14.7   324.7
2007 01 13  0051   54113    3060    2     3.6    -2.7     1.8     4.8    21.7   323.6
2007 01 13  0052   54113    3120    2     3.1    -3.2     2.0     4.9    23.8   314.3
2007 01 13  0053   54113    3180    2     2.8    -3.4     2.0     4.9    24.2   309.4
2007 01 13  0054   54113    3240    2     3.0    -3.5     1.6     4.9    19.6   310.6
