:Data_list: 20080712_ace_mag_1m.txt
:Created: 2008 Jul 13 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 07 12  0000   54659       0    0    -2.0    -0.8    13.2    13.3    80.8   200.8
2008 07 12  0001   54659      60    0    -1.6    -0.8    13.1    13.3    82.2   207.9
2008 07 12  0002   54659     120    0    -1.0    -0.5    13.0    13.1    85.0   205.0
2008 07 12  0003   54659     180    0    -0.4    -0.4    13.0    13.0    87.7   221.9
2008 07 12  0004   54659     240    0    -0.9    -1.0    13.1    13.1    84.0   227.4
2008 07 12  0005   54659     300    0    -1.5    -0.7    13.0    13.1    82.9   206.5
2008 07 12  0006   54659     360    0    -1.9     0.1    12.9    13.0    81.7   176.3
2008 07 12  0007   54659     420    0    -2.0    -0.8    12.9    13.0    80.6   202.2
2008 07 12  0008   54659     480    0    -2.0    -1.5    13.2    13.4    79.1   217.0
2008 07 12  0009   54659     540    0    -2.1    -1.8    13.3    13.6    78.1   220.3
2008 07 12  0010   54659     600    0    -2.2    -2.4    13.1    13.5    76.1   227.4
2008 07 12  0011   54659     660    0    -2.1    -2.9    13.0    13.5    74.5   233.9
2008 07 12  0012   54659     720    0    -1.8    -3.5    12.9    13.5    73.2   242.3
2008 07 12  0013   54659     780    0    -1.6    -3.6    13.0    13.6    73.3   245.5
2008 07 12  0014   54659     840    0    -1.4    -3.6    13.1    13.7    73.4   248.6
2008 07 12  0015   54659     900    0    -1.4    -4.0    12.9    13.6    71.8   250.7
2008 07 12  0016   54659     960    0    -1.3    -4.4    12.8    13.6    70.4   253.3
2008 07 12  0017   54659    1020    0    -1.2    -4.7    12.6    13.5    68.8   255.8
2008 07 12  0018   54659    1080    0    -1.0    -4.8    12.2    13.1    68.0   258.3
2008 07 12  0019   54659    1140    0    -9.1     7.0     9.8    15.1    40.4   142.4
2008 07 12  0020   54659    1200    0    -9.6     7.1     9.3    15.1    38.0   143.3
2008 07 12  0021   54659    1260    0    -9.2     8.1     8.1    14.7    33.4   138.5
2008 07 12  0022   54659    1320    0    -9.9     8.6     6.8    14.7    27.6   139.0
2008 07 12  0023   54659    1380    0   -10.3     8.1     8.0    15.3    31.4   141.9
2008 07 12  0024   54659    1440    0    -9.8     7.4     9.1    15.3    36.4   143.2
2008 07 12  0025   54659    1500    0    -9.5     7.2     9.7    15.4    39.0   142.8
2008 07 12  0026   54659    1560    0    -9.6     7.3     9.7    15.5    38.9   143.0
2008 07 12  0027   54659    1620    0    -9.2     6.9    10.5    15.5    42.3   143.3
2008 07 12  0028   54659    1680    0    -9.0     6.5    11.0    15.7    44.8   144.0
2008 07 12  0029   54659    1740    0    -8.6     6.6    11.2    15.6    46.1   142.2
2008 07 12  0030   54659    1800    0    -8.3     6.9    11.0    15.4    45.6   140.5
2008 07 12  0031   54659    1860    0    -8.4     6.8    11.0    15.4    45.5   141.0
2008 07 12  0032   54659    1920    0    -8.6     7.0    10.7    15.4    43.9   140.9
2008 07 12  0033   54659    1980    0    -9.2     7.6     9.6    15.3    38.8   140.5
2008 07 12  0034   54659    2040    0    -8.5     7.2    10.5    15.3    43.5   139.8
2008 07 12  0035   54659    2100    0    -8.4     7.1    10.7    15.4    44.3   139.6
2008 07 12  0036   54659    2160    0    -8.2     6.7    11.1    15.4    46.5   140.8
2008 07 12  0037   54659    2220    0    -8.0     6.9    11.2    15.4    46.5   139.0
2008 07 12  0038   54659    2280    0    -8.0     7.1    11.0    15.3    45.6   138.7
2008 07 12  0039   54659    2340    0    -8.1     7.3    10.8    15.3    44.7   138.0
2008 07 12  0040   54659    2400    0    -8.4     7.6    10.4    15.4    42.8   137.8
2008 07 12  0041   54659    2460    0    -8.5     7.8    10.1    15.4    41.3   137.6
2008 07 12  0042   54659    2520    0    -8.4     7.9    10.1    15.3    41.0   136.7
2008 07 12  0043   54659    2580    0    -8.3     7.9    10.2    15.4    41.7   136.1
2008 07 12  0044   54659    2640    0    -8.3     8.1    10.1    15.4    41.1   135.9
2008 07 12  0045   54659    2700    0    -8.3     8.4     9.5    15.2    38.8   134.7
2008 07 12  0046   54659    2760    0    -8.4    10.3     7.1    15.0    28.1   129.2
2008 07 12  0047   54659    2820    0    -8.0     9.9     8.0    15.1    32.0   128.9
2008 07 12  0048   54659    2880    0    -8.1     9.8     8.1    15.1    32.4   129.7
2008 07 12  0049   54659    2940    0    -8.2     9.3     8.8    15.2    35.5   131.4
2008 07 12  0050   54659    3000    0    -8.1     8.5     9.7    15.3    39.5   133.7
2008 07 12  0051   54659    3060    0    -8.1     8.5     9.6    15.2    39.1   133.5
2008 07 12  0052   54659    3120    0    -8.9     9.3     7.6    15.0    30.6   133.7
2008 07 12  0053   54659    3180    0    -9.4     9.9     6.1    15.0    23.9   133.5
2008 07 12  0054   54659    3240    0    -8.8    10.3     6.6    15.0    26.0   130.4
2008 07 12  0055   54659    3300    0    -7.9    11.2     5.3    14.7    21.2   125.2
2008 07 12  0056   54659    3360    0    -7.8    12.2     1.7    14.6     6.8   122.7
2008 07 12  0057   54659    3420    0    -7.8    11.5     2.9    14.2    11.9   124.2
